# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,2,7,0,13,8,8,13,13,7,13,17,17,14,0,0,0,
(4,13),(13,18),-0.408557 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.411963 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.449592 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.895363 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.879995 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.144383 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.791406 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.765366 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.61657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.0694634 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.142959 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.272226 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.293074 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.514523 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.509311 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.765615 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.751009 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0847602 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.853537 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.830757 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.71577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0045714 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.149782 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.255381 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.340227 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.588557 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.793077 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.126123 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.923586 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.71735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0239262 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.141308 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.245942 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.811327 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.57509 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.3739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-2.34476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,9),-0.145852 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.555381 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.57294 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.35541 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.34038 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-2.39632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.669501 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0495069 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.149891 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0266918 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0329188 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.316442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.048194 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.21012 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.582431 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.319646 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.30504 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.323342 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.59017 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-2.38211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.921683 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.311946 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.243302 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0612314 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.00744737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.217117 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.141606 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.330222 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.315616 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.333918 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.196037 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0154046 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.355366 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.153692 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.14127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.799338 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.01455 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.98997 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.957285 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.966222 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.829435 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.840364 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.402076 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.155993 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0760798 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.07204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.532387 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.723348 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.971958 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.403356 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.344046 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.155993 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.588474 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.07204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.532404 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.723365 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.851118 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.958411 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.652878 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.16893 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.963498 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.49415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.074615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.00118538 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.419922 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.241843 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.389692 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.168088 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.656695 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.814481 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.307882 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.428098 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.141989 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0893422 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0244457 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.255451 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.349828 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.212331 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.12343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.513979 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.117542 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.209246 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.140356 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.382497 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.454685 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0192484 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.420582 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0526959 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.148944 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.18853 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.26848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.399714 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.24706 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.430241 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.446235 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0608709 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0163753 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.310988 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.341531 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.25481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.412437 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.458007 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.0595927 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.456962 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0163732 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0261905 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.341531 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.25482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.41242 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.422697 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0321157 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.127752 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.361503 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.204518 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.322423 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.138667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.758748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.333595 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.12454 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.121733 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.12869 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.173612 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.223873 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.296062 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.490179 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.205143 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.0110883 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.250069 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.206771 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.109891 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0620436 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.664681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.12674 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0432244 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.198687 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.089377 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.15288 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.148551 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.162387 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.243688 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.374218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.233071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.58071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.513457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.416577 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.275079 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.863191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.823065 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.161259 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.273931 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0295993 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.137502 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.153374 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.26841 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0525964 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.292674 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.283679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0695213 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0327346 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.152136 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.217287 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.0136117 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.252663 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.209259 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.112379 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.0594455 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.672007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),1.11952 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.390242 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.108827 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0450842 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.224815 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.131017 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.165955 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.268503 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.159915 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.194195 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.266383 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.460501 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.206053 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.678015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),1.11341 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.398949 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.109148 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.00798656 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.195561 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.196573 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.161171 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.263719 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.149796 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.183483 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.255671 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.449788 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.318512 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.244642 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.376882 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0324507 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.177437 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.249626 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.594892 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.60329 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.506412 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0924615 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0756 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0905656 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.193113 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.133622 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.20581 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.399927 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0157516 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0354057 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0893487 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.254079 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.0157516 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.0354057 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.0893487 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.752273 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.789558 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.818932 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.733869 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.998451 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.433597 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.24356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.00127299 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.35668 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.256503 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.576779 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.762363 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.868323 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.829816 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.87374 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.987076 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.837362 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.435418 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.24426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,2),-1.00625 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-1.05912 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.972792 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.135155 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.672791 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.804369 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.832022 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.866547 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.780223 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.897405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.27136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.112321 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.480191 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.277307 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.555332 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.913637 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.855582 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.880405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.634642 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.820225 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.925087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.26805 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.41059 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.15673 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.37937 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.2918 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.20652 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.05424 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.516429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.11256 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.33746 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.171807 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.155299 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.116809 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0610196 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.420138 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.3446 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.54125 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.40623 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.58224 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.49468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.4689 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.21819 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.992566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.167804 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.344733 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0109544 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0158077 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.382211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.40509 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.476905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.468681 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.534825 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0960074 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.33972 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.482559 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.27949 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.41241 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.15862 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.38115 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.29359 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.20841 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.056 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.52873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.620379 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.175596 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.00748155 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.223099 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.178715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.135773 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.237706 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0687837 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.258807 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.444391 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.549252 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.26896 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.05425 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.529764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.633955 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.170769 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0354 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.201043 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.189245 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.129429 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.231362 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0736108 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.246538 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.432121 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.536983 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.127373 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.470393 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.466466 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.517448 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.127373 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.470393 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.466466 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-1.35519 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.938635 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.784653 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-1.19515 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.494546 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.862017 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.260131 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.544373 # DEPENDENCYPART_GRANDPAR
