# _root_ Regulované a centrálně stanovené ceny se zjišťují na příslušných orgánech ( tisk , energie , pojištění aj . ) .
#goldHeads=2,5,4,2,7,7,0,7,10,8,17,17,17,17,17,17,10,17,17,0,
#predictedHeads=2,5,4,2,7,7,0,7,10,8,17,7,17,15,17,17,12,17,17,0,
(4,5),(5,7),-0.475286 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.193511 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.59367 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.837167 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0345528 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.639213 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.03449 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.564942 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),0.124529 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.5809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.00229486 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.00972792 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.16952 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.677234 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.751585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.0498824 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.552811 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0158657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.548466 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.12659 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.504754 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-1.37648 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.258202 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.0290404 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.299399 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.282349 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.604685 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.658065 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0366459 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.459732 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.195909 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.456756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.306634 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.294637 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),1.54315 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.000468312 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.871562 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.71989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-1.22342 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.0839 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-2.31581 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.90768 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.33299 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.61872 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.74143 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.73677 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.50939 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),1.04618 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.133625 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.750853 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.43141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.892264 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),1.07612 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.312257 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.279613 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.49149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.558528 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.930197 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.89468 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),0.331313 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.414445 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.306263 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.135255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.35105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.135225 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.277117 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-1.13658 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.2708 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.319605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.429277 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.206871 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.576804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.32958 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.478026 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.552234 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.682092 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.293083 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.673745 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.12059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,9),-1.15683 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.20166 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.514185 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.360698 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.679707 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.512479 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.802416 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.266791 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.32042 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),0.267644 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.438303 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.0819378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.071588 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.16243 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.158114 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0112225 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-1.09 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.519465 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-1.00771 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.629132 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-1.15369 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.751841 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-1.06004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.635247 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.569452 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),0.306919 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.424277 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.263303 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.110861 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.33365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.0498387 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.294356 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-1.24225 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.546126 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.847 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.637798 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.978291 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.760507 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.898195 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.881353 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.457786 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.438304 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.160438 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.00599971 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-1.07948 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.243112 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.231474 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.629525 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-1.14059 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-1.04694 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.641336 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.665846 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.569843 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0832288 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.262513 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.073271 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.063057 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.521093 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.59999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.164888 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-2.19169 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.491421 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.747014 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.964683 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.990774 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.73597 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.927401 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.00465577 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0527507 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0761668 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.599162 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.02842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),0.0315867 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.126797 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0350805 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.44841 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.214312 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.02716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.302737 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.252151 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.021128 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0726834 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.316614 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.199049 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.02258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.385331 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.78441 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.197613 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.376312 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),0.150279 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.152113 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-1.0803 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.620927 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.129792 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.582006 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0332159 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.650964 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0593067 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.111764 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.237683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.382779 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.417801 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.128683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.326342 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.154025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.940591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.58687 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-1.05969 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.060642 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.51837 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0460207 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.602204 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0199299 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.125293 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.29232 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.106081 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.532216 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.507154 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.324761 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.47578 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.14165 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.50584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.407911 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-1.38887 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.438296 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.406419 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0661829 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.486224 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0400922 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0223236 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0851004 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.100816 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.415138 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.934244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.583079 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-1.0471 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.690374 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.190374 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0456275 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.615299 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.138387 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.286231 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0963744 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.106472 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.653581 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.627546 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.416963 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.597145 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.382148 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.58288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.427694 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-1.58016 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.354805 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.275018 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.305455 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.401301 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.132794 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.074972 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0429233 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.224581 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.067779 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.184353 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-1.04217 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.697056 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.648534 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0545601 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0105866 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.113669 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.275356 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.110792 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.115422 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.653581 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.627546 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.597145 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.382148 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.58288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.427694 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-1.58016 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.354805 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.275018 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.305455 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.288567 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.340592 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.074972 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0429233 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.224581 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.067779 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.184353 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.648439 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.675176 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.036602 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.30893 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0875719 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0976692 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.0473443 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),0.175359 # DEPENDENCYPART_GRANDPAR
(7,17),(17,8),0.467778 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.385549 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.145912 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.337857 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0179414 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.374455 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0440322 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.024011 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.184374 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.0769172 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.144147 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0767463 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0599643 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.186525 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.207619 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.0739627 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.181663 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.187698 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.24874 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.781908 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.706227 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.20153 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.580041 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.148782 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.40035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.281682 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.697955 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.544872 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.21368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.97302 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.0178 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-2.08987 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.03499 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.767182 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-2.04177 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.00045 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.444151 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.11975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.840551 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.117361 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.389005 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0158865 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.522792 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0419728 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.697869 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0241404 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.420282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-2.23157 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.222 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.04526 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-2.18347 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-2.36934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.622103 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.32901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.638533 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),1.44769 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.161725 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0897567 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.279002 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.147616 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.465294 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.0234406 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.227104 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.03852 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.444722 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.12915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.846904 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),1.9529 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0949235 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0170581 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.510087 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.685164 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0176616 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0306679 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.421452 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-2.29532 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.29469 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.07245 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-2.24722 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-2.54899 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.703874 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.30267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.536524 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),1.53097 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.106258 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.382128 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.363641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.111464 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.562917 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.201728 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.218339 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.545826 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.0307509 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.84645 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),1.96174 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0494701 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.236059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0391642 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.702445 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0162439 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0377731 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.423089 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-2.29532 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.29469 # DEPENDENCYPART_GRANDPAR
