# _root_ Hlavním bodem je turnaj ve streetballu , což je jakási uliční varianta basketbalu na jeden koš pro zpravidla tříčlenná družstva , která si našla do Evropy cestu z USA .
#goldHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,13,19,20,17,24,24,24,12,24,25,24,24,28,0,
#predictedHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,16,19,20,17,24,24,24,20,24,25,24,27,28,0,
(3,9),(3,20),0.0355804 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0220423 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0923549 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.0923549 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.00498309 # DEPENDENCYPART_SIBL
(3,11),(3,16),-0.0923549 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.00411611 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.106888 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.428754 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.0923983 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0259631 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.133845 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0188876 # DEPENDENCYPART_SIBL
(3,12),(3,16),-0.133845 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0387778 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.0698305 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0057704 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.138094 # DEPENDENCYPART_SIBL
(3,12),(3,21),-0.00734954 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0188876 # DEPENDENCYPART_SIBL
(3,13),(3,16),-0.133845 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0387778 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0698305 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0057704 # DEPENDENCYPART_SIBL
(3,13),(3,20),-0.138094 # DEPENDENCYPART_SIBL
(3,13),(3,21),-0.00734954 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.016129 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0931004 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0712749 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0120857 # DEPENDENCYPART_SIBL
(3,14),(3,20),0.016074 # DEPENDENCYPART_SIBL
(3,14),(3,21),-0.0506193 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0391104 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0701631 # DEPENDENCYPART_SIBL
(3,16),(3,19),-0.00610297 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.139077 # DEPENDENCYPART_SIBL
(3,16),(3,21),-0.00883959 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.173958 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.239005 # DEPENDENCYPART_SIBL
(3,17),(3,20),0.14451 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.0138376 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.013349 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.0728285 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.0189242 # DEPENDENCYPART_SIBL
(3,19),(3,20),-0.0923976 # DEPENDENCYPART_SIBL
(3,19),(3,21),-0.0259631 # DEPENDENCYPART_SIBL
(3,20),(3,21),-0.00877227 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.182705 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.284749 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0508688 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0349096 # DEPENDENCYPART_SIBL
(4,1),(4,7),-0.00274797 # DEPENDENCYPART_SIBL
(4,1),(4,9),-0.00233172 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.103237 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0349096 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.0401004 # DEPENDENCYPART_SIBL
(4,1),(4,17),0.0875679 # DEPENDENCYPART_SIBL
(4,1),(4,24),0.0191704 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.337641 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0176773 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0430237 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0113831 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.046945 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.0165337 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0425281 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0918959 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.0566803 # DEPENDENCYPART_SIBL
(4,2),(4,24),0.0210933 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0810499 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0734596 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0374654 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0714924 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.122719 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0734596 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.152083 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0883887 # DEPENDENCYPART_SIBL
(4,3),(4,24),-0.00299765 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0286261 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.105309 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0188547 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.0236561 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0286261 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0102951 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.0652379 # DEPENDENCYPART_SIBL
(4,5),(4,24),0.00324727 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0264001 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0216101 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0459105 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0489982 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.137961 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.00652595 # DEPENDENCYPART_SIBL
(4,6),(4,24),0.0239073 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0307411 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0188728 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.00773577 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.021525 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0379645 # DEPENDENCYPART_SIBL
(4,7),(4,24),-0.0124071 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0126387 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.00229277 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.00853221 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.00533246 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.277835 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0280228 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.00784265 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0353876 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.00986478 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.137961 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.00652595 # DEPENDENCYPART_SIBL
(4,12),(4,24),0.0239073 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.128936 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.0161113 # DEPENDENCYPART_SIBL
(4,17),(4,24),0.0175048 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0938031 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0332393 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.145828 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0126734 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.100584 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0240957 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0312346 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00367768 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0146315 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.015127 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.117978 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.020373 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.00538289 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.100518 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0171192 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0311007 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00366664 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0151774 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.015673 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.11798 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0221325 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.00524898 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0194556 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0140264 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0773688 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0375136 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0361738 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.116285 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.142589 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0184568 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0328994 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0190369 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00756143 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00756143 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0324408 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00599918 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0145654 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0126015 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00225044 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.00225044 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.00251048 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00159619 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.280158 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0280173 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0280173 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0189225 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0298106 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.00750432 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0600275 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.104764 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00501222 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0105163 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.104764 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00501222 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0105163 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0629422 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.00894928 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.00732713 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0137559 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0497107 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0138076 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.029034 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0137405 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0415702 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.071441 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.56798 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00429014 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00429014 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0206796 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.00429014 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0592608 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0373619 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0340885 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0146006 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.135476 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0102305 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0316005 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0107622 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.016452 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.10325 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00812906 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.161472 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.161968 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0419174 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.161968 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.00254549 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0244366 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.00929691 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.0152466 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0825713 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0722752 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0822152 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.940096 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.169658 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0498248 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.018057 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.018057 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00697269 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.018057 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.06952 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0771084 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0023078 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.765271 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0313245 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0104773 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00594419 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.113908 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.00253243 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.171651 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.172147 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0312463 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.172147 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0132166 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0137747 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0387022 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0257544 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0208566 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0887083 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0013848 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0162399 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0374095 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0360697 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.276851 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0354801 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.295623 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0308818 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0669529 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.0616644 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0164515 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.103247 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00812858 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.165136 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.165632 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0412933 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.165632 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.00316954 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0244357 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00930883 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0152471 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0122416 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00428517 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00761176 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00761176 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0236846 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.00761176 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0136018 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0434489 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.112773 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.367393 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0254686 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00173651 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00173651 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.111462 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00173651 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.134808 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0527092 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0275456 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.071564 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0373675 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0373675 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.103233 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0373675 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0918287 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0200697 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0154095 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0414439 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0195038 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0238543 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0195038 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0143888 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0593926 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0352269 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0202681 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0238543 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0195038 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0143888 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0593926 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0352269 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0202681 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0803455 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0594564 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.138407 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.00120992 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.118885 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0143888 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0593926 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0346482 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0168476 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.134545 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0049147 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0787807 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.00747882 # DEPENDENCYPART_SIBL
(7,18),(7,24),-0.0567201 # DEPENDENCYPART_SIBL
(7,21),(7,24),-0.04298 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.107198 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0214652 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.115132 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00594718 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.107705 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00586493 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.274785 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0469288 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0754828 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.021584 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0180648 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0421083 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.056088 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0172789 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0237761 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0066159 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0754828 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0178595 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0234212 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0312138 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.10969 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.0269875 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.102195 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0687415 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.388014 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.147207 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.379684 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.149085 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.458701 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.105918 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0826774 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0158039 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.018332 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0236049 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0635205 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0191178 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0124502 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0104728 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0826774 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0252414 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.00103207 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.00352702 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0491453 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.00836718 # DEPENDENCYPART_SIBL
(9,2),(9,28),-0.106493 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0647361 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0163483 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0567154 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0927004 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.262911 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0324067 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0110823 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0215968 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0180776 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00530303 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0960306 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0172918 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0824746 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0370312 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0110823 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.016728 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0207734 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0338342 # DEPENDENCYPART_SIBL
(9,3),(9,25),0.00518751 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0243759 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.00296133 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.133092 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.366445 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.135504 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.435612 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.108174 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.084928 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0170679 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.019596 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0252127 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0692515 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0203819 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0108425 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.008223 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.084928 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0265055 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00106101 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.00600668 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.050753 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.00963124 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.108101 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.118881 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.262425 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.347221 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0924001 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.082528 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.133871 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.127665 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0950614 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0701911 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.1257 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0874349 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.145673 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.082528 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.125008 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0039583 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.219301 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.000716587 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.143793 # DEPENDENCYPART_SIBL
(9,5),(9,28),0.0344618 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.147293 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.45621 # DEPENDENCYPART_SIBL
