# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
(4,11),(4,21),0.0259111 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0479724 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.105866 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0292786 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.0369075 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0766439 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0237415 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.00138844 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.00797332 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0503107 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.00721464 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.00716873 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0157895 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0373999 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.0141715 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0560743 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.0736953 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0458896 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.0939246 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.0165975 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.00588897 # DEPENDENCYPART_SIBL
(4,19),(4,21),0.00105528 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0230858 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0267212 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0608316 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0586511 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00150443 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0170023 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0281644 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00600525 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0286748 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.347296 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.114315 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.109636 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0215761 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.131177 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0408551 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0135849 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0101039 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0355567 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.104358 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0239184 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0283503 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00551925 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.142851 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0919234 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0261056 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00338998 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0120963 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00982259 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0200033 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0149529 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0105673 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.273319 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0196041 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.135866 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0571332 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0278739 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0148704 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0304404 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0165662 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0885241 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0270251 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00775715 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0197005 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0497456 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0486892 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0585659 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0745259 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0516564 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.652952 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.629681 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0609587 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0136339 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.104617 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.103621 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0131987 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0146802 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0141503 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00805174 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0058224 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.355943 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0125214 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0386819 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0396286 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.106908 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.143995 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.137986 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.099159 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0141921 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0421468 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0368063 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0216275 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00377583 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0349089 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0168814 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.035174 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0265949 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0227659 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0141921 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0216963 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.029639 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0341569 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.00112968 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0512434 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.014103 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0713714 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0316091 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0201292 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.234469 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0569678 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.165947 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0118593 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0268895 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0309687 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0605859 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0389762 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0495987 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0450274 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0725639 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0569678 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0255881 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0661996 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0448596 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0250081 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00602539 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.114091 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0773038 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0221978 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.281029 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0573115 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0497326 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0464875 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00775923 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0756211 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.011182 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00432748 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0147849 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0202272 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.053005 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0573115 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0278193 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0148474 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0920085 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0696606 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0872695 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0732064 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00322991 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.096863 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0826469 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0672438 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0461701 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0685277 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.022911 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00293153 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0751019 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00316454 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0106663 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.014466 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0826469 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0167853 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0430749 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0146673 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0204207 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0434923 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.000887281 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.243107 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0664718 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.147606 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00585732 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.047868 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0362013 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0410748 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0599547 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.114297 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.048563 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0564123 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0664718 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0378511 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0478602 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0500923 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0302408 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.042346 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0325603 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.115333 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0919501 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.131544 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0628168 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0545437 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.10267 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0677996 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0211603 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0361271 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0698952 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.115333 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0888345 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.161122 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0803568 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0628619 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.154452 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0551321 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0541552 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00221209 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0145357 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0448414 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.000314618 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0192817 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.02011 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.02119 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0107575 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0551321 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0192438 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.00666809 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0827741 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0497469 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0430234 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0261848 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0191108 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0136194 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00487043 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0190441 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00622353 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.223372 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0260644 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0265898 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0430234 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00236774 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0267359 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0101885 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.00796311 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.219613 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.24103 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.188392 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.277978 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.275585 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.188046 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0240208 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.100753 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.260638 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0521005 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0698955 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.19793 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.276804 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.277909 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.136547 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00221297 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0244251 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0102302 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00299081 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0510051 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0287541 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0173478 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00837015 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0244781 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.00723081 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0109098 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0244938 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0253314 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0759183 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0854842 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0260872 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0117444 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0490668 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0641667 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0592053 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0393472 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0103591 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0824416 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0757593 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0745169 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00128419 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0757916 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00251113 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0457057 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00267912 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0232393 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.00443104 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0388278 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0720786 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0745858 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.102092 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0188886 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0106735 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.089027 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0351954 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0497971 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0293559 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.000484408 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.112627 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.122395 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0106174 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0333236 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0495592 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00169421 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0915353 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.07168 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0623175 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0167298 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0102516 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.00261962 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0453352 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00265107 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0229063 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00409808 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0374741 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0714084 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.0739157 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0767974 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0490611 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0799686 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.098894 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.127301 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.130681 # DEPENDENCYPART_SIBL
(9,17),(9,25),-0.112537 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.016933 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0310556 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.00735126 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0573533 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0150932 # DEPENDENCYPART_SIBL
(9,18),(9,25),-0.0170466 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0164852 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.000377715 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0932218 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0269221 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.0133382 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.0698955 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.19793 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.276804 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.277909 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0259892 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.0268838 # DEPENDENCYPART_SIBL
(9,21),(9,25),0.0279887 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.237166 # DEPENDENCYPART_SIBL
(9,22),(9,25),-0.243639 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.111457 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0160464 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0352716 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0468822 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.110317 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.14146 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.140709 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0792496 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0497285 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00501712 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0502605 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0110891 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0629786 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0491031 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0063431 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0327693 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0598988 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.00775828 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0278436 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.0580731 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0391544 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0128008 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0834592 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0377523 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00505342 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.2232 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0137401 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.112012 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00909091 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0255754 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0461086 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0388956 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0376621 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0279086 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.018626 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0382139 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00712063 # DEPENDENCYPART_SIBL
(10,2),(10,25),0.0520692 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00563654 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.124488 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.081756 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0355806 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.26807 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0046972 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00433504 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0676857 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00920592 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00160591 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0107562 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00288079 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00297586 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.107075 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.038425 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0092192 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.00756644 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0887488 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0687409 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.00517344 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.074992 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.229665 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0308735 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0350494 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0783679 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0284613 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0151104 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0849421 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00691349 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.021907 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0709051 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.00532991 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0309516 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0479445 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0124955 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.230148 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00396223 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0935385 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0270555 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0464213 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0410257 # DEPENDENCYPART_SIBL
