# _root_ Ruští zástupci na jednáních navrhli , že by splátky mohly tvořit dodávky zbraní , což česká strana odmítla .
#goldHeads=2,5,5,3,14,7,5,10,11,7,10,10,12,0,18,17,18,14,0,
#predictedHeads=2,5,5,3,0,7,5,10,10,7,10,10,12,7,18,17,18,14,0,
(10,5),(5,11),0.157026 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.233753 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.731283 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.74832 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.02762 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0663548 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.486186 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.834314 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.53921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.146835 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.174559 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.51224 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.792851 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.00320081 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.197408 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.467445 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.501828 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.65801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.265686 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.599357 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.11169 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.14125 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.45051 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.271923 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0523969 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.1822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.210163 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.0251618 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.537559 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.773028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.974756 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.402534 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.602846 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.824132 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.78255 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.561905 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.634223 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.64327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0514569 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.473203 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.27471 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.637663 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.741775 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.632168 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.417978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.10111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.29532 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.164831 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.240099 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.342095 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.418608 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.208132 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.417909 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),1.29726 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.464834 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.262049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.376075 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.449411 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.231564 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.455459 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.892278 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.12461 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.0505 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.792218 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.12367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.75745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.632654 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0999876 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.402151 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.674273 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.647748 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-1.04335 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.587199 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.0897195 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.410391 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.401877 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.609031 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.474538 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0233004 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.234464 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.287001 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.192034 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.393911 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.599293 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.817127 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.778197 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.557357 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.644512 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.625601 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.65519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.7507 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.035407 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.465771 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0214313 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.16195 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.813763 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.687552 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.488606 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.247788 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.275841 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.127184 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.157066 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.351683 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.0878938 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.478297 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.248878 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.242985 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.117282 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.154125 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.342408 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.00443732 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.00715039 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.562382 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.469423 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.522071 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0927086 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0215676 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0857075 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0255882 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.324499 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.07606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.398461 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.553268 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.752577 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.740829 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.540331 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.486428 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.992564 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.391453 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.33806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,2),-0.662358 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.526467 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.605422 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.160279 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.273611 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.495078 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.134962 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.422263 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.45727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.719363 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.888978 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.10358 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-1.12221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.374908 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0499702 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.242412 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.98172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.145644 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.315318 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.05716 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.646765 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.00787727 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.54731 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.461663 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.506999 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.54579 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.376128 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.206421 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.288626 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0814594 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.07528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.402038 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.556844 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.753886 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.16873 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.31641 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.740043 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.0399079 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.833849 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.898247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.0492715 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.205413 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.5346 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.71088 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.0961818 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.0398385 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.896302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.343761 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.227363 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.56858 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.741683 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.07275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.413209 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.38419 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.29124 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.15051 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.773542 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.745246 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.19012 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.54167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.00185755 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.157558 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.842561 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.913589 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.706318 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.518323 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.0264161 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.183803 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.35653 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.891091 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.353465 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.198349 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.19338 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.475899 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.11228 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.930407 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.675772 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-1.02562 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.920127 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.580824 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.707551 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.291757 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.924496 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.45624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0909265 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.249382 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0617074 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.487544 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-1.00521 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.977537 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.408282 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.958882 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.208832 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.545869 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.173763 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.21522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.0880895 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.843755 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.427926 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.34487 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.473041 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.38139 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.363963 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-1.20854 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.583265 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.254068 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.295736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0824106 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0488992 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.14957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0149815 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.595471 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.36061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.77916 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.444581 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.469621 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.372636 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-1.22846 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.552727 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.240862 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0789915 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.929445 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.15041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0158219 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.595468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.36061 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.78 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.447078 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.51627 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.928451 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.734381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.16185 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.463786 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0210986 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.299252 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.438576 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-2.18987 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-2.03378 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.82785 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.707633 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.77179 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.73386 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.02079 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.05903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),1.0653 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.396907 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.23054 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.109445 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.633483 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.05402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),1.07496 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.549357 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.545101 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.74681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),1.37984 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.490107 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.414697 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.301459 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.86631 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-1.07985 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.95782 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-1.72022 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.673806 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.00168 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.44963 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.6579 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.945119 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.08206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),1.04579 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.572028 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0749792 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.784692 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.329266 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.470393 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.00637 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.309925 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.593281 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0745429 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.267548 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.08318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,17),-0.824598 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.356033 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-1.07824 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.606607 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-1.41703 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.599109 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.340689 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.290187 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.987103 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.621414 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.01092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.115335 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.63406 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.760851 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.375193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.855355 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.964833 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.461315 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.08319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.153536 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.69775 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.824602 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.356034 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-2.78165 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-2.20681 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.87403 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.80251 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.96615 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.77598 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.2638 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-2.00164 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.930114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.669893 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.238823 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.172487 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.417617 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.71118 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.919096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),1.03504 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.557031 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.74806 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.619593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.967383 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.701418 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.352036 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-2.4581 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.30728 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-2.13086 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.7664 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.768686 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-1.03494 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-1.64399 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.70002 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.18813 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.67917 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.958332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),1.04313 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.161583 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-1.0715 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.339388 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.259239 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.282056 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.0183111 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.159872 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.112954 # DEPENDENCYPART_GRANDPAR
