# _root_ Řešení by se však hledat mělo , protože oba festivaly měly jednak vysokou úroveň , jednak lákaly do Prahy řadu turistů .
#goldHeads=6,6,6,6,6,0,8,6,10,16,16,16,14,11,16,8,16,17,18,17,20,0,
#predictedHeads=6,6,6,0,6,4,8,6,10,11,16,16,14,11,16,8,16,17,18,17,20,0,
(1,4),(4,8),-0.267533 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-1.04461 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0545873 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.422105 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.231628 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-1.08303 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.26775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.129176 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.406624 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.568627 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0620805 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.159471 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.723969 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.746892 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.942683 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.168568 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.176128 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.26079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.603499 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.113155 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.411991 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.102592 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0110794 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.151404 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.683697 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.71685 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.889901 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.00747128 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-1.18382 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-1.04034 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.117567 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.16957 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.918724 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.432765 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.35759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.443554 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.178639 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),0.0906399 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.0963077 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.700284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.25165 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.088976 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.395492 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0230312 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.449056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.136606 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.157065 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.175048 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),0.0779149 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.285943 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.0643873 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.687991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.05386 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0247986 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.410135 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0775189 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.427028 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0736728 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0216217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.542516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.21836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0928874 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.191504 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.138648 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.667532 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.333876 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.10852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.620207 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0163186 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.273324 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.254999 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.963531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.443836 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.293924 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.012245 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.553839 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.00665087 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.17091 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.345949 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.236644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.0422153 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.07615 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.514084 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.459772 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.385671 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),0.0836808 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.274634 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.09213 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.701376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),1.01176 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.402351 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.160564 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.31852 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0233978 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.454007 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.03039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.555022 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.216284 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.162389 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.182735 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.145563 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.215025 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.48007 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.368538 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.252458 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.252493 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.00808565 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.141258 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.932492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),1.01287 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.412897 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.101578 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.117599 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.162258 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.712115 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.00746159 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.62946 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.318796 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.216814 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.0462843 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.133896 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.494806 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.432619 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.358518 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.667532 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),0.620207 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.0163186 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.974515 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.367201 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.369386 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.972516 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.770491 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0605213 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.301221 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.575909 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.805729 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.69174 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.589753 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.252493 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.00808565 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.141258 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.932492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),1.01287 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),0.412897 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.101578 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.117599 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.162258 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.712115 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.00746159 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.121901 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.709742 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.515939 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0334891 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.133896 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.494806 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.582669 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.432619 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.358518 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.371964 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),0.0947979 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),0.290593 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),0.0986261 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.708794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.991163 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.306225 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.00869023 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.425654 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.0232763 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.0311697 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.467087 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.245942 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.267494 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.244295 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.229497 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.492613 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.381081 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.265 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.151662 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.134602 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.48812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.337548 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.442491 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.920898 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.175666 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.9272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.777658 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.993142 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.71246 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.923315 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.729729 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.14005 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.74395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.964517 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.646981 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.1505 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),0.283384 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.540284 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.966529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.123499 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.203179 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.837084 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.755139 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.116472 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.210437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-1.22014 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.193968 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.270408 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.224658 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.159439 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.09862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.15289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.722983 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.04671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0843378 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.780618 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.551962 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.697524 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.525296 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.681939 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.565295 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.518457 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.36642 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.101374 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0397494 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.201114 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.115595 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.300971 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.460027 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.525098 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-1.21837 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0421873 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0832437 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.362191 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),0.101951 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.06632 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.038725 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.568506 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.196874 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.966 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0587038 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.650941 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.16003 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),0.291426 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.539644 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.974299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.167791 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.200075 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0141745 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.787212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.81589 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.184802 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-1.2059 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.185963 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.284446 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.199023 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.130305 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.585332 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-1.47327 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.784226 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-1.44101 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.09862 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.04671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0843378 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.693029 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.024804 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0669564 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-1.37513 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.141297 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.31137 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.578312 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.57702 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-1.40941 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.727344 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-1.38942 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.948222 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-1.5257 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.181018 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.697394 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.738807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.426373 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),0.240697 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0456817 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.67462 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.677334 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.255448 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.125278 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-1.2912 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.129429 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.0937875 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),0.0702989 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.487533 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-1.26319 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.543155 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-1.23643 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.486003 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0360232 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.189208 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.456112 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.63675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.379778 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.806491 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.574753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.049095 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.07384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0127926 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.314969 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.89611 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.522715 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.646088 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.226194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.40669 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.22868 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.426405 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.201692 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.64517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.386613 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0673734 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.630196 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.4777 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.468204 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.246683 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.00152677 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.98156 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.524045 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.747251 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.966848 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.20942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.455812 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.53654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.719323 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.829863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.58964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.245304 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.00674887 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.349097 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.107477 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0136727 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.28776 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.403997 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.185728 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.350463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.690231 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.878202 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.939099 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.493228 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.204442 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.269025 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.873323 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.403986 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.247873 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.00804219 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.909956 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.033117 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.444235 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.893679 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),0.00632399 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.492949 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.618827 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.11108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),1.19154 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.434065 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.418629 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.251504 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.00649643 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-1.16798 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.234803 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.191521 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.290024 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.616525 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.504737 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-1.32833 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.944776 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-1.09626 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.828762 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.35406 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.549684 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.719191 # DEPENDENCYPART_GRANDPAR
