# _root_ Celý film připomíná spíš několik samostatných , volně řazených epizod , v nichž se vždycky jedna z hrdinek octne v nesnázích a zbývající tři ji společně zachraňují .
#goldHeads=2,3,0,3,3,7,10,9,7,5,22,22,12,19,19,19,16,17,22,19,20,10,27,27,27,27,22,0,
#predictedHeads=2,3,0,5,3,7,10,9,7,3,22,19,12,19,16,19,16,17,22,19,20,10,27,27,27,27,22,0,
(3,7),(3,27),-0.0911344 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0254448 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0183345 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0305215 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0524755 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0196361 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.0470846 # DEPENDENCYPART_SIBL
(3,8),(3,18),0.0183345 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0185243 # DEPENDENCYPART_SIBL
(3,8),(3,20),0.0524755 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0183345 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.0862984 # DEPENDENCYPART_SIBL
(3,8),(3,27),0.0185243 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.108641 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0490619 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0324402 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0832681 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0689047 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.108641 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0543269 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0324402 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.108641 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.082132 # DEPENDENCYPART_SIBL
(3,9),(3,27),0.0543269 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.00922232 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0493964 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.00674857 # DEPENDENCYPART_SIBL
(3,10),(3,17),-0.00758708 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.117802 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0104878 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.0493964 # DEPENDENCYPART_SIBL
(3,10),(3,21),-0.117802 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.279393 # DEPENDENCYPART_SIBL
(3,10),(3,27),-0.0104878 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.207078 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.042066 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.174551 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.103537 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.0911344 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.207078 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.103537 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.148899 # DEPENDENCYPART_SIBL
(3,11),(3,27),-0.0911344 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0245614 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0111974 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.035936 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.00303856 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.0772994 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.035936 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.13164 # DEPENDENCYPART_SIBL
(3,12),(3,27),0.00303856 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0778799 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0399486 # DEPENDENCYPART_SIBL
(3,15),(3,19),0.0648067 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.0809974 # DEPENDENCYPART_SIBL
(3,15),(3,21),0.0399486 # DEPENDENCYPART_SIBL
(3,15),(3,22),-0.0462786 # DEPENDENCYPART_SIBL
(3,15),(3,27),0.0648067 # DEPENDENCYPART_SIBL
(3,17),(3,18),-0.0549503 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.0807073 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.097792 # DEPENDENCYPART_SIBL
(3,17),(3,21),-0.0549503 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.237338 # DEPENDENCYPART_SIBL
(3,17),(3,27),-0.0807073 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.0104878 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.0493964 # DEPENDENCYPART_SIBL
(3,18),(3,21),-0.117802 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.279393 # DEPENDENCYPART_SIBL
(3,18),(3,27),-0.0104878 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.141305 # DEPENDENCYPART_SIBL
(3,19),(3,21),0.0319407 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.155387 # DEPENDENCYPART_SIBL
(3,19),(3,27),-0.230984 # DEPENDENCYPART_SIBL
(3,20),(3,21),0.035936 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.13164 # DEPENDENCYPART_SIBL
(3,20),(3,27),0.00303856 # DEPENDENCYPART_SIBL
(3,21),(3,22),-0.279393 # DEPENDENCYPART_SIBL
(3,21),(3,27),-0.0104878 # DEPENDENCYPART_SIBL
(3,22),(3,27),-0.0349738 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.0392152 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0160052 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.107564 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0167307 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0383956 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0627636 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00368505 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0777691 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0294169 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.149518 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.124292 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0614783 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0398533 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0089469 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00486629 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.282837 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0164706 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.176569 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0741128 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0134809 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0259477 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0486741 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0434299 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00245641 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0426103 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.00126864 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0737604 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0246662 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0331592 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0170215 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0375166 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0670561 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0271335 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00942856 # DEPENDENCYPART_SIBL
(6,4),(6,10),3.24063e-05 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0750369 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0229926 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0339605 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00523234 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0109839 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0188266 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0103074 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0505425 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0699594 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0533466 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0162499 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0617675 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00943334 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0116183 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.10246 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0280519 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.569243 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.000190952 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0366182 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.00150383 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0164826 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.00220881 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.0164826 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.115916 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0148366 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00557508 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0358673 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0180425 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00737142 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.166694 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00550923 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0339436 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.032175 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0119345 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.032175 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0633723 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0255529 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.074135 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.11974 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0115294 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0218724 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0270548 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0564577 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.641304 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0481481 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.641304 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00562132 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0420853 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.186622 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0519795 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.00205115 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0292923 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.105554 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0223647 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0228347 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0223647 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0371905 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.052419 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0108889 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0602331 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0236437 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0234432 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00270326 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0452007 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.00270326 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.02885 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.568663 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00165041 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0314062 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00971341 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00847417 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00548811 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.00847417 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0113982 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0656656 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00900017 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.144278 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0566844 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.107014 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0566844 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0373667 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0154095 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.105421 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0414409 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.00824667 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0414409 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0352269 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0783767 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0198869 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0716373 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0198869 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0669 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0429737 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0306044 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0429737 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0724014 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.00184269 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0724014 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.162398 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.362465 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0331442 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0405675 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0620109 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.2232 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0162514 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.107625 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0439845 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0435449 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0235074 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00243865 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.154226 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.016721 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0385705 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00123115 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00411956 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0425313 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.393311 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.410364 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00563715 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00259877 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0686405 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00246128 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.242935 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.146526 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0990663 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.176532 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0696854 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0627377 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0154078 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00986339 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0285523 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0486587 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0784179 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00300138 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0890509 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0282287 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00267351 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.114256 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.000110059 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0504748 # DEPENDENCYPART_SIBL
(9,4),(9,10),3.24063e-05 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0902759 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0620631 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0149837 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.109423 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.318461 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00506099 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00902073 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00370275 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0171572 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00902071 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.00424794 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0333591 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0269949 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.000177476 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0425851 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0692282 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0150238 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0238177 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0810817 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.0150238 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.00386806 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.048153 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0100909 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00441325 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00875181 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00667862 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0107849 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0158459 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0515018 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0296724 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0212504 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0454891 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0296724 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0245199 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00823851 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.000699088 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00817761 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0581617 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0129897 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.034056 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0411182 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0157272 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00249453 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0945968 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0157272 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0357717 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0567186 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0601219 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0302783 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00313704 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.107957 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0206806 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00605881 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0158522 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0175899 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.00605881 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0105949 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0130546 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0116998 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0113483 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0161097 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0615633 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0366815 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0182423 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0446374 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.0366815 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00835887 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0579595 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0163327 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0332188 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0413205 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0100197 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00267481 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.094395 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0100197 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0207377 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0614027 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0128566 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.000668445 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0141743 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0766533 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.018966 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0141743 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.020004 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.124464 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0570138 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00332916 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.180794 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0247823 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.00332916 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00785754 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0792649 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0041121 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0930091 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0733948 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.0041121 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0467485 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00284469 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.154636 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0311035 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.00284469 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0426697 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.236564 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0432716 # DEPENDENCYPART_SIBL
(10,17),(10,27),0.0426697 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.250246 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0139061 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.259556 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.00125954 # DEPENDENCYPART_SIBL
(10,22),(10,27),0.0126306 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.00783815 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0617675 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00943334 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.10246 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.517742 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00969007 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.10246 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0134487 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00150383 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0277941 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0418623 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0164826 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.00150383 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.00220881 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.0291049 # DEPENDENCYPART_SIBL
(11,1),(11,27),-0.0164826 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0633723 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.074135 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0656445 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0631719 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.074135 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0466796 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0564577 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.137089 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0804542 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.641304 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0564577 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0481481 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.109718 # DEPENDENCYPART_SIBL
(11,3),(11,27),0.641304 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0420853 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.177092 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0451763 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0420853 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00831303 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.105554 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.187554 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0510878 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0223647 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.105554 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0228347 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.178453 # DEPENDENCYPART_SIBL
(11,4),(11,27),0.0223647 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.521095 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00974633 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.100363 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0127126 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00971341 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0285922 # DEPENDENCYPART_SIBL
