# _root_ Německá spolková republika dosud v četných případech politických uprchlíků , kteří se stali německými státními příslušníky , dvojí občanství tolerovala a ještě toleruje .
#goldHeads=3,3,21,21,21,7,5,9,7,13,13,13,9,16,16,13,13,19,21,21,0,23,21,0,
#predictedHeads=3,3,21,6,20,7,5,9,7,13,13,13,9,16,16,13,21,19,20,21,0,23,21,0,
(7,10),(7,17),0.0706103 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0118601 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.00351643 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0567729 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00105812 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00264734 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.001666 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.261485 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.250414 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0256969 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0656982 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.00564007 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.308845 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0118601 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.00351643 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0567729 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.00421002 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.300507 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.250414 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.152191 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0186249 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0141835 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.00759185 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0124056 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00788175 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.186035 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00948859 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00804359 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0931169 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0116266 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0839113 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0839232 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00772287 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00804359 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00732024 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.00946537 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.00629474 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00685659 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.00946537 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0144365 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0022646 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.18445 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0196349 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0130642 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0927242 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00864029 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0919135 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0919254 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00404772 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0130642 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00364509 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0064791 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.00532389 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.00645025 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0064791 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0438043 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.152972 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0666314 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00451878 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.111167 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0497347 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0604251 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0604319 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0497364 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00451878 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0517672 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0493217 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.053814 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0186229 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0493217 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.188004 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0196142 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00968718 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0912239 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0101406 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0934142 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0934261 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00208328 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00968718 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00248591 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00797942 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.00382358 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00494994 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.00797942 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0226141 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.026289 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0433947 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.000673014 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0035613 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00356466 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0107327 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.026289 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0128903 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00241835 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0121497 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0512662 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.00241835 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00853126 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0863762 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0155597 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.09116 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0911719 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0197012 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00853126 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0201038 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0133985 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00433882 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.000110785 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0133985 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0814451 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0150608 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0188159 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0188153 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00790129 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00479646 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00781011 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0170632 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0768767 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.068084 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0170632 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0117583 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0434823 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0434817 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0136579 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0155969 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0136353 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0137607 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0630302 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0108528 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0137607 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0137667 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0137672 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00164948 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0170385 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00225736 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.261998 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.250246 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.010518 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.261998 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.108926 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0280607 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.015879 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0280397 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.00517383 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.115543 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0110243 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.00517383 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0280645 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.015875 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0280435 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00544977 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.115543 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0110247 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.00544977 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0413691 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0618518 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00899805 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.305308 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00882487 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.00899805 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00781011 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0170632 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0768767 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.068084 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0170632 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.007568 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.29697 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.00545613 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.007568 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.250246 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.010518 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.261998 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.00679869 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.0101884 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.00320638 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0212493 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0298793 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0216454 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0199816 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.017403 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0245743 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.0245743 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.037621 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00863807 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0055181 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0041346 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0101108 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0101108 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0141231 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0309333 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0640756 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0297286 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0297286 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0103734 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00930792 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0149661 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0149661 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0530934 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.362467 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.362467 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0429737 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.0429737 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.362465 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0736999 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.119908 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.120001 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.20273 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.191177 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0221237 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0592859 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0592859 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00386318 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00326731 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.276476 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.117139 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0221629 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0221609 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0374721 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0221667 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0221647 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0374721 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.12603 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.257441 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.248412 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.00249911 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0539975 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0262892 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0445663 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0541418 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.000847507 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0509279 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0244271 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.114315 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00474247 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0800719 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0801641 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0500636 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0259623 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0436361 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0806669 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0208432 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.10699 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0806669 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0537367 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0262892 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0445741 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0538682 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00505715 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0506543 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0317575 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.114315 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00474247 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0876965 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0877888 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.048408 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0309585 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0419804 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.082343 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0212596 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.106971 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.082343 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0253559 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.00387868 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.195075 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.174755 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.191787 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.151963 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.21333 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0046366 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.042008 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0419274 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0244203 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0127516 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0202642 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0177871 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0114405 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0996771 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0177871 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0753722 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00785969 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.021128 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.00375295 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.123106 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0891102 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00094718 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0453052 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0452352 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0288273 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0678648 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.026356 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00197371 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.035827 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0704115 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.00197371 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0160858 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.119241 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0100891 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.319831 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.168778 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0205221 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0738161 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.07371 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00832332 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.000339676 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00769618 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0473559 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0121134 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0295084 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0473559 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.175774 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.194329 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.154071 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.210928 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00171274 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0417782 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0416976 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0505627 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.000161513 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0464066 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0254187 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00166823 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0930311 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0254187 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0432562 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0110997 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.114327 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00474857 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0805858 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.080678 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0353881 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.033445 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0289605 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0825873 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0185678 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.10698 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0825873 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.149586 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.20562 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00479698 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0364123 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0363317 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0388862 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00818681 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0347301 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0154686 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.00706483 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0876781 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0154686 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.247661 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0521088 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0348665 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0346119 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0136932 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.182079 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00264393 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00981637 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.00257999 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0948278 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00981637 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0235376 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.116999 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.116929 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0596255 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.172533 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0586593 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0430089 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0234106 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.080378 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0430089 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.311828 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.311758 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0592156 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0379575 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0480237 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0141796 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0130473 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.112619 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0141796 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.346115 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.106167 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.046456 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.101043 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0489782 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0754583 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0717662 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0489782 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.10589 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0461675 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.100766 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0498105 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0751779 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0714857 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0498105 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00991214 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.109447 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0161835 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.255967 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0103955 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0161835 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.100449 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.100274 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.147033 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0308769 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.100274 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0117574 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.231999 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.00361867 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0117574 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.158687 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.00603834 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.242709 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0323143 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0371938 # DEPENDENCYPART_SIBL
