# _root_ Měl jsem pocit , že je motor obsahem handicapován a nasadil dvojité zapalování , ale se zvýšením výkonu mi nedošly jiné souvislosti .
#goldHeads=15,1,1,5,3,10,6,9,6,5,10,13,11,15,0,20,16,17,20,15,22,20,0,
#predictedHeads=15,1,1,5,3,5,6,9,10,15,10,13,11,15,0,20,16,17,20,15,22,20,0,
(1,6),(6,14),-0.342306 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.161149 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.343272 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-1.02712 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-1.8089 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.578395 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.154488 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.268144 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.204921 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-1.28169 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.577584 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.607121 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.183893 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.146723 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.48362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.277023 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.110382 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.103551 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.446671 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.219488 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.7035 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-1.06253 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.660814 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-1.56284 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.914269 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.11176 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.301172 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-1.63917 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-1.1126 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.44192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.145313 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.266169 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.0850966 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.555986 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.178318 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.556001 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.922713 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.332372 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.623281 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-1.34986 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.647834 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.414534 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.257756 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.397772 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-1.16744 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-1.00041 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.220947 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.700927 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-1.05995 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.409576 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.188386 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-1.56282 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.912538 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.375124 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.11502 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.300282 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-1.43693 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-1.63744 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-1.03717 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-1.88485 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-1.11087 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.60469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,4),0.0173189 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),0.383313 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.558779 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.607812 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-1.83639 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-1.00291 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.370412 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-1.47336 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-1.6791 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-1.54288 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-1.13894 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.39157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.156915 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.270723 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.0287784 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.490236 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.158302 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.533284 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.907645 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.321202 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),0.249872 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.368912 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-1.74777 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.905492 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.310927 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.371738 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-1.19035 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-1.40923 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-1.0547 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-1.75708 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.879027 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.679879 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.57712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.464208 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.918377 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.55513 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.18222 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.56161 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-2.04329 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.16765 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.841039 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.54384 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.20572 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.856818 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.44088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.28207 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.138749 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.361377 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.91482 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-1.40404 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.331259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.15319 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-2.08946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0330235 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.155236 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-1.23824 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.29521 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-2.16336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.299701 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0748359 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.361114 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-1.27383 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-1.7644 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.283329 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.372059 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.662345 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.525044 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.378224 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.568359 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-1.98406 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.07223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0517142 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.0497451 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-2.72385 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.36968 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.958663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.479246 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.177087 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-2.83323 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.45793 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.36403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.34146 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.623848 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.32681 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.503046 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.627768 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.605801 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.225535 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0288421 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.329618 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),0.29008 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-2.68955 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.32234 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.03243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.16755 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.574914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0634203 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.110146 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.411099 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.448585 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0118654 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.406299 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.722085 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0294763 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.255958 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.5521 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),0.0749904 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-1.53799 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.675669 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.395953 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.495844 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.00325437 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.607997 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-1.28868 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.667622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,7),0.141874 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.396219 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-2.91281 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.5347 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.16385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.971448 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.839817 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.515884 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.37069 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.559512 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.578552 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.00320495 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.241199 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.901561 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.254906 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.229681 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.758544 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-1.35733 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),0.0613402 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0225366 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0335916 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.14618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.719695 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.975082 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.25513 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.46383 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.1222 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.01035 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.11649 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.932542 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.20629 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.14526 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.113516 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.14629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.719627 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.306497 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.2741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.690666 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.0081 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.28982 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.5021 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.03386 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.823508 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.96948 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.948705 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.3621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0871107 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.475058 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.687692 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.168105 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.224607 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.165366 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.39294 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.46825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.286511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.908462 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.06271 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.14645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.46976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.244758 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.208661 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.418966 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.405232 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.169528 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.399483 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.483825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.552633 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.388146 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.379432 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.234948 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.522048 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.721259 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.1115 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.461975 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.676586 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.21592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.282109 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.246479 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.52675 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.336081 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),0.0455558 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.60459 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.4112 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.590458 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.562661 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.442782 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.688844 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.19947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,2),-0.743323 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.602938 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.44428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.1275 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.572373 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.856223 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.247538 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.635395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.429173 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.760485 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.46336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0979055 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.05185 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.838051 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.869442 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.698691 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.604732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.415703 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.129057 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.257359 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.373901 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0121319 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0493271 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0705885 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.385674 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.119261 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0854282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.207587 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),0.13918 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.445473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.105747 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0590057 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.375218 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.406912 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.505349 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.29362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.302733 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.112194 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.12467 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.910875 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.929912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.717863 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.706644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.84818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.294573 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0135047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0173432 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.17179 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.034516 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.13058 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0293654 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.028493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.0803323 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.22644 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.990997 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.11085 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.948398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.909857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.778895 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0231848 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.311289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.293849 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.265091 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.231405 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.158507 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.366748 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.280492 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.262253 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.38829 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.0710543 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.837855 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.292584 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.011516 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.274146 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.597544 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.173195 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0364455 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.331277 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.138578 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0305502 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.19487 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0265635 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.176429 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),0.0116424 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.0784028 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-1.31468 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.10608 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.992918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,9),0.0792877 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.183264 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.740395 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.559227 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.318855 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.625931 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.46513 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.309518 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.50189 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.26509 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.03615 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.16053 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.93968 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.899994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.948871 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.000755283 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.294347 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.389034 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.447998 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.125553 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.522786 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.354389 # DEPENDENCYPART_GRANDPAR
