# _root_ Přestože je chemická struktura molekuly známa již od let sedmdesátých , nenašli chemici levný způsob , jak tuto molekulu syntetizovat .
#goldHeads=12,1,4,2,4,2,9,2,8,9,1,0,12,15,12,20,20,19,20,15,0,
#predictedHeads=12,1,4,2,4,2,9,12,8,9,1,0,12,15,12,20,20,19,20,15,0,
(2,16),(16,7),-0.0874551 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.0821133 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.0741416 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.324482 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.601554 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.264214 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),0.00653147 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.751862 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.723059 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.0405011 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.895066 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-1.27638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,13),-0.440015 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.564723 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.143787 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.03426 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.643737 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.70652 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.767749 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.499722 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.142441 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.0600962 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.486842 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),0.742558 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.768865 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-0.357961 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-1.49595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,4),0.400648 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),-0.362931 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.0583317 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.541447 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),0.0430468 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),0.0682312 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.535042 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.0445244 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),0.130476 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),0.251883 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.630021 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.966044 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.875258 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.511418 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.24189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.685614 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.03736 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.06163 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.7899 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.22734 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.914457 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.859883 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.931432 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.374137 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.02299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.519056 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.872522 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.842733 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.460871 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.463605 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.951486 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.734663 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.662039 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.06116 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.08572 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.40299 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.29001 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.786596 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.563333 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.3724 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.693705 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.706604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.14951 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.44716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.272882 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.397285 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0924535 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.110031 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.306467 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.595626 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.957542 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.228162 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.70661 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.45645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.356871 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.385603 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0929839 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.106816 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.291899 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.363348 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.276918 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.592508 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.671454 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.676392 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0740541 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.39567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.566138 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.00698 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.823062 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.29961 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.03359 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-1.11724 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.96965 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.209383 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0385465 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.31494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.487126 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.878111 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.493889 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.602862 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.07958 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.784416 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.77413 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.19584 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.55039 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.98454 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.59323 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.984655 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.875068 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.3725 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.01347 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0965955 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.750068 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.29549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.465963 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.586506 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.721454 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.86123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0129847 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0996176 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0226644 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.155419 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.176167 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.00949971 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.432942 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.717603 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.18039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.647366 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0710757 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.186164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.372535 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.151631 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.058894 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.152017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-1.08509 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.53423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.35836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.469971 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0114533 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0343007 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.283235 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.223538 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.100389 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0604348 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.265672 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.569715 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0165517 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.135418 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.303383 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.263566 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.437528 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.694363 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.13982 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.734182 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.56701 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.515317 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.672795 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.56873 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.656371 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.23105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.607803 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.333544 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.0184268 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.0368125 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.036734 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.300117 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.417304 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.134881 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-1.07739 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.178226 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.205168 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.291228 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.135398 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.0434294 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.269034 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.989296 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.41293 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.215979 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.352673 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.140827 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.0116235 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.672795 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-1.56871 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-1.22544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.613415 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.0389891 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.0423465 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.419951 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.30902 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.442899 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.491338 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),0.209426 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.33399 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.11679 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.261101 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.988614 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.650156 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.964747 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.959021 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.19555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.299706 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.723028 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-1.44909 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.951134 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-1.22012 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.78556 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0550085 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.68214 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.597733 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.09537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.0906431 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.817844 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.621085 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.13314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.273779 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.161269 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.444168 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.03827 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.30131 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.6515 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.07234 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.71715 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.977732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0836315 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.27862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.444374 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.288636 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.0605294 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.23596 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.870018 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.48524 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.65214 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.16484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),0.062063 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0220677 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.283919 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.293339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0716718 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0605204 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.244249 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.437365 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.702088 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.126198 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.389094 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0866174 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.579631 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.689891 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.705942 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.632811 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.73123 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.663448 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.168317 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.028251 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.158523 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.800463 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.563399 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.62764 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.60609 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-2.00973 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.997596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.729782 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.106652 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.232989 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0596415 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0634612 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.766923 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.491418 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.621306 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.442229 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.142464 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.540893 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.51974 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.51373 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.68719 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.01208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.380219 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.0329833 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.129629 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.105977 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.126556 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.553888 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.111731 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.640169 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0581776 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.313732 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.448768 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.371449 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.0860231 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.352737 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.785808 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.111914 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.0642477 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0721458 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.612096 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.057383 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.71956 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.568069 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.645901 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.316969 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.720012 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.169793 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.334373 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.422295 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),1.19698 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.99908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.114504 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.160836 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.777133 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.531846 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.48747 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.377382 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.173738 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.433977 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.38504 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.00001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.113526 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.160706 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.777143 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.66762 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.751416 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.531852 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.1225 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.778109 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.280053 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.276742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.254074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0922857 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.162408 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0717184 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.124843 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.236418 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.657927 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.535404 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.15208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.28973 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.577557 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.164845 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0283329 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.73829 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.780898 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.329608 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.214799 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.483669 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.560441 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.924402 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.270496 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.622407 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.0657742 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.48998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.104194 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.293425 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.145316 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.148583 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.256494 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.995307 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-1.0062 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.594882 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.410661 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.560441 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.924402 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.622407 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.0657742 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.104194 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.182719 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.0236984 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.886782 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.97837 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.478 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.257563 # DEPENDENCYPART_GRANDPAR
