# _root_ Jde zhruba o polovinu Afriky , velkou část Asie , Jižní a Střední Ameriku a Irsko .
#goldHeads=0,4,1,15,4,15,8,15,8,15,12,14,12,15,3,15,0,
#predictedHeads=0,1,1,3,4,15,8,15,8,15,12,14,12,15,3,15,0,
(5,1),(1,7),-1.13688 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.7511 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.2581 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.05642 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.48769 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.83707 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.91045 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.893012 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.93475 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.29045 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.820425 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.260451 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.352953 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0291287 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.00825664 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.49118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.781253 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-2.01332 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.1492 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.930432 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.986374 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.757711 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0789511 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.352468 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.28472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.722508 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.197 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.80438 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.31553 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.09046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.55126 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.855579 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.96789 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.911521 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.99218 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.54308 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.437818 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.01596 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.58964 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.13539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.164638 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.702913 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.254101 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.33521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.521369 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.901648 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.272154 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.918185 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.43943 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.4616 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.381477 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0951572 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.399347 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.45023 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.20779 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.874506 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.7876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.416946 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.215637 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.494973 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.311081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.592907 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.198945 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-1.22335 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-1.13013 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.254887 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-1.16097 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.33426 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.806385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.186154 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.322719 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.29818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.589165 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.206785 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-1.22111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-1.10656 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.262727 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-1.13739 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.159813 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0971201 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.5681 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.591063 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.416164 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.71604 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.47718 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.0817 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.52054 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.34344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.25744 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.37428 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.837091 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.359337 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.110511 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.717421 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.849386 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.728264 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.382498 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.746413 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.478749 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.71604 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.47718 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.0817 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.52054 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.34344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.25744 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.37428 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.837091 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.359337 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.110511 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.717421 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.285654 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-1.3453 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-1.01519 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.746413 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.478749 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.214489 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.159039 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.070736 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.186533 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.84816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.304514 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.399151 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.695115 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.589586 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.775973 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.348841 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-1.03742 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.786081 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.935074 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.807286 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.240892 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.121608 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.31823 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.310416 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.00895802 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.249566 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.7697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.276589 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.511125 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.172749 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.609989 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.131985 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.249325 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0447541 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.253567 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.97242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.432813 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.433947 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.734425 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.713852 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.907675 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.368505 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.07673 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.805746 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.97438 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.132594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.25008 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0384867 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.050341 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.9724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.432867 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.433944 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.734423 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.907783 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.369549 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.80679 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.717941 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.09936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.388241 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0387376 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.386121 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.878881 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.715358 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.642084 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.802537 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.18307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.54038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.253443 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0225779 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0687562 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.557699 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.288929 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0758405 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.120458 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.025894 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.05725 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.800517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.542137 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.612603 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0262911 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0568027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.526462 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.302403 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0672883 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0892214 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0344461 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.836154 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.698173 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.653262 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.12824 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.871437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.20751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.149261 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.213874 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0764597 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0817378 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.34371 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.43138 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.28964 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0935306 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.177848 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.503849 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.275354 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.161264 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.301301 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.192705 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.386408 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.540662 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0401545 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.712513 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.281463 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0364495 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.838988 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.599268 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.59868 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.915414 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.658622 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.04303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.341774 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.489371 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.195387 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.215541 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.118887 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.470491 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.501715 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.152523 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0362 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.285934 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.30098 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.17594 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0503889 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.404827 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.974958 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.505643 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.97731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.534977 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-1.0908 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.474445 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-1.09603 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.428782 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-1.57861 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.449697 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-1.3741 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.683337 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.51853 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.29621 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.237931 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.680886 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.25542 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.18124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.958644 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.51835 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.681794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.29996 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-2.00616 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.622352 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.80165 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.821562 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.580879 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.556751 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.78288 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.532416 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.38996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.551409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.120375 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.590198 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.11723 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.777191 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-1.02928 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.138144 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.832633 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.21016 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.778 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.37389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.299194 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.112174 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.591725 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.130219 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.78022 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-1.01422 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.151134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.81758 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.12917 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.316078 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0501194 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.693072 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0342879 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.401481 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.25486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.100281 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.806465 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.836749 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.711083 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-1.49777 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.731935 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-1.37314 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-1.28775 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-1.16569 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.179892 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.101045 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.210009 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.242047 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.514715 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.575104 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.51628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.898756 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.80395 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.824802 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.10549 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.24124 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.243796 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.195899 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.176231 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.776147 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.30747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.157043 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.89998 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.730321 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.751173 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-1.2569 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.178694 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.173473 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.00903727 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.750073 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.757394 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.56309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.412475 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.909428 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.927908 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.80996 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.800571 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.68533 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.987253 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.418715 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.2736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.1233 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.24019 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.06786 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.80826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.256206 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.824413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0673679 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0781819 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0850077 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.516264 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.683622 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.105859 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.565528 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.88929 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.598117 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.93431 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.32321 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-2.06353 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.40467 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.287821 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.16289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.980626 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.140918 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.096143 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.436373 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.492516 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.116995 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.360122 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.496465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.983546 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.345699 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.171796 # DEPENDENCYPART_GRANDPAR
