# _root_ Neuspěje - li ani do této doby , je to signál , že cena byla špatně stanovena a je na místě úvaha o jejím snížení .
#goldHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,17,17,17,18,13,18,19,20,19,22,25,23,0,
#predictedHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,15,18,17,18,13,18,19,20,19,22,25,23,0,
(4,1),(4,2),0.116274 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.0381532 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0257828 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0995022 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0156628 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.00383018 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.226913 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0494335 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.00383018 # DEPENDENCYPART_SIBL
(4,1),(4,18),0.056045 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.099192 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.135089 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.173768 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.151296 # DEPENDENCYPART_SIBL
(4,2),(4,8),0.00883377 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.121797 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0933589 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.00883377 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.0897624 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0300102 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0870652 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0386508 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0165115 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.000865539 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0840868 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0165115 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0205443 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.00745301 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0285396 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.100188 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.437749 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.00666292 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.100188 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.221648 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0269429 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0693936 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.353058 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0817081 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0693936 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0873733 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0336657 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.364492 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.00901799 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0336657 # DEPENDENCYPART_SIBL
(4,7),(4,18),-0.246867 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.365324 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0531207 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.365881 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.213589 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0834579 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0166673 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.539314 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0888978 # DEPENDENCYPART_SIBL
(4,10),(4,18),-0.166584 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.213589 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0487643 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.112151 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.346097 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.106537 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.992519 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.270872 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.991836 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.266552 # DEPENDENCYPART_SIBL
(5,7),(5,11),-1.40341 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.557661 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0306651 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.131576 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.181662 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.107355 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0691909 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.028081 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.128452 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00656518 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0377438 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0874972 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.053694 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.108929 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.118072 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0981398 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0963312 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0244685 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0375575 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.057054 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0320238 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.707957 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.131924 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00724798 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0384604 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0643466 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0250776 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0224737 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0351869 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0130114 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0673507 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.181707 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0115886 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.033044 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0145153 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0116837 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00555436 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0130227 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0993585 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.265002 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.125876 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0911044 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00394796 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.026692 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.02293 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.03082 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.211625 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.128403 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0392831 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0431254 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.000306661 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0225184 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.102981 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.055188 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00722359 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0218154 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0921075 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.226696 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.146724 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0941285 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00731678 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.268916 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.18774 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00325066 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00886444 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0076595 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.112773 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0742574 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00684392 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.045046 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.00770708 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0072703 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0356966 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0684736 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.131633 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0791266 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0748523 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.043649 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0142917 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0287548 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0243757 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00928712 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0217653 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0127812 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0202131 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0110656 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0229276 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0386587 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.238464 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0936804 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0626616 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0546673 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0791347 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.156387 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.265463 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.026213 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0518175 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00541756 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0194983 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.023877 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0642634 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0508092 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.00932216 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.000994429 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0921351 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0711958 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0428625 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0151955 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.027089 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0122082 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.278386 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0120228 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.026828 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.198874 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00162294 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.062016 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0650155 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0822243 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0365961 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0530946 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.00348175 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.104124 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0979969 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.110292 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0448737 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.170166 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0383023 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0360014 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0586285 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0378547 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0125338 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0444734 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0216197 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0284403 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0160658 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0566076 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.179117 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.15545 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.274187 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.207019 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0620976 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0047376 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0164251 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0666002 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0707415 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.024109 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.108334 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0403059 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0426418 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0131201 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.122356 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.252253 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00638577 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0129022 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0566752 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.115145 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00729159 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.014287 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00859808 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0255945 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0508838 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0048467 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0766202 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.150093 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0314059 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0139138 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0208674 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0261474 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0405298 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0170698 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0164129 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0397559 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.017862 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0102474 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0256704 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.100979 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0351156 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0963895 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.022447 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0323351 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00992882 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00580263 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0441254 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0041626 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.000315726 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00474577 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.164778 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.13829 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0297997 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.177631 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.11073 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0767303 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0950559 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.131654 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.188666 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0110479 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0232862 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.203477 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.131899 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0172713 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0490524 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00335325 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.293111 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0676388 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0269605 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0709867 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0935239 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0925809 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0538373 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0768089 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.134266 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.127697 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.114037 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.158485 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.129795 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.105361 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.127526 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.357451 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.180633 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.173717 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0173296 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0435404 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00340932 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.278061 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0709737 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0192776 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0253747 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.221764 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.134765 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.271001 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.143368 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0856811 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0700004 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0207907 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.112293 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.11746 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.247198 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.170566 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0546835 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0274358 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.126339 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.200385 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.116323 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00963375 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.106305 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.140721 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0120131 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.114462 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.113925 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0738215 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00832134 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0173321 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0712964 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0262305 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0678798 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0356838 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0269929 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0123896 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0546938 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0508721 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0587628 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.297032 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0193336 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0229718 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.2874 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.267421 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.254368 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.25487 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0981398 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.063602 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0156584 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0246167 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0507983 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.000412985 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.57535 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.129203 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.65832 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0566247 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.707957 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.111153 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.150849 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.03417 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0413707 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0247885 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.000295943 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00661963 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0711051 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00972284 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0673507 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0934984 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0306109 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0620179 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0938085 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0148898 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0273785 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0676312 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.021799 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.104256 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0390309 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0832067 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00540711 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.671121 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0809947 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.757103 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.058364 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.940096 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0197227 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.132886 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00496844 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0322591 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0523993 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.100652 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0414394 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.160851 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.039981 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0190085 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0151261 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0129952 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0206491 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0102415 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0706021 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0116106 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0589951 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0254208 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.031825 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.380796 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.178541 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.397747 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0478848 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.10468 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0807591 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.166902 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.379417 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0379056 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.114472 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.289906 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0924081 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.119989 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.289906 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.306424 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.2662 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.128295 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.165035 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0914242 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.194776 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.191942 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.181584 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.121578 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0196347 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.04345 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.121578 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0941823 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.212451 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0907684 # DEPENDENCYPART_SIBL
