# _root_ Tento počet zahrnuje vedle dětí osvojených i děti , pro něž měli otevřenou náruč , a hlavně srdce pěstouni .
#goldHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,16,16,12,18,16,12,0,
#predictedHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,12,16,12,18,16,18,0,
(4,6),(6,10),-0.365906 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0570434 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-1.52614 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.851144 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.88393 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.764197 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.43322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.953165 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.141276 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.400358 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.221603 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.327567 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.143924 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-1.42714 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.0245989 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.713247 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.30897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.37199 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.172752 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0986308 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0429788 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.117516 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.204866 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-1.23613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0501742 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.157592 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.228871 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.924169 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-2.23636 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.841182 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.52224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.935425 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.186033 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.238063 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.698977 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.314586 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.20098 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-1.50011 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.40256 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.157312 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.0299989 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.347202 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-1.72462 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-1.70205 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-1.11407 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.493773 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.01239 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.314018 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.213513 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.08453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.351815 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.717221 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.849252 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.759103 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.437676 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.01502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.285013 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.499734 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.03999 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.669938 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.651893 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.73602 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.38579 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.04054 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.852398 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.695947 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.34306 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.53713 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.766083 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.2545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.360485 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.522958 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.28526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.74837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.54198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-2.09774 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.38888 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.02491 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.917332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0656148 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.341238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.187515 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.102095 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0419597 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.62941 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-2.23977 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.56575 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.13806 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.12108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.378735 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.042224 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.22037 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0319058 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.169242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-1.11359 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.379272 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.58773 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.02959 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.612825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.662896 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.220789 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.108739 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0197832 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0165248 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-1.24495 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.261863 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.228703 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.345541 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.61756 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-2.39048 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.49366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.14936 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.897834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.65619 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.155984 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0450836 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0418551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.193741 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-1.179 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.379874 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.319242 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.237753 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.289106 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.34394 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.53122 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.157633 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0217205 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.207825 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-1.14651 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0131835 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.262405 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.243755 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.0600013 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.50651 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-2.07444 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.41751 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.08772 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.949338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.293787 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.124564 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0150445 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.514584 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0416164 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-1.20249 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0241972 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.126611 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.258736 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.253443 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0227912 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.175543 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.562146 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.139597 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0419784 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.00125283 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),0.666102 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.224754 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.320428 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-1.20086 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.282286 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.227495 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.344806 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.539642 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.730211 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.67623 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-2.32128 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-1.67628 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-1.19841 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.11593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.466727 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.13844 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.167886 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.27009 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0134249 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.140993 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-1.39631 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.502341 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.100512 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.257562 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.162317 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.356434 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.712709 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.272609 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.369408 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.563557 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.559083 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.0157364 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.228993 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.0610178 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.532832 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-1.18008 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0860808 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0945087 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.201494 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0257441 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.00583334 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.19871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,12),-0.879993 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.188098 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-1.10714 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0984517 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.262043 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.96392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.00703717 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.434227 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.586603 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.378104 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.746712 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.85539 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.725041 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.463751 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.677921 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.05608 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.26382 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.00476 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0814951 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.09864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0794284 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.700983 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.717363 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0996663 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.12673 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0054882 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.223196 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.18974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.00708021 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.67241 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.785312 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.486834 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.879924 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.25781 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.08775 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.664181 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.67861 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.49618 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.59572 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.91772 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.631811 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.720596 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.07689 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.65548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.23893 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.220628 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0113352 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.372824 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.551527 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.209674 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.623597 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.689241 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.07207 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.35154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.629421 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.211335 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0609159 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.306425 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.529835 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.349772 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.174351 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.354762 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.371588 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.12912 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.386997 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.52014 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.175741 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.357664 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.1658 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.375869 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.343142 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.684 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.437971 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.557273 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.84329 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.57487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.496947 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.111935 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.220071 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0758252 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.622175 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.247789 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.205515 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.239074 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.348829 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.444036 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.65622 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.453701 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.34917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.632849 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.262383 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.421166 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.366286 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.169255 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.350122 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.500163 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.706657 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.450927 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.521158 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.505153 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.474448 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.264967 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0217163 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.228652 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.798814 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.742502 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.647734 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.494869 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.377754 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0772653 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.80941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.0159286 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.395285 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.887151 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.725869 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.849599 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.422792 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.579552 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.7842 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-1.07881 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.906271 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.495947 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.111044 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.00640265 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.88511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.248937 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.55859 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.494531 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.511631 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.725161 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.405512 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.22182 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.81734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.258611 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.639837 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.950733 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.798125 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.45275 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.11234 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.824841 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.721781 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.16901 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.584249 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.523657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.590294 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.443285 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.316795 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.79562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.117257 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.89073 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.735703 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.970971 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.16536 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.01683 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.02663 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.743844 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.09634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.166414 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.397161 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.310469 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.591845 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.193921 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.283312 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.386512 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.15629 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.35089 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.24761 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.08436 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.16788 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.653544 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.48259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.169374 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.485196 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.347699 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.853683 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.588725 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.38883 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.406055 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.511826 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.825392 # DEPENDENCYPART_GRANDPAR
