# _root_ Přesto se zdá , že největší nadějí na zmírnění vlny je bouřlivé počasí , které meteorologové čekají ode dneška .
#goldHeads=3,3,0,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
#predictedHeads=0,3,1,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
(7,1),(1,7),-2.49675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.322013 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.143716 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.125002 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0900045 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.815304 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.52433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.236997 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.33524 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.784585 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.07023 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.63789 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.649759 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.872453 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.416432 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0332759 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.956659 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.193528 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),1.16714 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.85235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,11),-1.1706 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.33381 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.553685 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.214725 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.717338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.67789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.292584 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.943984 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.26054 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.764614 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.5274 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.339009 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.6576 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.450058 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.143387 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.53153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.118887 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.34292 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.45142 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.21341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0854777 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.642971 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.23577 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.620274 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.658934 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.166281 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.725726 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0186408 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.364465 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-1.23793 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.851015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.105893 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.691463 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.616018 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.311082 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.620017 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.660413 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.165788 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.10716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.735784 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0815632 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.373204 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-1.24677 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.844005 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.684453 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.624756 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.859409 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.677944 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.51148 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.38061 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.707206 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.267446 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.47487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.313297 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.296207 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.242963 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-1.03616 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.290435 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.497362 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.141501 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.598932 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.130556 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.222368 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.729701 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.562881 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.29001 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.313706 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.156885 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.508626 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0582036 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.46651 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.166253 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.722551 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0660169 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.600551 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.016561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-1.16353 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.104495 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.296913 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.691501 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.6184 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.306513 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.765938 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0692064 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-1.16508 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.233285 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.461573 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.127241 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.616018 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.309821 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.765899 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.85203 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.648317 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-1.48562 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.3424 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.229204 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.45636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.384943 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.272662 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.266512 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.20305 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-1.54988 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.580049 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.535591 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.346992 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.426418 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.142006 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.206508 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.695116 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.0964819 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.275343 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.808957 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.82735 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.57714 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.549087 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.567997 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.997621 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-1.03198 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.860163 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.688043 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.530755 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0744372 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.749898 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.572353 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.376102 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.40961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.468876 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.536677 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.60211 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-2.02142 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.51729 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.87033 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.535585 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.46516 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.757736 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.863912 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.22624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.13407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.310542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0050914 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.1845 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.702352 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.316357 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-1.05239 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0944015 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0953749 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.755978 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.865623 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.22598 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.86015 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.13309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.74196 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0176671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-1.19037 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.696186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-1.04623 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0818258 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.729831 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.22671 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.13292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),1.73981 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.729068 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0311102 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-1.46476 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.317048 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.0227646 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-1.0508 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0936857 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0866563 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-1.55157 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-1.16017 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.85594 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0534128 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.798379 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.44845 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-1.10604 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.581798 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-1.54011 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-1.03546 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.539401 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.379241 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-1.21276 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.1556 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.55988 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.454454 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.21076 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.817936 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.119171 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.630901 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.341311 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.67677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,4),-1.02796 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.303701 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.9594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.51525 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-2.0577 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.736335 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.636451 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-2.0928 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.78446 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.08983 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.25466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.323705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.991254 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.975592 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.8853 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.655518 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.975727 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.23333 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-2.0651 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.74939 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.683244 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.99115 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.76682 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.16284 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.62828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.809488 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.777828 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.419166 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.112695 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.339491 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.625968 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.368981 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.387579 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-1.04803 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.07066 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.855477 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.446553 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.358991 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.540647 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.300703 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-2.02013 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-2.09234 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.08936 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.27021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.16293 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0612566 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.912358 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.284325 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.11425 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.892347 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.649162 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.546493 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.934005 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-2.11302 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.81881 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.712134 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-2.03949 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.58963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.848215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0327242 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.933139 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.69008 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.694536 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.831476 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.505049 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.7427 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-1.17811 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.26702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,12),-0.913913 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.365644 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0678229 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.299553 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.646779 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.549801 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.933967 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.968348 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.2037 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-2.03924 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.71118 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-2.02939 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.71742 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.14245 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.60523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.832544 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.154735 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-1.29509 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.708756 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.14546 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.526022 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.624384 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.382452 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.373758 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-1.0159 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.294149 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.452081 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-1.13595 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.879493 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.685947 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.167617 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.340949 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.447423 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.82969 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.402824 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.469572 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.585436 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.410329 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.3001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.965669 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-1.22367 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-1.47324 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.458799 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.935819 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.640936 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.236741 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.17292 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.207038 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.338564 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.571688 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.346998 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-1.01226 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.764139 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.319077 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0280692 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0367357 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0158286 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.21894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.793367 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.74427 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.53448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.55557 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.2808 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.0936 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.848107 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.142074 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.107913 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.43615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-1.75168 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.571688 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.317989 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.028274 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.517964 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.21894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.793355 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.74427 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.53448 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.14676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.55557 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.28079 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.0936 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.968528 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.868721 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.78022 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.56901 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.797421 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.918765 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.3059 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.02211 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.47107 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.13024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.584311 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.133972 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.042954 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.154529 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.550338 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.412496 # DEPENDENCYPART_GRANDPAR
