# _root_ Mají - li totiž mít nějaký smysl , je ho do nich třeba vnést z vnějšku , to jest z historikovy současnosti .
#goldHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,19,15,19,19,14,19,22,20,0,
#predictedHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,14,15,19,19,16,19,22,20,0,
(2,5),(5,3),-0.220177 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.17354 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.392165 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.266062 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.418576 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.139143 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.443683 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.104203 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.541463 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.668051 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.691978 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.166678 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.58502 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.758735 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.529063 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.131546 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.565782 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.44146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.301098 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.401608 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.38235 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.203784 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.472827 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.160409 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.24098 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.673696 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.39814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.249902 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.349204 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.0794804 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.380314 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.383146 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0686299 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.450665 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0225567 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.0961651 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.699607 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-1.55638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),-0.206093 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.174153 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.0619452 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.287335 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.283156 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.25712 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.0323266 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.416206 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.445041 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.658272 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.0452828 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.550815 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.671778 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.530522 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.70835 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.532433 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.803599 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.893474 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.26932 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.572121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),1.2665 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.76936 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),1.07354 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),1.06039 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),0.252927 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),0.597232 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),0.604757 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),0.531649 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),0.268817 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),0.0313196 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.120127 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.37331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.38316 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.203445 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.0325784 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.169826 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.655283 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.415031 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.148654 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.592516 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.783016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.214437 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.262218 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.965881 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.127281 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.938862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.763099 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.188408 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.335342 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0333188 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.210407 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.139179 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.162008 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.456 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.274032 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.254926 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.128232 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.608389 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.427533 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.0431401 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.709866 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.15143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.412272 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.165634 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.146312 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0387739 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.44134 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.222555 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.38677 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.361838 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),0.983124 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.145378 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.927301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.696329 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0549088 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0786446 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.202223 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0417778 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.144609 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.178138 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.00590392 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.154079 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.452674 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.347054 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.244646 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.330218 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.120296 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.605062 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.500558 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.0431401 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.709866 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.165634 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.146312 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.146746 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.430277 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.310625 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.357272 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.40071 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.644012 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.63909 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.521761 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.361838 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.683061 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.259802 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.69566 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.751314 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.741587 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.308306 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.77563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.380665 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.482454 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.682716 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.626711 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.74111 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.921161 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.717723 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.04852 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.842873 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.832346 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.466478 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.84391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.483815 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.692843 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.97134 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.830173 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.862911 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.461571 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.604855 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.8334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.413506 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.718478 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.819894 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.93464 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.833468 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.01614 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.0901 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.740395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.23653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.254002 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.178757 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.254825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.458427 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.53716 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.374219 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.711105 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.562835 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.470986 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.40861 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.736119 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.60742 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.18103 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.749369 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.50993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.301137 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.322496 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.439001 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.246048 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.298537 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.718542 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.129797 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.152813 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.85012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.856125 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),0.36335 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.565689 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.573827 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.450796 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.855201 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.557666 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.805047 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0425832 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.127106 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.168936 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.90868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.661117 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.233682 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.70848 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.982585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.662224 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.613564 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.257453 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.84742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,8),-0.659421 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.651115 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.898779 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.598033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.317324 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.225807 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.125798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.74583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),0.543795 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.771777 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0516312 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0814467 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.106209 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.155042 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0003622 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.870039 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.189918 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.11126 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.00807101 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.0782406 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.575893 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.392116 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.457436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.315336 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.28778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.66137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.848867 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.625338 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0745928 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.757322 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.823847 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.485119 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.360954 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.427493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.303841 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.15542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.796042 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.728468 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.472502 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.297978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.24098 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.275631 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.419627 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.300728 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.914748 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.233281 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.0458366 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.481007 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.5575 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.921106 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.359313 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.397558 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.317592 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.294831 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.160068 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.19594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.705582 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.723842 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.289365 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0675476 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.110698 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.158408 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.587859 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.277186 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.891396 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.258106 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.122982 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.485526 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.533958 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.897751 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.126759 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.567712 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.298296 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.153655 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.181145 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.0177983 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.222947 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.0446495 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0771869 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.34116 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-1.32228 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.61668 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.575893 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.392116 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-1.28778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.66137 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.195399 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.141458 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0738134 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.458473 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.304475 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.278477 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.723369 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.171053 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.823847 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.497959 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-1.56956 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.718228 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.139603 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.317593 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.200165 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.294831 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.160069 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.18148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.720395 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.753113 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.332185 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.0530859 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.0958853 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.138697 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.571611 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.196536 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.24401 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.820298 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),0.0928279 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.0500243 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.539003 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.913181 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.114443 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),0.13846 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-1.30819 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.555386 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.0678158 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),0.0150378 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.110265 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.241734 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-1.17512 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.0655705 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.861394 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.474489 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.491148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.57697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.312544 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0637249 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0163813 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.527141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.48983 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.90415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.53892 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.605976 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.638342 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.49007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0863279 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.431673 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.812568 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.392307 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0294811 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.111443 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.624845 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.538835 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.303355 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-1.06698 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.604099 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.738551 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.785812 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.370087 # DEPENDENCYPART_GRANDPAR
