# _root_ Strana demokratické levice po přehodnocení faktu , že vedoucí silou SNP byla komunistická strana , se jednoznačně staví za antifašistický a demokratický odkaz povstání .
#goldHeads=18,3,1,18,4,5,8,6,10,12,10,8,14,12,8,18,18,0,18,21,23,21,19,23,0,
#predictedHeads=0,3,1,3,4,5,8,6,10,12,10,8,14,12,18,18,18,14,18,21,23,21,19,23,0,
(0,18),(18,21),-0.225751 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.570476 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.421924 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.526607 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.241186 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.775798 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.482006 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.195184 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.635554 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.478724 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.582914 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.520921 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.339815 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.211426 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.264535 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.387832 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.0146706 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.0579341 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.452724 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.470984 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.0887964 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.417126 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.382926 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.30216 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.486754 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.270273 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.657124 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.241403 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.647147 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.71837 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.770002 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.874874 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.351433 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-1.16644 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.17282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.976865 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.126532 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.853216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.892975 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.134377 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.51639 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.398766 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.146764 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.447055 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.858554 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0470983 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.0667327 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.00455404 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.235605 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.874575 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.194302 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.394027 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0824323 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.14843 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.444728 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.492782 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.748555 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.706523 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.72069 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.852667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.874574 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),1.07969 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.194104 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.119785 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0905514 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.111908 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.438506 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.491835 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.747608 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.700239 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.19551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.809989 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.713612 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.136779 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.106377 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.349092 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.895615 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.171479 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.342073 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.608201 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.493383 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.645809 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.242545 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.333798 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.529833 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),0.589646 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.510512 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.218834 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.000535142 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.253658 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.400895 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.398801 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.410255 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.292603 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.750539 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.703983 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.916921 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.899952 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.214321 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.389325 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.71815 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-1.37777 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.311082 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.852528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,5),0.119924 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.238011 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.29318 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.140547 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.703482 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.913266 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.899774 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-1.13324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,3),0.754638 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.00393762 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.192931 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.583029 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.689489 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.173061 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.427651 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.31368 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-1.18809 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.534027 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),0.710459 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.413559 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.198303 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.468787 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-1.29748 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.316641 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-1.47167 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.633375 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.629306 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.678034 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.35921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.892907 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.580639 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.996015 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.40499 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.963566 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.736409 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.04358 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.01101 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.41351 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.49633 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.78615 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.49359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.125832 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.207016 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.614848 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.309771 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.329632 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.16138 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0379121 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.445801 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.402701 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.332614 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.432344 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.04501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.209901 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.41349 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.13746 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.85252 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.580118 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.56345 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.71064 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.60303 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.32658 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.69687 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.00653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.225462 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.775332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0651356 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.205294 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.132686 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.246537 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.582495 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.550807 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.268156 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0640662 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.166576 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.6232 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.841304 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.733604 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.829205 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.611509 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-2.09258 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.582495 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.565214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.550609 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.063059 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0559472 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.130055 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.616978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.840357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.732657 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.822921 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.30392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.666013 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.394596 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.477953 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.425157 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.697164 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.653443 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.306369 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.40226 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.13292 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.352324 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.243043 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.403975 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.352471 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-1.2787 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-1.17914 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.09734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.579683 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.919992 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.23352 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.90849 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.99635 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.926439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.118837 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0578811 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.189007 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-1.07655 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.596335 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.508343 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.249495 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.163989 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-2.0599 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.9976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.95381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.926615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.79822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0476613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.238838 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-1.06823 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.59364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.505647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.241109 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-2.53312 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-2.21622 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-2.42652 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.11112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.207221 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-1.36665 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.733577 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.547232 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-2.03891 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),1.09558 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.406396 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0440515 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-1.31859 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.460011 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.487321 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.502268 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.377988 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.414616 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.10346 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.914401 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.423063 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.725678 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.64637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.140565 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.978367 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.694131 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-2.49742 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-2.13111 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-2.06544 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.15741 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.989422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.135808 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.166115 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.316901 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.467942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0887597 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.500995 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-2.75346 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-2.15936 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-2.32097 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.2987 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),1.18103 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.228706 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.700953 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.190214 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-2.14651 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.72275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.778436 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.406578 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.129195 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.331369 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.335177 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.228258 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.286587 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.177684 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0128264 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.393589 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.435245 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.162432 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.326472 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.198872 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.09169 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.504739 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-1.15423 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.9227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.140464 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.166168 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.489637 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-1.23982 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.260017 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-2.49742 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.989283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),1.51517 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.199449 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.139883 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.504238 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-1.15057 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.922522 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-2.45254 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-2.01933 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.28874 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.36465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),1.14061 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.258492 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0819152 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.236237 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.144128 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-1.08392 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.421956 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.193545 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0929595 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.633981 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.364 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-1.16877 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.287704 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.868221 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.396424 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-2.43164 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-1.99842 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-1.27724 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.31203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),0.331137 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.595269 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.183616 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.196749 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.148559 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-1.45278 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.591679 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.330142 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.643743 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.000203402 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.248829 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-1.18053 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.287207 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-1.47453 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.807141 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.335344 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.912124 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.802562 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.203658 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.16698 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.205232 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.0271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.395118 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.353186 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.29503 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-1.26994 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.08557 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.605004 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.680535 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.106684 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.175307 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.21959 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.881385 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.156005 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.191415 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.02517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.3532 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.29419 # DEPENDENCYPART_GRANDPAR
