# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,3,1,5,3,8,8,3,18,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(2,18),(2,21),-0.0411482 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.278001 # DEPENDENCYPART_SIBL
(2,18),(2,29),0.00827746 # DEPENDENCYPART_SIBL
(2,20),(2,21),-0.00560274 # DEPENDENCYPART_SIBL
(2,20),(2,22),-0.825245 # DEPENDENCYPART_SIBL
(2,20),(2,29),-0.00442561 # DEPENDENCYPART_SIBL
(2,21),(2,22),-0.278908 # DEPENDENCYPART_SIBL
(2,21),(2,29),-0.0398858 # DEPENDENCYPART_SIBL
(2,22),(2,29),-0.000719863 # DEPENDENCYPART_SIBL
(3,1),(3,2),-0.00398545 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0113567 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.149139 # DEPENDENCYPART_SIBL
(3,1),(3,6),-0.0280377 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0219411 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.10781 # DEPENDENCYPART_SIBL
(3,1),(3,9),0.0497647 # DEPENDENCYPART_SIBL
(3,1),(3,11),0.14146 # DEPENDENCYPART_SIBL
(3,1),(3,12),0.113227 # DEPENDENCYPART_SIBL
(3,1),(3,13),0.0959982 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.121443 # DEPENDENCYPART_SIBL
(3,1),(3,15),0.125094 # DEPENDENCYPART_SIBL
(3,1),(3,18),0.0541633 # DEPENDENCYPART_SIBL
(3,1),(3,19),0.0551414 # DEPENDENCYPART_SIBL
(3,1),(3,21),0.0497647 # DEPENDENCYPART_SIBL
(3,1),(3,24),0.0355643 # DEPENDENCYPART_SIBL
(3,2),(3,4),-0.00249913 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.122546 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0341713 # DEPENDENCYPART_SIBL
(3,2),(3,7),-0.048868 # DEPENDENCYPART_SIBL
(3,2),(3,8),0.111397 # DEPENDENCYPART_SIBL
(3,2),(3,9),0.0540145 # DEPENDENCYPART_SIBL
(3,2),(3,11),0.114867 # DEPENDENCYPART_SIBL
(3,2),(3,12),0.116821 # DEPENDENCYPART_SIBL
(3,2),(3,13),0.0333924 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.125042 # DEPENDENCYPART_SIBL
(3,2),(3,15),0.10204 # DEPENDENCYPART_SIBL
(3,2),(3,18),-0.0128927 # DEPENDENCYPART_SIBL
(3,2),(3,19),0.0451033 # DEPENDENCYPART_SIBL
(3,2),(3,21),0.0540145 # DEPENDENCYPART_SIBL
(3,2),(3,24),0.0233234 # DEPENDENCYPART_SIBL
(3,4),(3,5),0.00421821 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.00216844 # DEPENDENCYPART_SIBL
(3,4),(3,7),-0.0133476 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.148417 # DEPENDENCYPART_SIBL
(3,4),(3,9),-0.0049754 # DEPENDENCYPART_SIBL
(3,4),(3,11),0.00773158 # DEPENDENCYPART_SIBL
(3,4),(3,12),0.173415 # DEPENDENCYPART_SIBL
(3,4),(3,13),0.0523227 # DEPENDENCYPART_SIBL
(3,4),(3,14),0.169645 # DEPENDENCYPART_SIBL
(3,4),(3,15),0.055367 # DEPENDENCYPART_SIBL
(3,4),(3,18),0.0395028 # DEPENDENCYPART_SIBL
(3,4),(3,19),0.0276334 # DEPENDENCYPART_SIBL
(3,4),(3,21),-0.0049754 # DEPENDENCYPART_SIBL
(3,4),(3,24),0.0865944 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.105167 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.136565 # DEPENDENCYPART_SIBL
(3,5),(3,8),-0.0922112 # DEPENDENCYPART_SIBL
(3,5),(3,9),-0.0277326 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.31646 # DEPENDENCYPART_SIBL
(3,5),(3,12),-0.0770144 # DEPENDENCYPART_SIBL
(3,5),(3,13),-0.118802 # DEPENDENCYPART_SIBL
(3,5),(3,14),-0.0806533 # DEPENDENCYPART_SIBL
(3,5),(3,15),-0.0522062 # DEPENDENCYPART_SIBL
(3,5),(3,18),-0.0672848 # DEPENDENCYPART_SIBL
(3,5),(3,19),-0.0864876 # DEPENDENCYPART_SIBL
(3,5),(3,21),-0.0277326 # DEPENDENCYPART_SIBL
(3,5),(3,24),-0.0346339 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.135973 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0220103 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0514383 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.0531431 # DEPENDENCYPART_SIBL
(3,6),(3,12),0.0470081 # DEPENDENCYPART_SIBL
(3,6),(3,13),-0.0296273 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0432382 # DEPENDENCYPART_SIBL
(3,6),(3,15),-0.029687 # DEPENDENCYPART_SIBL
(3,6),(3,18),-0.0893619 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.0105372 # DEPENDENCYPART_SIBL
(3,6),(3,21),-0.0514383 # DEPENDENCYPART_SIBL
(3,6),(3,24),0.0745558 # DEPENDENCYPART_SIBL
(3,7),(3,8),0.0209682 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.0102551 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.00959475 # DEPENDENCYPART_SIBL
(3,7),(3,12),0.0371153 # DEPENDENCYPART_SIBL
(3,7),(3,13),-0.0675637 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0334602 # DEPENDENCYPART_SIBL
(3,7),(3,15),-0.0319311 # DEPENDENCYPART_SIBL
(3,7),(3,18),-0.19377 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0335236 # DEPENDENCYPART_SIBL
(3,7),(3,21),-0.0102551 # DEPENDENCYPART_SIBL
(3,7),(3,24),0.0158402 # DEPENDENCYPART_SIBL
(3,8),(3,9),0.0318115 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0738455 # DEPENDENCYPART_SIBL
(3,8),(3,12),-0.032906 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.00697593 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.0359755 # DEPENDENCYPART_SIBL
(3,8),(3,15),0.00391701 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.180082 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0258903 # DEPENDENCYPART_SIBL
(3,8),(3,21),0.0318115 # DEPENDENCYPART_SIBL
(3,8),(3,24),0.11203 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.0256829 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0600461 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.13143 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0631254 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.135467 # DEPENDENCYPART_SIBL
(3,9),(3,18),-0.122444 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0391141 # DEPENDENCYPART_SIBL
(3,9),(3,21),-0.0757673 # DEPENDENCYPART_SIBL
(3,9),(3,24),0.0223161 # DEPENDENCYPART_SIBL
(3,11),(3,12),-0.0781161 # DEPENDENCYPART_SIBL
(3,11),(3,13),-0.119624 # DEPENDENCYPART_SIBL
(3,11),(3,14),-0.081755 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0530283 # DEPENDENCYPART_SIBL
(3,11),(3,18),-0.067711 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.0868355 # DEPENDENCYPART_SIBL
(3,11),(3,21),-0.0328104 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.0349817 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0037286 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.03765 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.00734125 # DEPENDENCYPART_SIBL
(3,12),(3,18),-0.183257 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0246542 # DEPENDENCYPART_SIBL
(3,12),(3,21),0.0550665 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.110794 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.018684 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0788049 # DEPENDENCYPART_SIBL
(3,13),(3,18),-0.0873407 # DEPENDENCYPART_SIBL
(3,13),(3,19),0.0313689 # DEPENDENCYPART_SIBL
(3,13),(3,21),0.0482231 # DEPENDENCYPART_SIBL
(3,13),(3,24),0.0583824 # DEPENDENCYPART_SIBL
(3,14),(3,15),0.0061908 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.184318 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0237645 # DEPENDENCYPART_SIBL
(3,14),(3,21),0.0476899 # DEPENDENCYPART_SIBL
(3,14),(3,24),0.109904 # DEPENDENCYPART_SIBL
(3,15),(3,18),-0.114761 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.000646316 # DEPENDENCYPART_SIBL
(3,15),(3,21),0.0669544 # DEPENDENCYPART_SIBL
(3,15),(3,24),0.0263672 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.0344992 # DEPENDENCYPART_SIBL
(3,18),(3,21),0.0388099 # DEPENDENCYPART_SIBL
(3,18),(3,24),0.0163621 # DEPENDENCYPART_SIBL
(3,19),(3,21),0.0284857 # DEPENDENCYPART_SIBL
(3,19),(3,24),0.0948519 # DEPENDENCYPART_SIBL
(3,21),(3,24),0.0223161 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0252254 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.156879 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.0922906 # DEPENDENCYPART_SIBL
(4,1),(4,6),-0.0696023 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.162698 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.085777 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0642905 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0316632 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0181159 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0290451 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.063493 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0275752 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0597591 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.000281384 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0249273 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0038802 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.0249273 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0349994 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0569745 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.028276 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0569372 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0325569 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0569372 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.000497385 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.055607 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0478857 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0615667 # DEPENDENCYPART_SIBL
(5,6),(5,21),0.0478857 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.042217 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0678871 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0589944 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0678871 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0853981 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0109853 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0853981 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0200479 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0634619 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0783711 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.00713285 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0379603 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0169486 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0357465 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00364159 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0251326 # DEPENDENCYPART_SIBL
(7,1),(7,2),-2.35587e-05 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.027752 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0380011 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0315718 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.174591 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0658526 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0324727 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.1327 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.153699 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0398096 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0560149 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0860357 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.153964 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0520752 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0157932 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.10711 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.133084 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0170895 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0390919 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0348108 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0375246 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0357097 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0372236 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0327275 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0487771 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.124317 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0347588 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0421141 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.820139 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.120527 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0956753 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0143944 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00768705 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0516264 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0977586 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0192463 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00187653 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0156613 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00993409 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0136526 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0699747 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0723572 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0262327 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0221512 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.113117 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00116426 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.189578 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0546657 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.116345 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0278245 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0359782 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.00216808 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0501676 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0182152 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0343579 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00842635 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0154744 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.00836103 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.121783 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0527544 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0692023 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.085136 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.135779 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0773115 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.124915 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.089629 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0521295 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0858482 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.051305 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0857829 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0081738 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0150982 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.011057 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0817478 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0951961 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0279853 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0269907 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0801863 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0010367 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00439237 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.000966915 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.24095 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0142541 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0618586 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0389248 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0696258 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0471211 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0034163 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00461509 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0229096 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.00468036 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.108676 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0136817 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0643416 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0568893 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0436598 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.030872 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0551768 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0738302 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0552421 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0664756 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0183441 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0125384 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0107123 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0108488 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0220636 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.075671 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0220555 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0410724 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0169289 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.112907 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.137035 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0185619 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0615152 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0185539 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.035263 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0596746 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00535726 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00164124 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.115568 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00163318 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0215464 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0338415 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.000475382 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.305447 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.00106612 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0794441 # DEPENDENCYPART_SIBL
(8,13),(8,17),4.13347e-05 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.167781 # DEPENDENCYPART_SIBL
(8,13),(8,20),5.34873e-05 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00159654 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.177967 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.00158439 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.246236 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.263914 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0062785 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0348249 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0131955 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0555733 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.763074 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.759109 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.023574 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.209434 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.106558 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.105271 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0389854 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0435626 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0429597 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.021643 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0198869 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.362668 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0229947 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0235711 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.124532 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.000421341 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.00659407 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.182889 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00297588 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00567074 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0129893 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00251041 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0661852 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.247474 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.252878 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.201871 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.160336 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.035113 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0597428 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0085917 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.332476 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.142783 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0171049 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0285908 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0370305 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0158028 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0594716 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0127517 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0935771 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0150289 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.104989 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0800215 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0407462 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.072786 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0499144 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0388061 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0147366 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.092002 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0105797 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.073097 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0384516 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00917234 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0053593 # DEPENDENCYPART_SIBL
(13,14),(13,16),-1.36164 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0784105 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0126036 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0651514 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0792138 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0410594 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0369949 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0403841 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0412491 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0504945 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.134529 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0304309 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00302969 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0100068 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00180942 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.00295991 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.112706 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.102303 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0993642 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0290944 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.079449 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0992989 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00986563 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00435274 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.193461 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0257784 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00434059 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0097948 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.307159 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0138817 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0103855 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.250424 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0159471 # DEPENDENCYPART_SIBL
