# _root_ " Podnikám a nezakrývám , že závodění a firma někdy nejdou dohromady , jedno druhému zabírá čas .
#goldHeads=3,3,0,3,6,4,8,11,8,11,13,11,6,16,16,13,16,0,
#predictedHeads=3,3,0,3,6,4,8,11,8,11,6,11,11,16,16,13,16,0,
(5,2),(2,5),-2.27171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.95685 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.09681 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.00555 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.271341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.00904533 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0536937 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.2613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.679358 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.22846 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.855086 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.911331 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.17386 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.995139 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.29658 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.07835 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.322506 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0637023 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0556479 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.27171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.95685 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.32038 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.09681 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.40427 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.08396 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.2053 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.29249 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.35241 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.524982 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.367269 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.614451 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.55073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.786228 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.190056 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.478468 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.482056 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.3557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),0.0710238 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.207152 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.866337 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.134768 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.459409 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.312153 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.42466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.309705 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.0504684 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.234184 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.182536 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.437687 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.871437 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.477856 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.786228 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.380837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.476795 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.482056 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.3557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.130365 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),0.0710238 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.323061 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.27173 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.0675536 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.399281 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.705043 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.978102 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.51534 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.569486 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.60481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.01282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.28011 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.248578 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.22426 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.09223 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.85032 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.1817 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.740837 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.06746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0491295 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0738894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.11749 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.774922 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.00998498 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.17982 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.180168 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.479602 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.141414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.389643 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.397493 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.183881 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.120886 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.27506 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.253875 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.427635 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.174434 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.454515 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.127149 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.513014 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0183739 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.225802 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.185946 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.075532 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.432869 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.14051 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.977244 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.728828 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.06671 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.510302 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.865029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.376285 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.609796 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.277731 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0980736 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0571812 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.142917 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.116825 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.14338 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.233533 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.0879372 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.3203 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.39204 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.17964 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.04352 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.26911 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.898517 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.15052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.13799 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.396692 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.293116 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.238792 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.324127 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.396515 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.155078 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.376563 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0990293 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.372069 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.499412 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.14051 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.977244 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.728828 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.06671 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.510302 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.861902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.386376 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.612923 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.287822 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0998007 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.523818 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0606662 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.175779 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0642687 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.319028 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.0879333 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.318901 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.815587 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.53988 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.580567 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.579187 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.642513 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.87989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.391094 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.62358 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.703809 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.58651 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.48983 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.53851 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.32882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.331547 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.678806 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.460987 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.28149 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.304371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.630811 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-1.28168 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.430816 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.444008 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.660262 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-1.27548 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.994909 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0342459 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.133355 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.251769 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.365384 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.480654 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0148278 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0636762 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.210978 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.129947 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.55282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,13),-0.51186 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.496024 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0959319 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.11609 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.114159 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.312945 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0463558 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.31575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.263726 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.494703 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.341306 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.946362 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.716678 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.480654 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0840156 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0108665 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.210978 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.129947 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.191525 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.55282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.326567 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.722145 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.738886 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.801022 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.13872 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.579157 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0433452 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.214036 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.260868 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.633827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.226022 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.123955 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.00849889 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.377328 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.192028 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.38825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0640661 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.362101 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.560785 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.354317 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.78276 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.322219 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.243936 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.707696 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.879471 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.0170809 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0181177 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0535968 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0939581 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.270207 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.240093 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0242462 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.672941 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.891638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.594371 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0646081 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.119507 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.093738 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.198143 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.09469 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.894838 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.784693 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.11236 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.646467 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.977258 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.939435 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.753301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.905156 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.233001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.158886 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.142782 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0467376 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.271483 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0179927 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.00561425 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.220814 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.520829 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.672891 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.599821 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0160417 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.206579 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.178999 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.113041 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.470658 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.085408 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.187231 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.998601 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.716088 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.736627 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.933611 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.66809 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.874958 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.00674 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.923151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.510687 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.122622 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0932505 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.225631 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.186171 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.488006 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.109368 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.133871 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.327564 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.622568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.751857 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.294325 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.347304 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.204796 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.169147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0284483 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.00471203 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0355496 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.176278 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.09469 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.894838 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.784693 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.11236 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.646467 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.977258 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.939435 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.747048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.921855 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.237854 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.316051 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.122442 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0701193 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.110994 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.183689 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.00700914 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.218016 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0487765 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0126998 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.112885 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.203447 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.946074 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.71649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,14),-1.02017 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-2.09429 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.1555 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.70114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.563473 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.443596 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.721908 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-1.10669 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-2.10923 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.74777 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.5071 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.77794 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-2.07157 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.39501 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-2.12823 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.23565 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.50029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0220799 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.365796 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.311466 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.27647 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.452911 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.665115 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.711687 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.864792 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-2.03076 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-2.09424 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.70042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.180829 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.564162 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.657926 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.439839 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.697164 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.716277 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-1.09783 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.452773 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.510633 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.893912 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-1.24947 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-1.0269 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.17698 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.52597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.0359156 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.444812 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.282589 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.300412 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.423028 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.551491 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.761528 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.949231 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-2.10923 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.74777 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.5071 # DEPENDENCYPART_GRANDPAR
