# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=8,1,8,3,4,5,6,0,11,11,8,11,12,22,22,22,22,22,22,21,19,13,22,0,28,25,28,24,28,31,29,0,
(3,5),(3,29),0.00204913 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.104787 # DEPENDENCYPART_SIBL
(3,6),(3,8),-0.00403256 # DEPENDENCYPART_SIBL
(3,6),(3,9),-0.0788595 # DEPENDENCYPART_SIBL
(3,6),(3,10),0.0861423 # DEPENDENCYPART_SIBL
(3,6),(3,11),0.11254 # DEPENDENCYPART_SIBL
(3,6),(3,12),-0.0447443 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.0278138 # DEPENDENCYPART_SIBL
(3,6),(3,17),0.0928661 # DEPENDENCYPART_SIBL
(3,6),(3,19),0.122994 # DEPENDENCYPART_SIBL
(3,6),(3,22),-0.00412535 # DEPENDENCYPART_SIBL
(3,6),(3,23),0.021031 # DEPENDENCYPART_SIBL
(3,6),(3,27),0.0278138 # DEPENDENCYPART_SIBL
(3,6),(3,28),0.0128366 # DEPENDENCYPART_SIBL
(3,6),(3,29),-0.00874946 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0246238 # DEPENDENCYPART_SIBL
(3,7),(3,9),-0.215066 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.0245839 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0910517 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.00708788 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.00687614 # DEPENDENCYPART_SIBL
(3,7),(3,17),-0.0171417 # DEPENDENCYPART_SIBL
(3,7),(3,19),-0.0230816 # DEPENDENCYPART_SIBL
(3,7),(3,22),-0.033226 # DEPENDENCYPART_SIBL
(3,7),(3,23),-0.0306255 # DEPENDENCYPART_SIBL
(3,7),(3,27),0.00687614 # DEPENDENCYPART_SIBL
(3,7),(3,28),-0.126082 # DEPENDENCYPART_SIBL
(3,7),(3,29),-0.00756378 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0544583 # DEPENDENCYPART_SIBL
(3,8),(3,10),0.0762852 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0996421 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0484438 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0450629 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.0711071 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0891826 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.211603 # DEPENDENCYPART_SIBL
(3,8),(3,23),0.0291256 # DEPENDENCYPART_SIBL
(3,8),(3,27),0.0450629 # DEPENDENCYPART_SIBL
(3,8),(3,28),-0.0234015 # DEPENDENCYPART_SIBL
(3,8),(3,29),0.0156827 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0414857 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.00295863 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0867726 # DEPENDENCYPART_SIBL
(3,9),(3,14),-0.0369353 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0288057 # DEPENDENCYPART_SIBL
(3,9),(3,19),-0.0753062 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0433662 # DEPENDENCYPART_SIBL
(3,9),(3,23),-0.0788281 # DEPENDENCYPART_SIBL
(3,9),(3,27),-0.0369353 # DEPENDENCYPART_SIBL
(3,9),(3,28),-0.114273 # DEPENDENCYPART_SIBL
(3,9),(3,29),-0.04876 # DEPENDENCYPART_SIBL
(3,10),(3,11),-0.0351488 # DEPENDENCYPART_SIBL
(3,10),(3,12),-0.0366802 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.00806685 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.0119876 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.0304339 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.011679 # DEPENDENCYPART_SIBL
(3,10),(3,23),-0.00661564 # DEPENDENCYPART_SIBL
(3,10),(3,27),0.00806685 # DEPENDENCYPART_SIBL
(3,10),(3,28),-0.0387773 # DEPENDENCYPART_SIBL
(3,10),(3,29),-0.0193695 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.010894 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.00319443 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.014499 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.000789586 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.0325126 # DEPENDENCYPART_SIBL
(3,11),(3,23),-0.0338888 # DEPENDENCYPART_SIBL
(3,11),(3,27),0.00319443 # DEPENDENCYPART_SIBL
(3,11),(3,28),-0.119964 # DEPENDENCYPART_SIBL
(3,11),(3,29),0.0103533 # DEPENDENCYPART_SIBL
(3,12),(3,14),-0.0217123 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0284167 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.0849874 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0958003 # DEPENDENCYPART_SIBL
(3,12),(3,23),-0.0626942 # DEPENDENCYPART_SIBL
(3,12),(3,27),-0.0217123 # DEPENDENCYPART_SIBL
(3,12),(3,28),-0.0998212 # DEPENDENCYPART_SIBL
(3,12),(3,29),-0.044654 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.0222542 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.11795 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.128513 # DEPENDENCYPART_SIBL
(3,14),(3,23),-0.0640776 # DEPENDENCYPART_SIBL
(3,14),(3,27),-0.134051 # DEPENDENCYPART_SIBL
(3,14),(3,28),-0.0755366 # DEPENDENCYPART_SIBL
(3,14),(3,29),-0.118615 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.113091 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.0258178 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.0173821 # DEPENDENCYPART_SIBL
(3,17),(3,27),-0.0645264 # DEPENDENCYPART_SIBL
(3,17),(3,28),-0.0455386 # DEPENDENCYPART_SIBL
(3,17),(3,29),-0.00102627 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0428968 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.0324111 # DEPENDENCYPART_SIBL
(3,19),(3,27),0.0531048 # DEPENDENCYPART_SIBL
(3,19),(3,28),-0.0505345 # DEPENDENCYPART_SIBL
(3,19),(3,29),0.0295678 # DEPENDENCYPART_SIBL
(3,22),(3,23),0.0308468 # DEPENDENCYPART_SIBL
(3,22),(3,27),0.0472574 # DEPENDENCYPART_SIBL
(3,22),(3,28),-0.0188473 # DEPENDENCYPART_SIBL
(3,22),(3,29),0.0219633 # DEPENDENCYPART_SIBL
(3,23),(3,27),-0.0440834 # DEPENDENCYPART_SIBL
(3,23),(3,28),-0.0808422 # DEPENDENCYPART_SIBL
(3,23),(3,29),-0.039421 # DEPENDENCYPART_SIBL
(3,27),(3,28),-0.0755366 # DEPENDENCYPART_SIBL
(3,27),(3,29),-0.118615 # DEPENDENCYPART_SIBL
(3,28),(3,29),-0.0581897 # DEPENDENCYPART_SIBL
(4,5),(4,7),-1.40185 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0095192 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.136484 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.147359 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0607057 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0869418 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0611588 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.113102 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0393451 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0892912 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0427325 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00480562 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.00346607 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0542127 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.172477 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.118718 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0803663 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0394882 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.166583 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0646188 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0649525 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0300444 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0505706 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00852037 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.11329 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00729718 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.101642 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.00969796 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0163095 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0234426 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.150901 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0797156 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00565041 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0223837 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0913708 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.831408 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0922017 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00694883 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0519938 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0881951 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0796309 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00565041 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0223837 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0912861 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.97116 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.580618 # DEPENDENCYPART_SIBL
(6,7),(6,11),-1.32115 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.144781 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.550913 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.674344 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0446099 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0456961 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0977482 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0475806 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0456961 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0413868 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0473106 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0287526 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0161388 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0571485 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0182268 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0101593 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0796967 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.023004 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0220064 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00269726 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.0417863 # DEPENDENCYPART_SIBL
(8,1),(8,28),0.0271714 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0575324 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0113233 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.182826 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0165594 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.186347 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0047533 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0398603 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0290683 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0415483 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00155137 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0306778 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0195008 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.00677998 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0134223 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.0141453 # DEPENDENCYPART_SIBL
(8,2),(8,28),0.0554081 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.164989 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0881577 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.111052 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.087651 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0138775 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0638005 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0631659 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0733097 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.050383 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.00997571 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0508038 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0446835 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00181569 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0615316 # DEPENDENCYPART_SIBL
(8,3),(8,28),0.0530152 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0133398 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00376481 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0117249 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.035486 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00895547 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0534985 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.011613 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00302322 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0811594 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0298019 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.075242 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00508808 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0452079 # DEPENDENCYPART_SIBL
(8,4),(8,28),0.0218209 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0165594 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.186347 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0047533 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0397756 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.029054 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0414636 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00156024 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0306778 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0195151 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.00644397 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0134046 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0141597 # DEPENDENCYPART_SIBL
(8,5),(8,28),0.0554081 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00701463 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0808783 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0184904 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0395864 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0205784 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0172849 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0304413 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0223266 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0500534 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0407927 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0387747 # DEPENDENCYPART_SIBL
(8,6),(8,28),-0.0327867 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00432352 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0347866 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0295088 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0331413 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.000120797 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0310062 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0190814 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.00781995 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0144245 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0137249 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.0549958 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0153981 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0869633 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0171316 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0462663 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0536443 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0819396 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0270118 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.097371 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0371122 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.140525 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00882165 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.105801 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.013322 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0391843 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0107583 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0188414 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0536884 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.00264818 # DEPENDENCYPART_SIBL
(8,11),(8,28),-0.148759 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.050582 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0568562 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0232599 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0749353 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0827534 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0963665 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0405944 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.125906 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0126858 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0417527 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0238095 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0180604 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0544886 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.00602995 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.151336 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0348688 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.110481 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.100048 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0608161 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.121306 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.0836001 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.118026 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0061475 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0415735 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.00799752 # DEPENDENCYPART_SIBL
(8,17),(8,28),-0.0754582 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0244388 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.000213444 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.0204594 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0756614 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.029939 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.0148513 # DEPENDENCYPART_SIBL
(8,22),(8,28),-0.091327 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.029509 # DEPENDENCYPART_SIBL
(8,23),(8,28),-0.0913596 # DEPENDENCYPART_SIBL
(8,25),(8,28),-0.098196 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0532845 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0476733 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00582039 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0532845 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0140812 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0644168 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0589002 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00857944 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0364291 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.554529 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0385335 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0321363 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0177196 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00467899 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00403764 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0205821 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00090625 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0422652 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.372337 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0685729 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.376344 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00435216 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0610818 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0138957 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0711151 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.10176 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0959822 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00385733 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0358776 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00390572 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0199325 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0132686 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0310653 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0467 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00615014 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0735856 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.572861 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0782014 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00403764 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0205821 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00090625 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0422652 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.372422 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0685873 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.376429 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0523609 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0285899 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0969996 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.107523 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.693687 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.109628 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00206833 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0378899 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.388461 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0728195 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.399134 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0867919 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0192694 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0397909 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0115063 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0317183 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0422582 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0318523 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0801463 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0134402 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0286831 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.115027 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0651615 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0467731 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.01832 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0486868 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0122448 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0210646 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.145768 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0189589 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0966948 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.10089 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0970127 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0680916 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0771962 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0290099 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0410719 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0106597 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.00677735 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0422971 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.109918 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0698822 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.118361 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0831577 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0869574 # DEPENDENCYPART_SIBL
(11,1),(11,28),-0.0646908 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.028079 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00476013 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0129199 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0468706 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0197231 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0634914 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0367322 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.0405319 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0646101 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0402665 # DEPENDENCYPART_SIBL
