# _root_ Jedná se o projekty snižující zamoření ovzduší , zlepšující kvalitu vod , hospodaření s odpady .
#goldHeads=0,1,1,3,8,5,6,4,8,12,10,9,12,13,14,0,
#predictedHeads=0,1,1,3,4,5,6,9,4,9,10,9,9,13,14,0,
(8,7),(7,5),0.0152283 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.08769 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.05661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.514881 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.597455 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.828491 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.868013 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.629902 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.696872 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.614914 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.18036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.174241 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0585959 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.279134 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0330643 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.18994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.299614 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.541326 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.872818 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.731456 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.954262 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.842855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.2697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.46146 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.204802 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0735389 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.234711 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0449386 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0362613 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.432039 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.23355 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.954171 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.924709 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.842755 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.47833 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.45203 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0967612 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.198998 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0146994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0719742 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.829275 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.74537 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.30551 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.995809 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.913851 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.29172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0781036 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0899295 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.180406 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.019511 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.289927 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.286203 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.659667 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.872846 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.23356 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.954171 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.924718 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.842763 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.473207 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.451221 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.225373 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.00225178 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.04057 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.060712 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.461873 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.044502 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.203704 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.209755 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.490133 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.47506 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.2257 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.254364 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.456234 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.195253 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.612717 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.161361 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.149934 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.378688 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.521422 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.378336 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0172128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.452658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.555207 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.235322 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.216725 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.50485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.110532 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.505229 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.59073 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.269877 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.521943 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.378336 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0175564 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.446709 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.555835 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0869238 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.21665 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.50485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.110532 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.505229 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.269877 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.797135 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.107672 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.705544 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.800517 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.34731 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.293447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.47681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.314982 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.709679 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.447226 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.794442 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.367119 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.19684 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.509144 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.09222 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.422831 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.28189 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.823631 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.552579 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.665336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.289221 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.118068 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.202963 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.213307 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.203673 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0596943 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.23669 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.28179 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.877425 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.823526 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.646288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.946991 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.122176 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.194583 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.208443 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.212054 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.13879 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.526704 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.442 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.08187 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.02797 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.564746 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.991311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.564691 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.126575 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0599216 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0153113 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.462276 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.145666 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.09224 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.2367 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.28179 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.877434 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.823535 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.647768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.948381 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.556427 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.333384 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.234603 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.200821 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0572636 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.282279 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.409904 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0890106 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.136948 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.64667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.556001 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.467986 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0618662 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.442537 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.351417 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.278975 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-1.298 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0999599 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.433376 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.117707 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-2.44729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.163294 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.968336 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-1.08933 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.754324 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-1.41219 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-1.42469 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.477839 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-1.37869 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.0905239 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.559149 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-1.06135 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.084762 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.565374 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0617229 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.395104 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.126727 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.4741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,16),-1.37392 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-1.13854 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.536971 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.305371 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0393016 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.969902 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.334519 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.169866 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0749338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.51087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.227159 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.721247 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-1.30884 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.232584 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.224576 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.900832 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.148888 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.477231 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.101014 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.76635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.482637 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.07204 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.40868 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.878102 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.73153 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.48593 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.0889772 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.184025 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.144319 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.367786 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.4741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.19039 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.964215 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.11643 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.73171 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.43928 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.37392 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.838445 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.93418 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.21368 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.54592 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.1093 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.03742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.220213 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.297087 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.318552 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.625901 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.95365 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.975196 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.09478 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.46915 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.8014 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.38032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.13754 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.3384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.90055 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0833026 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.302465 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.407803 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.626933 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.86122 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.838453 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.93418 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.21368 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.54593 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.1093 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.04254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),1.2448 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.137763 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.258255 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.585206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.428957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.147952 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.00936417 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0471556 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.396658 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.1093 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),1.24164 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.31346 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.424871 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.751123 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.618707 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.603898 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-1.53002 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.12392 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.55606 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.142206 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.988202 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.173399 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.31865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.702132 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-1.37215 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.751644 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-1.6742 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.373757 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.000763956 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.433712 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.865171 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.088498 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.136219 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-1.21081 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.750527 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.618663 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.600925 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.539726 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-1.58388 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.555788 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.139984 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.990056 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.173672 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.31865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-1.37214 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.751642 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.752627 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.619772 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.602379 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.535494 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-1.58561 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.727016 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.140421 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.989712 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.171149 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.31865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,14),-0.751643 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.377972 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.198286 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.624709 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.333932 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.130311 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.28253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.664238 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.33529 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.763368 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.63808 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.21081 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.752273 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.604821 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-1.5685 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-1.15067 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.487799 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-1.03542 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.31875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.702132 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.37224 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.751643 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.6743 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.26127 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.5621 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.26209 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.65495 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.84702 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-2.27734 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.34868 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-2.03469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.54843 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.17368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.304008 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.331082 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.608449 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.458352 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.46962 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.39857 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-2.54435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.5915 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-2.02183 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-2.00635 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.29291 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.849574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.43605 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.298812 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.798033 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.267353 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.157717 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.204151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.262138 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.235964 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-2.00635 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.852731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.092373 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.263267 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.00364362 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),0.0390269 # DEPENDENCYPART_GRANDPAR
