# _root_ Úřad slovenského prezidenta nejdříve vyvrátil slova Hornovy mluvčí , za několik dní však vydal prohlášení , v němž svoji původní verzi odvolal .
#goldHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
#predictedHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
(4,5),(5,13),-0.0622299 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.575544 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.015795 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.20595 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.326899 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.0364125 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.709802 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.14298 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.39916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.00787013 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.416775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0389762 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.248577 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.475795 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.1439 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.136196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.473178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.132347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.3254 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.318653 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.139654 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.611365 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.389139 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.184652 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.152961 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.28357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),0.131999 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.364622 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.352541 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.399702 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.217626 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.125719 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.0164141 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.548916 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.503692 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.149077 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.2835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-1.03328 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.364535 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.430614 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.723252 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.136588 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.2906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0266186 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.11641 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.08634 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.19668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.387279 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0391366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.194856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.212121 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.783768 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.30731 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.474971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.271347 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.393506 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.403057 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.885914 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.518458 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.491575 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.267777 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.11683 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.086752 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.654262 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.330622 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.209808 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.226654 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.830622 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.312623 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.495847 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.539333 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.502582 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.38696 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.04868 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.36337 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.286543 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.830293 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.195613 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.247092 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-1.00701 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.389673 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-1.29283 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.492629 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.544852 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.47818 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-1.32774 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.111995 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0582401 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.742923 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.295907 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.58095 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.229191 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.489042 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.084989 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.126088 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.726631 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.132367 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.585593 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.200817 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.3125 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.165724 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.062678 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0675974 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.294961 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.909528 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.526092 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.333508 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.4036 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.879657 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.343839 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.69518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0653755 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.437605 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.15105 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.293072 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.124444 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-1.25767 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.878694 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.740056 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.59997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.62588 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-1.35592 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.921342 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.64204 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.0471711 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.08884 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.592956 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.181702 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.76698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.205406 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.291605 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0984167 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.405548 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.178915 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-1.10776 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.175994 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.525273 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.383219 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.578827 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-1.2138 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-1.15946 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.90522 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.06428 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.386029 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.387456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.936149 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.890762 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.52114 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.502582 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),-0.830293 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.049081 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.296796 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-1.01496 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.240426 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.80067 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.495052 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.47818 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-1.25173 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-1.11318 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-1.32774 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.652925 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.281038 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.690974 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.758184 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.661941 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.262441 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.623947 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.930919 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.0470697 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.592855 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.186032 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-1.76019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),0.205737 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),-0.291274 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),0.0899525 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),-0.402249 # DEPENDENCYPART_GRANDPAR
(5,22),(22,11),-0.174321 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-1.10742 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.168839 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.702531 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.582372 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.108697 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.651096 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-1.42608 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-1.19904 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.542338 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.41261 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.291641 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.222223 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.18248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.758476 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.55745 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.437527 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.993671 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.1202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.381933 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-1.32815 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0674661 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.13167 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.14952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.115276 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.178608 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.603486 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.643025 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.804576 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.771023 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.432349 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.13279 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.80409 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.923289 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.912335 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.67202 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-1.22326 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.4489 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.05011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,2),-2.32617 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.160193 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.675521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.08245 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.157583 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0881153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0151345 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0128372 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.391924 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.478217 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-2.07623 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-2.35338 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.74104 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.365315 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.94039 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.06773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.05885 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.913649 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0705737 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.230643 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0408183 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.590726 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.801455 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.206583 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.319736 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.674466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.162309 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0704054 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.597846 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.047118 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.432277 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.441116 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.230379 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),1.08827 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),1.27238 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.302361 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.118615 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-1.0033 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.86683 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.482749 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.88004 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-2.35989 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.54496 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.354025 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-2.01163 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.54744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.414943 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.355961 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0630411 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.402468 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.18747 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.522442 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.892839 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0159239 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.284028 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.757844 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.61743 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-1.01107 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.75377 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-2.2613 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.41846 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.367864 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.86712 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.06586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),0.904453 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.592575 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0477039 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.330203 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.303368 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.243835 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.430214 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.248365 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.125061 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.944621 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.308151 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.506813 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.138053 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.15654 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.292998 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.961036 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.851385 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.475156 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-2.07623 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.94039 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),1.05885 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.497284 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.21699 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.315349 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.390134 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0992316 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.716196 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.319736 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.898606 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.668622 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.674466 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-1.09992 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.14152 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-1.17391 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.93657 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.244146 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),0.159598 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.914034 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.934982 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-1.75376 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-1.41845 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.372277 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-1.86709 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-1.08549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,8),0.884823 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.560563 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.0259821 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.342551 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.283737 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),0.233415 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.268647 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.741957 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.24076 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.270386 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-1.31565 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.614972 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.936111 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.633609 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.353687 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.219846 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.036019 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.71083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-1.6171 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.34051 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.156747 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.234896 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.71083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-1.61714 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.65508 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.617839 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-2.14501 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.53795 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.00188 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.61706 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.884657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.799978 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.90041 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.10269 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.753438 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.546846 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.313544 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.541446 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-1.09385 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.921306 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.684669 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-1.49124 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.717309 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.730746 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.506969 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-1.60127 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.45469 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.80232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.144211 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.364145 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.31647 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.191196 # DEPENDENCYPART_GRANDPAR
