# _root_ Jestliže rada jednou jmenovala komisi a schválila její závěr , nemůže se zříci odpovědnosti , trvá na svém ředitel Sadil .
#goldHeads=11,6,4,6,4,1,6,9,7,1,15,13,11,13,0,15,16,17,20,16,0,
#predictedHeads=16,4,4,6,4,1,6,9,7,1,16,13,11,13,1,0,16,17,20,16,0,
(4,6),(6,15),-0.173998 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.849391 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.345891 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.25787 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.274935 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.44597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.57093 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.342187 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-1.02055 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.168007 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.041465 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.245098 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0332154 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.931652 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.181525 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.891534 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.429209 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-1.16182 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-1.02756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.272518 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.68035 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0590817 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.16451 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.360301 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.509837 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.53077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.659747 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.43463 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.388797 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.92845 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.182214 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.661619 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.451616 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.876414 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.345074 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-1.31664 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.456134 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.977003 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.358267 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.272077 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.283476 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.42147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.591415 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.360102 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.272423 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.118646 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.335308 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.255513 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.00972175 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.94062 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.195576 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.868041 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.446235 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-1.17069 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-1.03643 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.697185 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0870101 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.693841 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.190775 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.52007 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.353323 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.850516 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.762307 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.523665 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.53077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),0.43463 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.388797 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.182214 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.277067 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.185987 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.334331 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.0493969 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.885155 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-1.31664 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.456134 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.981745 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.977003 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.535386 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.238818 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.327307 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.699272 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.048247 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0465145 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0977395 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-1.04139 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.60763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.384466 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0159569 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.658144 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.50952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),0.154048 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.312715 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.503318 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.639856 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0942086 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.792125 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.341116 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0818015 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.216635 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.222271 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.28191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.0910079 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.483478 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.35786 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.784796 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.759104 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.35 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.987504 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.369165 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0923768 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.178462 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.637114 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.42469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.406323 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.355288 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.261721 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.203451 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.184995 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.31228 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.487846 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.46549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.314026 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.724111 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.525348 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.00567 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.08335 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.517488 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.07276 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.195118 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.030061 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.662646 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.05889 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.19103 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.696206 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.866416 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.610301 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.678992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.215502 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.286085 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.172833 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0471746 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0293672 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.107058 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.164973 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.257585 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.26442 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.310063 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.093409 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.71219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.333614 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.115047 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.25825 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.243521 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.482034 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.687337 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.684837 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.83552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.50786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0111685 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0761325 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.149501 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.130244 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.17869 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.229931 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.366168 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.426828 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.170831 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.07164 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.19746 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.701306 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.86673 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.616739 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.654613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.766601 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.456268 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0646426 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.307317 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0263821 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0872762 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.13354 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.201836 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.230919 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.290092 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.073438 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.05876 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.1909 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.696075 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.866087 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.61017 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.671811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.725604 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.396599 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0960009 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0103853 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.352529 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0660458 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.149374 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.23482 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.252276 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.269051 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.0523965 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.918368 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.687337 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.83552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.50786 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0761325 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0436236 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.184278 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.759318 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.141669 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.277445 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.366168 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.426828 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.300826 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.170831 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.05883 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.18446 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.704152 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.866069 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.603736 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.664269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.734789 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.417495 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.100523 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0195697 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.353623 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0898245 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0569323 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.0926632 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.248847 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.297022 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.290109 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.0734551 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.217261 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.831629 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.77056 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.598048 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-1.04204 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.304557 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.172961 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.92199 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.903975 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.693971 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-1.11037 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-1.36786 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.545684 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.843909 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.441219 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.732191 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.210604 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.470607 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.759952 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.866326 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.52134 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.867955 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.836565 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.12353 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.420072 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.06624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),0.129366 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.585918 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.559475 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.13167 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.774302 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-1.25496 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.610658 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.906002 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.381472 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.580764 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.585814 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.67416 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-1.07086 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.811852 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.5514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.308981 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.05649 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.04692 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.836374 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.24487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.51026 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.900857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.158614 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0149825 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.328507 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.5021 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.177306 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.82589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.8817 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.08131 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.54786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.395215 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.523939 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.505412 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.317607 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.711277 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.38779 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.991901 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.259509 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.846758 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.943288 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.24527 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.15007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.56804 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.42694 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.852584 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.42926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.463427 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.255642 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.176012 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.126686 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.77267 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.234676 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.540901 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.247292 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-1.00149 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.903376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.93091 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.23107 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.14153 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.56191 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.41274 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.840115 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.44936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),0.441278 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.243087 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0322546 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.136498 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.745362 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.223221 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.560083 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.2363 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.97428 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.876163 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),-0.17545 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0237124 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.803994 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.230234 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.187539 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.156028 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.67854 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.626475 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.1079 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.82589 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.08131 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.54786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.523939 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.193574 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.0393261 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.259534 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.17386 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.717749 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.991901 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.259509 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.815356 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.846758 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.931297 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.22906 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.1458 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.56216 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.41073 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.840815 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.45799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.436682 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.222498 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0236239 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.16993 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.259859 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.814466 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0341142 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.241601 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.581519 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.999127 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.90101 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.217884 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.327597 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.338462 # DEPENDENCYPART_GRANDPAR
