# _root_ Ve Francii mi říkali , že kdyby moje auto šlapalo tak jako mistru Evropy Dubourgovi , koukali by se mi všichni na záda s kilometrovým odstupem .
#goldHeads=4,1,4,0,6,4,17,9,10,7,10,11,15,15,12,7,6,17,17,17,17,17,22,17,26,24,0,
#predictedHeads=4,1,4,0,6,4,17,9,10,7,10,13,15,13,10,7,6,17,17,17,17,17,22,23,26,24,0,
(4,7),(7,4),-0.662223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.48334 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.698103 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.309792 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.155051 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.113203 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.04907 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.497553 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.977515 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.18474 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.20711 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.194744 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.49942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.886709 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.66889 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.548639 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.155335 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.443732 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.923355 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),0.0207076 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.251256 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.930418 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),0.199109 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.0655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),1.13396 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.599747 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.533031 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0349009 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.500803 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.209752 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0144798 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.656946 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-1.13229 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.0271514 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.156702 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.464469 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.38986 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-1.03869 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.788946 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.122714 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.816191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.947863 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.557916 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.283422 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0208614 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0388772 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.55704 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-1.01707 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.124408 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.443401 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.654896 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.220707 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.202322 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.325167 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.805129 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.357126 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0920663 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.141791 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.119308 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.467928 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.132584 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.134283 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.191445 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.885079 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.276023 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.172745 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.0930967 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),0.0367529 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.316156 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.6987 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.139972 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.192288 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.254336 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.267677 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.174134 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0908236 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),0.0363835 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.32183 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.789743 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.704894 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.644493 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.134433 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0621668 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.132434 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.193294 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.267884 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.716187 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.172747 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.0930979 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.666148 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),0.0367517 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.698701 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.376251 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.15456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),1.08465 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),0.563097 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.420973 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.436972 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.359223 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.183584 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.0373993 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.613949 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-1.07542 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0624632 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.894751 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.266591 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.413019 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.803465 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.360478 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.1149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.453109 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0234749 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.32409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.842613 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.03253 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.33155 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.00526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.329311 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.26464 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.417879 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.19394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.869357 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.09266 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.2808 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.00555 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.00561 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.34307 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.56569 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.56159 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.48724 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.03888 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.15141 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.833414 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.41237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.371796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.484222 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0622437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.389259 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.657874 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.721464 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.501783 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.276297 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.14395 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.809472 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.22657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0520396 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.365121 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.26702 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.389278 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.647518 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.68158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.674727 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.602363 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.55824 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.481073 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.3239 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.28117 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.970967 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.882993 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.54949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.00299995 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.174387 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.25569 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.310917 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.309549 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.543216 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.542884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.531798 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.463116 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.504182 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.463669 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.357784 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.787855 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.653171 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.529835 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0831118 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.173361 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.46885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0857598 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.792908 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.217181 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0523678 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.2096 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.297595 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.271792 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.22435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.284031 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.429712 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.0800913 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.328553 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.428383 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.619578 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.473022 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.407372 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.472467 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.290397 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.652821 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.254087 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.4896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0349638 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.282492 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.02119 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.867608 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.518629 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.898603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.179854 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.477345 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.00289696 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.170091 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.372775 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.236491 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.158381 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.545248 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.00592917 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.850628 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.659059 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.881287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.766808 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0774379 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.576692 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.443841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.25275 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.904099 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.798782 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.646282 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.713542 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.298279 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.733676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.903781 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0434437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0725958 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0663013 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0373182 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0321457 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.106791 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.182092 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.408232 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0467952 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.034349 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.0412571 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),0.321707 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.923445 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.773551 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.562622 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.733015 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.20055 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.486192 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.242885 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.508261 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.352677 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.295349 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.138698 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.409266 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.477309 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.166824 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.28017 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.143886 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0657762 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.530923 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.0166953 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.215136 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.144087 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.881466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.0767178 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0774023 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.159937 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.270936 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.121509 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0449569 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.662062 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.355635 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.541551 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.251575 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.0318326 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-1.05449 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.915943 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.686493 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.01916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.563506 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.45257 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.311589 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.363213 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.173375 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.630302 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.472204 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.414996 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0877383 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.423197 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.217157 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),0.00635541 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.904099 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.798782 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.713542 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.734948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.902509 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.0713233 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.506881 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0178796 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0934121 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.122128 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.0432101 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0980059 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.448257 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.0653387 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.364477 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.121281 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),0.566824 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),0.0437233 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),0.0470741 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),0.329029 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.241897 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),0.0675109 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.356575 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.665679 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.65162 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.856141 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.404787 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.50861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.234592 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.253958 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.359655 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.528335 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.364553 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.935616 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.318552 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.35219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),0.069685 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.153073 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.495152 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.417932 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.661952 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.686842 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.56563 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.425432 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.622792 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.93188 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.822088 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.590495 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.54057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.293539 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.97095 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.590831 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.02579 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.42543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.102805 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.302814 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.497904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.462947 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.737169 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.573942 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.969463 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.3207 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.3553 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.956678 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.877782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.474459 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.352002 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.389873 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.157033 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.18372 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.14753 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.834423 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.21981 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.08536 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.753762 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.806213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.601074 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.621021 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0120833 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.109507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0445091 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0763006 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0538452 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.166681 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.206072 # DEPENDENCYPART_GRANDPAR
