# _root_ Podstatné je , že tyto peníze nejdou z podstaty , ale z lepších než očekávaných výsledků hospodaření .
#goldHeads=2,0,4,2,6,7,4,11,8,11,7,11,16,13,14,12,16,0,
#predictedHeads=2,0,4,2,6,7,4,11,8,11,7,11,14,16,14,12,16,0,
(6,11),(11,4),-0.82341 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.556396 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.63885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.209162 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.339611 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.658984 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0766786 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.422442 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.495958 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.228144 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.546219 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.817076 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.846859 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.590259 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.40673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.444918 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.855321 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.275073 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.906279 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.688332 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.702247 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.780886 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0892947 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.378708 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.293208 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0277192 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.510566 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.246923 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.225453 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.177339 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.027898 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.488737 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.53743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.160021 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.612949 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.574849 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.2837 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.45748 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.124601 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.830609 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.300446 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.15009 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.521799 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.63702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),0.276979 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.08451 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.14825 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.211687 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.25981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.75613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.187376 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.796431 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.613968 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.416788 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.618801 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.313075 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.105251 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.200766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.339338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.601492 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.25663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.15323 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.504591 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.301711 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.0761822 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.403446 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0151247 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.282673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.34322 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.103904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.26342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.279002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.496034 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.357233 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),0.0495896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.90654 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0540993 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0774407 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0557174 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.00932815 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.528791 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.120553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.354324 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.846828 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.0764343 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.395121 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.19958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.598307 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0950307 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.048259 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.263597 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.588647 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.145823 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.459716 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.603934 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.486445 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.06112 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.01562 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.06031 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.347371 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.311903 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.84186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.307186 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.369871 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0753019 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.875276 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.228277 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.660779 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.81436 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.508077 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.07197 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.09662 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.04843 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.359372 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.190046 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.66947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.512732 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.320924 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.304576 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.269775 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.631217 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0728499 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-1.12303 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.452264 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.606279 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.538301 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.111589 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.156749 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.528791 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.120553 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-1.02095 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.354324 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.527499 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.558889 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.570939 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.038155 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.341527 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0154889 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-1.29541 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.6234 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.777424 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.11488 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),-0.579993 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.390515 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.136898 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.113873 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-1.17676 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-1.27494 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.560781 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.714788 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.643001 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.617135 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.123701 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.387723 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.463363 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.12571 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.958092 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.601306 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.586053 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.493199 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.138039 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.987929 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.306435 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.597926 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.99075 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.692203 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.444436 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.576932 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-1.00451 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.382433 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.719825 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.238121 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.579493 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.372495 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.310984 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0198538 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.54019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.333315 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.225101 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.317172 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.769417 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.656169 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.81775 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.600531 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.23243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.149627 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0384438 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.103935 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.194663 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.17901 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.401356 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.723091 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.75525 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.09204 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.1723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.02401 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.869908 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.26162 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.861448 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.55252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.14881 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.144491 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0901487 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.252607 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.234371 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.564776 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.6174 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.973278 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.0248 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.804777 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.773496 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.88419 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.773326 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.4912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.10191 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.506664 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0922755 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0538546 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.249425 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.550296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0678347 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.264855 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.318981 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.30654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.343076 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0835207 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.224295 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.832702 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.353537 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.684355 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.00112 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.781599 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.962628 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.608006 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0115123 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.307631 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.606067 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.667392 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0391013 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.29358 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.39074 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.22989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,11),0.48763 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.00686852 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.052225 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0283953 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.664286 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.730289 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.259098 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-1.6787 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.848607 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.531343 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.720243 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-1.44625 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.974024 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.425756 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.571892 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.615272 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.09755 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.689299 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-2.01586 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.13654 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.733847 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0566646 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-1.15019 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.788504 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.352089 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.14525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.48373 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.963126 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-1.88089 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.10552 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.925908 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0684732 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.80933 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.606052 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0900781 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.36034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.590627 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.988482 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-1.81621 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.11654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.496092 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.050457 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.600979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.771727 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.397519 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.29919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.456721 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.657501 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.07544 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.34982 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.774924 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.29725 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.50212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.47103 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.979132 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.863896 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.57753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.549978 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.699022 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.4565 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.805445 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.57558 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-2.86298 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.90576 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.76678 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.418507 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.37922 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-2.4373 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.79329 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.02917 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.21436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.459722 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.378674 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.371226 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.289506 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.497747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-2.8275 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.89643 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.71993 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.312554 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.31772 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-2.22834 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.81449 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.973833 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.44332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.640977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.305038 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.146621 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.375818 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.202464 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.165536 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.384615 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.495507 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.19978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.268413 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.493049 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.408039 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.549589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0086563 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.211868 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.675645 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.905038 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.69551 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.206288 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.16065 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.670512 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0461788 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.162455 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.96494 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.86289 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.72156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.607059 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.229307 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.589814 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-1.06039 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.525917 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.27273 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.491798 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.685156 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.917876 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.309897 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.177013 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.39608 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.00361145 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.454487 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.713493 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.483999 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.388465 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0023083 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.446872 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.106294 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.487713 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.116196 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.159387 # DEPENDENCYPART_GRANDPAR
