# _root_ Nepřispěje - li sponzor , nezbude škole než využít možností , které jí dává zákonodárce .
#goldHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
#predictedHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
(7,14),(14,12),-0.189363 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0472406 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.280327 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.907984 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.39711 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0498566 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.869466 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.829604 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.681947 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.927569 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.875149 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.488463 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.310919 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.20684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.219521 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),0.0553218 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.204985 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.7817 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.84453 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-1.04562 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.754869 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.555333 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.421242 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.27722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.175957 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.569755 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.8706 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.811367 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.800303 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.648014 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.327872 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0660578 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.32823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,14),-0.668753 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.848983 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.860992 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.85277 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.00457 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.724546 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.625282 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.35191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.10187 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.372549 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.463733 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.789757 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.757678 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.783057 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.784134 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.846121 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.309273 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.20684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.219521 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.0553226 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.204984 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.422764 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.614276 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.548074 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.630119 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.803859 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.913486 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.837577 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.33575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.158752 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.214395 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.668832 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.815968 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.32431 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.04962 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.14542 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.35853 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.04878 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.730247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.765307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.630442 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0321379 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.082814 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0306691 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.389646 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.0081 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.721872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.927746 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0401107 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.018978 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.093144 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.170501 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0972725 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.342349 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.43799 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.23426 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.26085 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.26623 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.16246 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.16802 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.537882 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.173556 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.105779 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.144901 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.189586 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.482558 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.32904 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.05377 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.14933 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.38029 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.01402 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.05351 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.752008 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.750746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.79132 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.573338 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0700607 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.171336 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.00415342 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0749881 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.384598 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0652908 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0249024 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.333494 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.174815 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.264317 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-1.1022 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.270786 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.756187 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.553507 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.111616 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.76546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),0.0532506 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.565035 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.952687 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.228516 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.926469 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.483093 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.700784 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.371123 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.0796364 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.10677 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.737275 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.266673 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.160754 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.882172 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.112977 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.317101 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.77633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.680836 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.727687 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.345161 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.536293 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.23795 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.541851 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.199179 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.106446 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.178145 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.571324 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.758523 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.428366 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.369956 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.07047 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.539984 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.552687 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.111616 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.76546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.0532506 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.565035 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.140762 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.66606 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.893983 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.670751 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.24706 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.777071 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.520507 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.189024 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.67861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.301662 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.571559 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.641504 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.566482 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.540728 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.919745 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.633628 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.721894 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.375911 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.10878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.250241 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.890854 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.00862 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.19746 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.916171 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.615835 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.444989 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.599502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.00282664 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.1934 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.106206 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.190759 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.23324 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.183303 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.47447 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.1684 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.805404 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.31467 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.62744 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.32078 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.23349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.483731 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.378982 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.607391 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.435764 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.291896 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.21334 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.970995 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.636931 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.41988 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.08597 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.36631 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.872605 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.50234 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.16591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.393969 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.223303 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.153207 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.251188 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.538413 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.246938 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.081172 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.109601 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.17994 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.308486 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-1.73807 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.805363 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.276796 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.228351 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.80016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,14),-0.0714796 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.836523 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.632405 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.602613 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-1.51994 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.738552 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.60785 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.886751 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.14968 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.87253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.102523 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.233356 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.910701 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.26966 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.575611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.423699 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.21998 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-1.19027 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.550242 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.558768 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.164615 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.71882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0043225 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.09102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.75701 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.23142 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.35243 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.37063 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.754233 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.66391 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.32706 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-2.20207 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.964397 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.639432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.209456 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.456034 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.220519 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.436292 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.749763 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.147756 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.359558 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.756902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,14),0.604573 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.145524 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.27956 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.30089 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.75835 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-2.52403 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.55655 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.25419 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.88255 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.505802 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.891245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.624622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),1.14665 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.788889 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.09212 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.575846 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.294785 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.573079 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.102799 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.239715 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.469171 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.453937 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.4627 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.440841 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.0811608 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.173172 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.395364 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.230984 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.0676937 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.24759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,1),-0.498881 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.603609 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.551147 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.487575 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.261018 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.254947 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.493033 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.160861 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.624045 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.315288 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.295969 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.621032 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.251116 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0905825 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.239901 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.17941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,16),-0.791868 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.491437 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.653922 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.582915 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.691671 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.231031 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.52871 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.533026 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.381201 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.43458 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.33876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,1),-0.422347 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.519302 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.476369 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.407271 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.550597 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.172352 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.395364 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.230984 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0668735 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.24759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.776885 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.726185 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.963491 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.891483 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.477572 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.469796 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.527915 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.420758 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.227141 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0181425 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.725437 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.0134 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.428218 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.5132 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.471297 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.403496 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.189978 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.13113 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.412353 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.065262 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.24763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.726205 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.951439 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.891504 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.195835 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.474128 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.366952 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.37829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.554332 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.874292 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.725653 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.01333 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.990205 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.750197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0485785 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.159332 # DEPENDENCYPART_GRANDPAR
