# _root_ Havlova tvrdá a otevřená slova o Mnichově , okupaci , odsunu Němců a zločinech komunismu jsou jednoznačná .
#goldHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
#predictedHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
(7,15),(15,17),-0.938674 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.733695 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-2.85125 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.469636 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-2.60292 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-1.33604 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.680113 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.848517 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.264542 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.923648 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.662621 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.239708 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-1.20278 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.723819 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.815326 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.724432 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.556086 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-9.6687e-05 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-1.09839 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.618795 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.836136 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.189508 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.170802 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.101713 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.38116 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.026198 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.157247 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0567316 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.8902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.718997 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.690195 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.703063 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.895298 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.258827 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0459068 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.164 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0637138 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.00537559 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.217727 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.186157 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.121677 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0500609 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.03076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.679483 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.859561 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.766773 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0642535 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.82806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.519788 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.656857 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.569956 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.0674473 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.00164216 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.198113 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.062809 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0553708 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.03076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.67945 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.859559 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.831911 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.07163 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.766757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.21791 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.750861 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.08379 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.971723 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.09418 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.947572 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.733796 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.981354 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.24597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.167401 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.180411 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0555278 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0301344 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.214682 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.000345695 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.109775 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.747145 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.816235 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.984462 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.01844 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.74771 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.05245 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.26587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0261266 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0448304 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.293468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0534977 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.195107 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.437741 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0483533 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.248901 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.576084 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.09418 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.981354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.24844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.375267 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.077238 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0563899 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.1293 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.029265 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.215551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.00491307 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.11371 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.372649 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.09625 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.983423 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.371178 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.219688 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0292511 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.215565 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.783229 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.826639 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.962393 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.805687 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.693129 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.839637 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.10139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.239964 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0698094 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0927062 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.155276 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0182688 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.222149 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0350659 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0103563 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.358169 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.215558 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.00491307 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.11371 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.372649 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.947574 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.981356 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),0.381483 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.229993 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.00668186 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.315348 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0797164 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0065514 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.102261 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.361242 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.852238 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.11523 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.927139 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.799688 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.23089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.269028 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0596937 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.117216 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.126946 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.230491 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0330563 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.271916 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0327972 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.322902 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.0665076 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.344749 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.0244494 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.214081 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.457742 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-2.392 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-1.86576 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-1.56818 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-2.10063 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-1.32889 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.689349 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-1.07807 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.136204 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.998454 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-1.60435 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-1.01476 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-2.23026 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-2.21877 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.92119 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.033226 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.95184 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.431857 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.597452 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.267996 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.7157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.793981 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.70622 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.748134 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0986846 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.92232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.852761 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.780025 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-2.23488 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.9373 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0313032 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.46672 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.692826 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.285682 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.71567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.79398 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.41792 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.937856 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.706205 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.03419 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.755568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-2.05502 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-2.15925 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-1.86167 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0385009 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.89375 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.27029 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.606468 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.980626 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.97118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.863398 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.67344 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.19338 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.755759 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.9275 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.2897 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.852441 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-2.08336 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.60682 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-3.21755 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-2.91997 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.7236 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-2.59099 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.34894 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-2.31074 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.924979 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.56208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.34731 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.126189 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0706599 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.601374 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0421119 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.20544 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-1.02506 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.744903 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.674045 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-2.05522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.855561 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.24257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.347265 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0574866 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0634736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.801784 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.157603 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.077729 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-1.10069 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.55308 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.674045 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-2.05522 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.24581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.0528221 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.801824 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.157643 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.15761 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.077729 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-1.10069 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.55308 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-2.33571 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-2.05522 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.2367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.0619292 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.545489 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.387448 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.192134 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0923515 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-1.11532 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.567754 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-2.82627 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.674841 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-2.28138 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.23512 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.821985 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.65829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.460765 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.359981 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.116586 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.112613 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.614041 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0300988 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.989441 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.555592 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.223054 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.126932 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.509719 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.135056 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.667315 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.185838 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.174472 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.104831 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.380159 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0665087 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.261807 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.138355 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.000258853 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.94012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.406654 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.687444 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.936294 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0673841 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.00225668 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.199492 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.185157 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0171179 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0315628 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.165714 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.238007 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.08068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.75084 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0173702 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.24134 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.255494 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.87798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,13),-0.554024 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0711175 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.00147675 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.179878 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0224983 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.15993 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.146788 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.262282 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.08068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.54837 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.986252 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.750824 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.17062 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.735242 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.12479 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0640725 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.133713 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.362685 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.317322 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.205702 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.273601 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.275896 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.139112 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.04171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.61947 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.05735 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.641107 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.992501 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.24171 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.6953 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.969299 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.879399 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.00541247 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.155962 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.023376 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.155191 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0506554 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.236951 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.08068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.54837 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.986252 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.921401 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.17062 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.735242 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.12479 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.07594 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.06298 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.92911 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.792435 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.29836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0289883 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.145232 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0900507 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.168257 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0107064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.154706 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.339798 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.07801 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.06505 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.794504 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.503229 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0900368 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.168271 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.78011 # DEPENDENCYPART_GRANDPAR
