# _root_ V něm si několik prostitutek najalo vysloužilé zabijáky , aby se pomstily dvěma zákazníkům , kteří v opilosti jednu z nich zohavili .
#goldHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,22,19,20,14,0,
#predictedHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,16,19,20,14,0,
(6,22),(22,8),0.41476 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.421738 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.214386 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.492118 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.140415 # DEPENDENCYPART_GRANDPAR
(6,22),(22,13),-0.571577 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),-0.486222 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.00633095 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),-1.28712 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.786689 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.742977 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.240763 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.707703 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.598983 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.378812 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0918314 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.920347 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0415398 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.510239 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.596714 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.309933 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.319684 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0701769 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.311238 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.13539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.861246 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.560845 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.299707 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.726218 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.81599 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.80185 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.78954 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.632243 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.936802 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.0937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.28864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.00338332 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.081917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.149171 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.226266 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.323969 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-1.14875 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.167751 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.868114 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.14125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.14023 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.62626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.222526 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0403238 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.446731 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.4014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.585759 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.313295 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.465667 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.465311 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.917411 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.15738 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.67707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.253011 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.437932 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.000804257 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.238249 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0858468 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0705252 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.244962 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.0177762 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.342484 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.709456 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.460439 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.444807 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.704236 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.960485 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.51884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0454359 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.443357 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.381094 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0113426 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.267474 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.233531 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.00805749 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.142231 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.790142 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-1.16938 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.318127 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.21196 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.311782 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.0596921 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-2.86983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,5),-0.0713813 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-1.29936 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.41056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.491575 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.29737 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.435491 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-1.02269 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0468768 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.6346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.537931 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.347793 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.549102 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.20039 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.317607 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.00852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.270486 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.273212 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.332646 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.56747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.499723 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.422508 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.568254 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.18607 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-2.19961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.841903 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.05317 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.5894 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.16707 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.647869 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.226235 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-1.08257 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.203517 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.238424 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.59787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.499429 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.25562 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.536784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.10895 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.4207 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-2.21466 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.00971 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.48206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0302987 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0153778 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.65629 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-1.20948 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.124748 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.551353 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.0949925 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.23057 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.27693 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.00947 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.87363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.594058 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.234824 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-1.22585 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0985747 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.400702 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.473345 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),0.155209 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.985126 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.09909 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.68759 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.04327 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.09804 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-2.14135 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.917675 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.49601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.691143 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.154555 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.690205 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.473741 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.820501 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.322542 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.27168 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.482951 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.861381 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.351139 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),0.0771085 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-1.37935 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.66606 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.641868 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.00055 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.81959 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-2.12221 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.981372 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.608275 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.507421 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.648654 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.549603 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.531043 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.085693 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.357303 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.442409 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-1.05252 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.982911 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.451976 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.087985 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.557708 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.298077 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.842929 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.632183 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.129345 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-1.07235 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-1.09909 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-1.68759 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-1.09804 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-2.14135 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.917675 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-1.49601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.691143 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.154555 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.690205 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.309284 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.692085 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-1.15003 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.348963 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.754252 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.378542 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.782737 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-1.09182 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.571223 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.914217 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.328207 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.17016 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.0500466 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0214387 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.158433 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.429485 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0641435 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.295547 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.102825 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.11624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.424974 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.704506 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.00018 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0918767 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0969226 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.287221 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.204709 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.375086 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.144199 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.9861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.478608 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.704796 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.934006 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.973353 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.805552 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.28232 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.98228 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.07889 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.822983 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.10011 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.323773 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.567744 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.502997 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.151878 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.91953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.209678 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.544256 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0214387 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.158433 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.429485 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.267184 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.18478 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.317191 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.11624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.424974 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.704506 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.00018 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.02875 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.05041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.822693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.07414 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.82675 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.03456 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.954023 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.06387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),0.10768 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.148554 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.325804 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.406164 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.274345 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.0105076 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.112687 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.945467 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.69094 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.12052 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.22884 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.918224 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.1546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.10872 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.34165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.415431 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0207316 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.107761 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0632679 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.270858 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.244975 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.346593 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.175513 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.159446 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.068392 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.00710429 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.381073 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.10609 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.822712 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.847249 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.917938 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.28727 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.33516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.432506 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0792294 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.147325 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.236126 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.250783 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.482106 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.314828 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.411911 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.28064 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.17036 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.0943096 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.874345 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.35135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.187008 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.226152 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.00287323 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.403946 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.377687 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.455515 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.633432 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.43125 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.36369 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.137482 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.0939473 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.206315 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.485515 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.641137 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.945467 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-0.69094 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-1.22884 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.918224 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-1.1546 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-1.10872 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-1.34165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.415431 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),-0.0207316 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.152742 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.0955941 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),-0.0309513 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.161102 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.436439 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.215583 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.406197 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.131023 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.163873 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.104346 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.575493 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.582112 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.577175 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.374385 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.432341 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.272222 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.571808 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.48393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.20995 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.692055 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.249201 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.313188 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.368671 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.371316 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.475801 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.280173 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.655261 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.31698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.111655 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.468914 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.459637 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.453967 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.70598 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.504041 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.815801 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.397814 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.453829 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.495582 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.475153 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.603685 # DEPENDENCYPART_GRANDPAR
