# _root_ Do oblasti Plitvických jezer , kde působí náš prapor jako součást ochranných sil OSN , se začnou přesunovat autobusy 10 . října .
#goldHeads=17,1,4,2,7,7,2,9,7,11,9,13,11,13,7,18,0,17,17,22,20,17,0,
#predictedHeads=0,1,4,2,7,7,4,9,7,11,9,13,11,13,17,18,0,17,18,22,20,19,0,
(2,7),(7,6),1.38122 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.436562 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.262786 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0834276 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.0782017 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0771823 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.451847 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.234458 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.212013 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.291235 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.198009 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.633838 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.506176 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.860848 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.358184 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-1.06595 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.815484 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),1.10639 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.818255 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.39215 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0340937 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.558236 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.16204 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.173977 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.8328 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.220641 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.261712 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.419527 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.670498 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0484644 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.572179 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.22334 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.013764 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.160881 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.515297 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.000450197 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.209088 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.12049 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.912331 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.661706 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.833841 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.377243 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.279139 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),1.27196 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.158215 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.150946 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.80977 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.224472 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.301613 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.211955 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.6749 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.391813 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),1.21443 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.102746 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.807578 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.241812 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.311913 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.222256 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-1.24949 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.68582 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.872783 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.01671 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.153534 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.13781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.661065 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.613754 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.269099 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.225306 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.23448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.620971 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.67963 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.51625 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.87513 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.39741 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.348843 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.23407 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.41552 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.654825 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.899107 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.38703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.122162 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.156982 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.292168 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.607736 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0488073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.490536 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.811761 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.331201 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.620861 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.759079 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.67319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.108321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0799792 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.315337 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.69159 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0330218 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.534488 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.541144 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.670665 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.62177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.202789 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.322207 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.124987 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-1.19104 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.535386 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.00654088 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.369043 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.5721 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.54762 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.805155 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.25969 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.867396 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.38332 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.655041 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.150663 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.43679 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.928519 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.506729 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),-0.10254 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.213403 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.160898 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.373116 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.876842 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.125583 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.385448 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.294953 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.543354 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.268085 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.65567 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.177857 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.390712 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.686892 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.105615 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0255036 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.08334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.384307 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.302307 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.444235 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.48642 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.89184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.338481 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.361525 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.441378 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.53515 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.257951 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.69879 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.2795 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.120069 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0792663 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.85478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),0.173466 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.428866 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.0530797 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.12524 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.61095 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.561024 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.742205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.518605 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.102471 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.466785 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0434323 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.179002 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.100371 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.0367114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.00822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.25414 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.425124 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.932043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.451872 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.219369 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.483204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0360731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.654356 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.07908 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.29212 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.469054 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.728998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.921311 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),1.27146 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.649399 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0736417 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.00948887 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.233909 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.194755 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.193198 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.195199 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.361022 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.211981 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.148641 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.582057 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.417464 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.884341 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.593567 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.840702 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.53268 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.415449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.724894 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.575226 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.136891 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.830997 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.258227 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.393276 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.754193 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.137722 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.30612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.659418 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.545265 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.214322 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.940823 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.560185 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.147895 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.122502 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.500772 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.13254 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.288311 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.0769394 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.885284 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.921823 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.0208 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.546085 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.128727 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.244069 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-1.08047 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-1.29366 # DEPENDENCYPART_GRANDPAR
(4,17),(17,5),0.893908 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),1.2319 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.414841 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.392235 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.56397 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.562963 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.142915 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.51461 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.376469 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.911032 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.142436 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.605892 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.435827 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.891184 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.617402 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.847544 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.079 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-1.29136 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.756147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.890778 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.409828 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.397464 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.5692 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.148145 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.51984 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.373339 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.902319 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.365509 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.604853 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.434893 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.893439 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.616364 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.8498 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.231449 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.621865 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0647126 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.09897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,10),-0.725477 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0897913 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.422025 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0466061 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.30957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.622019 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.769813 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.17145 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.951091 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.31278 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.40797 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.179221 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.477063 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.091699 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.549117 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.609555 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.65688 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.104859 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.213282 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.436772 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.30957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.627264 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.769806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.1713 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.949433 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.40021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.15661 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.26343 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.707163 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.982951 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.13397 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.834538 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.64251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.143738 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.400969 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.328432 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.548584 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.924522 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.20242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.27429 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.04936 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.53785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0327562 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0351896 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0856801 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.176973 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.224057 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.366796 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.328044 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.323362 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.482864 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.41824 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.521197 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.552202 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.478814 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.41714 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.460642 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.608546 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.40685 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.09833 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.153586 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0105063 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.150268 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.301518 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.414862 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.414207 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.368658 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.530276 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.919332 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.39232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.180194 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0295537 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.456492 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.389314 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.516458 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.483935 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.470198 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.583026 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.493689 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.60195 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.69654 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.627591 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.702207 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.312963 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.644471 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.626396 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.31943 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.54468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),-0.0585909 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.667498 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.807331 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.762836 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.749367 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.476418 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.578218 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.851775 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.766089 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.636699 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.77571 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.828105 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.925314 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-1.20337 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-1.53609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.0428654 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0767175 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.157214 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.309516 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.486007 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.39966 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.386394 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.361941 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.541189 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.514979 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.583438 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.489755 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.414728 # DEPENDENCYPART_GRANDPAR
