# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,13,14,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
(7,1),(7,6),0.075706 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0584497 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0731988 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.359727 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.141818 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.185205 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.3058 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.337457 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0292251 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00829762 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0228289 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0212263 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0221439 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.101848 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0425666 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.171818 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.163031 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.138731 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.116406 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0815522 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0343634 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.119106 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.117412 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0398392 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0110133 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0385408 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0191054 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0918113 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.016687 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0318075 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.000605392 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0326029 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0200861 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0119917 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0543762 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00641512 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00532433 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0453667 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00852814 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00260603 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.295891 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00109271 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0432803 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0051264 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0144842 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.119207 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.185623 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.124704 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00780292 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0123189 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00407731 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0149887 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.180682 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.135969 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0423902 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0347973 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.126386 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0898442 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0285006 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0168642 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.02839 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0884351 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00829182 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0163846 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0423167 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0375447 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.150539 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.192222 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0989023 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.000487977 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.316269 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.233431 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0144426 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.11392 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00548023 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.037445 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0355255 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.140166 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0417316 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0408262 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0366409 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0732408 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0415835 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.041278 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.048769 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0373333 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.041278 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0732408 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0418571 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.00435041 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.0546572 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.041278 # DEPENDENCYPART_SIBL
(9,1),(9,29),-0.041278 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0472952 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0592722 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.067266 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.021114 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.012347 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0401852 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0406326 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0300895 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0209332 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00970362 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.000589808 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.00711905 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00560599 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0097519 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0094467 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0848751 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0620071 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0094467 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.00560599 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0109942 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.000778639 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.0245776 # DEPENDENCYPART_SIBL
(9,2),(9,28),-0.0094467 # DEPENDENCYPART_SIBL
(9,2),(9,29),-0.0094467 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.142327 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0822372 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0256434 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.1634 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.16122 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0311376 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0178796 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0375287 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0439918 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00165037 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0342655 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0263625 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0419603 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0416549 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0212026 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.00963943 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0416549 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0263625 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0369495 # DEPENDENCYPART_SIBL
(9,3),(9,25),0.0211025 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.06979 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.0416549 # DEPENDENCYPART_SIBL
(9,3),(9,29),-0.0416549 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.602588 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0451688 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00948061 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0432575 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00427217 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0306415 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0617171 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0273172 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00682662 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0241505 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0114698 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0271731 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0268679 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.13741 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.013228 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0268679 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0114698 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0278752 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0157262 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0486504 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0268679 # DEPENDENCYPART_SIBL
(9,4),(9,29),-0.0268679 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0987538 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0681816 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.156763 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.075561 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0711994 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0964891 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.059067 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0905323 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0624672 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0273703 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0593044 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0596096 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.253907 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.112644 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0596096 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0273703 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0590391 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.101923 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.044768 # DEPENDENCYPART_SIBL
(9,5),(9,28),0.0596096 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.0596096 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0125117 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.090246 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00111212 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.128473 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.214424 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0969368 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0479512 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0939007 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0358354 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0969721 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0966669 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0180954 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0212459 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0966669 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0358354 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0972369 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.0282922 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.130143 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.0966669 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0966669 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0247619 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.141337 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0836049 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.123425 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0887284 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0687009 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0858529 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.163797 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0872357 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0884359 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0632329 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0916577 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0884359 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.163797 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0895333 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.104446 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.10314 # DEPENDENCYPART_SIBL
(9,7),(9,28),-0.0884359 # DEPENDENCYPART_SIBL
(9,7),(9,29),-0.0884359 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0556805 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0342405 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0495622 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0754426 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0298005 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0657164 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0559805 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0734111 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0731058 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.03679 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.018309 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0731058 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0559805 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0684004 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.000712341 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.101241 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.0731058 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.0731058 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0688175 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0158778 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.046198 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0565688 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0558366 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0423041 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0474515 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0477476 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00729859 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.019673 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0477476 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0423041 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0431605 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0783489 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.0371241 # DEPENDENCYPART_SIBL
(9,10),(9,28),0.0477476 # DEPENDENCYPART_SIBL
(9,10),(9,29),0.0477476 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0796576 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0807393 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0760009 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0783315 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0737384 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0804642 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0801681 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0224984 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.014182 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0801681 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0737384 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0816586 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0150101 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.086046 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.0801681 # DEPENDENCYPART_SIBL
(9,11),(9,29),-0.0801681 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0548857 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0579111 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0586904 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.008175 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0561846 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0564807 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0252413 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0268591 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0564807 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.008175 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0537483 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.00698781 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.0503945 # DEPENDENCYPART_SIBL
(9,12),(9,28),0.0564807 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.0564807 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.136913 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.136873 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00983047 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.139467 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.139171 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0277493 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0264271 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.139171 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00983047 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.141253 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.0141762 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.144492 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.139171 # DEPENDENCYPART_SIBL
(9,13),(9,29),-0.139171 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.132484 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0173226 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.135078 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.134781 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0327692 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0225352 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.134781 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0173226 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.136864 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0520882 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.140103 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.134781 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.134781 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00954733 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.136787 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.136491 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0248041 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0252906 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.136491 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00954733 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.138574 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0144463 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.141813 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.136491 # DEPENDENCYPART_SIBL
(9,15),(9,29),-0.136491 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.058514 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0582179 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0595215 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.081779 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0582179 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.1394 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.0612944 # DEPENDENCYPART_SIBL
(9,16),(9,25),0.116419 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.0695357 # DEPENDENCYPART_SIBL
(9,16),(9,28),-0.0582179 # DEPENDENCYPART_SIBL
(9,16),(9,29),-0.0582179 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.138276 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0247957 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0255061 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.138276 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.00896126 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.140359 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.015046 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.143598 # DEPENDENCYPART_SIBL
(9,17),(9,28),-0.138276 # DEPENDENCYPART_SIBL
(9,17),(9,29),-0.138276 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0247796 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.02549 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.13826 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.00891296 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.140343 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0150943 # DEPENDENCYPART_SIBL
(9,18),(9,27),-0.143582 # DEPENDENCYPART_SIBL
(9,18),(9,28),-0.13826 # DEPENDENCYPART_SIBL
(9,18),(9,29),-0.13826 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.099587 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.114525 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.176317 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.117259 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.111437 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.12055 # DEPENDENCYPART_SIBL
(9,19),(9,28),-0.114525 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.114525 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0258185 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.000929943 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0243281 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.0311749 # DEPENDENCYPART_SIBL
(9,20),(9,27),0.0190936 # DEPENDENCYPART_SIBL
(9,20),(9,28),0.0258185 # DEPENDENCYPART_SIBL
(9,20),(9,29),0.0258185 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.00891296 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.140343 # DEPENDENCYPART_SIBL
(9,22),(9,25),0.0150943 # DEPENDENCYPART_SIBL
(9,22),(9,27),-0.143582 # DEPENDENCYPART_SIBL
(9,22),(9,28),-0.13826 # DEPENDENCYPART_SIBL
(9,22),(9,29),-0.13826 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0612944 # DEPENDENCYPART_SIBL
(9,23),(9,25),0.116419 # DEPENDENCYPART_SIBL
(9,23),(9,27),-0.0695357 # DEPENDENCYPART_SIBL
(9,23),(9,28),-0.0582179 # DEPENDENCYPART_SIBL
(9,23),(9,29),-0.0582179 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0141657 # DEPENDENCYPART_SIBL
(9,24),(9,27),-0.144957 # DEPENDENCYPART_SIBL
(9,24),(9,28),-0.139635 # DEPENDENCYPART_SIBL
(9,24),(9,29),-0.139635 # DEPENDENCYPART_SIBL
(9,25),(9,27),-0.046061 # DEPENDENCYPART_SIBL
(9,25),(9,28),-0.0338944 # DEPENDENCYPART_SIBL
(9,25),(9,29),-0.0338944 # DEPENDENCYPART_SIBL
(9,27),(9,28),-0.139818 # DEPENDENCYPART_SIBL
(9,27),(9,29),-0.139818 # DEPENDENCYPART_SIBL
(9,28),(9,29),-0.13826 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.15419 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.674829 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.674566 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.674802 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0768732 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.420436 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.422075 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.419436 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0691936 # DEPENDENCYPART_SIBL
(10,13),(10,14),-1.31451 # DEPENDENCYPART_SIBL
(10,13),(10,15),-1.3139 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.147216 # DEPENDENCYPART_SIBL
(10,14),(10,15),-1.31429 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.154507 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.145962 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.150682 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.152917 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0753744 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0449738 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0455771 # DEPENDENCYPART_SIBL
