# _root_ Jakmile bude toto perspektivně levné vozidlo předvedeno potencionálním zájemcům in natura , bude jim jasné , že na něco podobného vlastně čekali .
#goldHeads=13,7,6,5,6,7,1,9,7,11,7,1,0,13,13,17,13,22,18,19,22,17,0,
#predictedHeads=13,7,6,5,6,7,1,9,7,9,10,1,0,15,13,17,13,22,18,19,22,17,0,
(2,4),(4,6),-0.0955733 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.51919 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),0.179892 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.5137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0601232 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0607377 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.07411 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.49398 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.406853 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.173359 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.113034 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.248881 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.201872 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.55414 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.303567 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.374015 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.498878 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.46974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.0377859 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0457176 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.235719 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.162496 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.78658 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.528248 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.439722 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.249451 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.220202 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.624109 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0622549 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.21127 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.337987 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0547972 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0463787 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.512777 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.229153 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.17796 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.114974 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.248249 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.264269 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.53946 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.551056 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.361841 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0283205 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.348117 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.184403 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.350548 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.263405 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-1.26223 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),0.284513 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.205945 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0306457 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.33525 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.129533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.551347 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.160896 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.371646 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.356587 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.242054 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.196081 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.341647 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-1.2739 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),0.276044 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.660273 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.80258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.0474339 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.0539609 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.253173 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.102224 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.116913 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-1.06492 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.523058 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.544522 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.254865 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-1.20702 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.551698 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.520574 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.283176 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),0.105749 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.516357 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.840084 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.494479 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.3102 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.455471 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.370425 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.284207 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),0.210466 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.416882 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.497597 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.172714 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.685841 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.819235 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.330661 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.423377 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.408965 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-1.42754 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.0875529 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.336447 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.257004 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.375222 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.4127 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.430934 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.252279 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),0.0954733 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.528143 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.293456 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.25989 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.330976 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-1.56527 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.653177 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.35239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.483359 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.40591 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.897969 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.864378 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.2136 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.54893 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.346554 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.22354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.47902 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.29571 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.795331 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.725806 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.08584 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.882465 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.978989 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.22508 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.10596 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.72365 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.235108 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.52854 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.28841 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.13591 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.75906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0811735 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.222321 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.316046 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.673382 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.75327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0118162 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.61483 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0717757 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.459904 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.337134 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.474202 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.739732 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.18434 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.68764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0564778 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.777658 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.105359 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.598003 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.269684 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.554627 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.601704 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.176819 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-1.04073 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.512148 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.141663 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.785133 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.747191 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.19155 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.72305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.0862508 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.0970121 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.110718 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.61074 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.198613 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.452822 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.529731 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.134945 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-1.331 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-1.1333 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.549426 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.145459 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.817267 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.32291 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.967476 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.872495 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.832758 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.643191 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.012731 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.94738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.555628 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.294138 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.808374 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.686212 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.831072 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.142718 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0716317 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.96661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.473378 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.192229 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.715709 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.07237 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.982003 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.965664 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.17905 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.636402 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.13914 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.81329 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.00864 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.01649 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0483255 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.53451 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.541129 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.177029 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.717909 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.10682 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.1171 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.329462 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.49736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.22272 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.573623 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.555989 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.369211 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.69959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0418592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.255338 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.568518 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.618216 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.583603 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.375331 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.7001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0389555 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.294494 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.211321 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.558865 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.585133 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.813203 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.665096 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.639149 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.413867 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.515739 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.515477 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.469333 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.982304 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.10283 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.81151 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.961769 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.24769 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.609547 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.476702 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.556395 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.633063 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.43983 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.350598 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.324259 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.553004 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0991706 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.18673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.625643 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.14076 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.488736 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.498673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.346584 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.37916 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.651845 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.53207 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.682902 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.33321 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.796192 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.167504 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.694386 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.28276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.620089 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.18023 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.71284 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.329519 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.811919 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.728914 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.27238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.690728 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.571916 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.63459 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.694083 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.13454 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.402582 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.57565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.690492 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.00401602 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0786534 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.00286684 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.13454 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.402582 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.57471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.22772 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.484683 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.123285 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.00172403 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.793472 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-1.22714 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-1.03647 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.394745 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.566284 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.83971 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.591402 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.556342 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0393937 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.281145 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.528599 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.30271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.733158 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.820538 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.33701 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.236392 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.763955 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.549026 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.01771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.484487 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.36495 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.258542 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.776102 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.155791 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.580206 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.13845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,9),-1.14473 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.457417 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.599593 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.077553 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0398458 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.20271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,9),-1.20899 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.660079 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.3952 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.594292 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.580459 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0279714 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.08005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.303615 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.209569 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0554587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0758428 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.432543 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.741875 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0839288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.13428 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.297454 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.544161 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.00588406 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.133251 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.00414141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.675189 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.356627 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.0916081 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.760808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.514478 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.316215 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.107429 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.65893 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.77901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.469693 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.117141 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.545867 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.448295 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.214557 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0513072 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.153478 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0075635 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.463186 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.484255 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.660945 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.465187 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.395902 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.819159 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,12),-1.08957 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.952554 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.24854 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.942669 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.683828 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.711998 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-1.0237 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.13561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.0261579 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),0.0469857 # DEPENDENCYPART_GRANDPAR
