# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(1,4),(1,11),-0.0136859 # DEPENDENCYPART_SIBL
(1,5),(1,6),0.336948 # DEPENDENCYPART_SIBL
(1,5),(1,7),0.969911 # DEPENDENCYPART_SIBL
(1,5),(1,8),0.0194834 # DEPENDENCYPART_SIBL
(1,5),(1,11),0.15531 # DEPENDENCYPART_SIBL
(1,6),(1,7),0.264774 # DEPENDENCYPART_SIBL
(1,6),(1,8),0.00982188 # DEPENDENCYPART_SIBL
(1,6),(1,11),-0.0118292 # DEPENDENCYPART_SIBL
(1,7),(1,8),-0.0209977 # DEPENDENCYPART_SIBL
(1,7),(1,11),-0.0538323 # DEPENDENCYPART_SIBL
(1,8),(1,11),-0.014633 # DEPENDENCYPART_SIBL
(2,1),(2,3),0.0772139 # DEPENDENCYPART_SIBL
(2,1),(2,4),0.0772175 # DEPENDENCYPART_SIBL
(2,1),(2,5),0.26172 # DEPENDENCYPART_SIBL
(2,1),(2,6),0.0833786 # DEPENDENCYPART_SIBL
(2,1),(2,7),0.336791 # DEPENDENCYPART_SIBL
(2,3),(2,4),-0.0606024 # DEPENDENCYPART_SIBL
(2,3),(2,5),-0.0279108 # DEPENDENCYPART_SIBL
(2,3),(2,6),-0.061613 # DEPENDENCYPART_SIBL
(2,3),(2,7),0.27099 # DEPENDENCYPART_SIBL
(2,4),(2,5),-0.0279613 # DEPENDENCYPART_SIBL
(2,4),(2,6),-0.0616046 # DEPENDENCYPART_SIBL
(2,4),(2,7),0.270884 # DEPENDENCYPART_SIBL
(2,5),(2,6),0.345611 # DEPENDENCYPART_SIBL
(2,5),(2,7),0.987054 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.283618 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0344262 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0759422 # DEPENDENCYPART_SIBL
(3,1),(3,5),0.26153 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0821034 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.336603 # DEPENDENCYPART_SIBL
(3,1),(3,8),0.0315329 # DEPENDENCYPART_SIBL
(3,1),(3,10),0.0636705 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0124758 # DEPENDENCYPART_SIBL
(3,2),(3,5),0.144105 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.0186369 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.216237 # DEPENDENCYPART_SIBL
(3,2),(3,8),-0.000728048 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.0259045 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.0286727 # DEPENDENCYPART_SIBL
(3,4),(3,6),-0.0613471 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.270196 # DEPENDENCYPART_SIBL
(3,4),(3,8),0.0102555 # DEPENDENCYPART_SIBL
(3,4),(3,10),-0.0384574 # DEPENDENCYPART_SIBL
(3,5),(3,6),0.345298 # DEPENDENCYPART_SIBL
(3,5),(3,7),0.985353 # DEPENDENCYPART_SIBL
(3,5),(3,8),0.0243136 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.0357433 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.282929 # DEPENDENCYPART_SIBL
(3,6),(3,8),0.0143247 # DEPENDENCYPART_SIBL
(3,6),(3,10),-0.0323966 # DEPENDENCYPART_SIBL
(3,7),(3,8),-0.0188077 # DEPENDENCYPART_SIBL
(3,7),(3,10),-0.177252 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.00957734 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0344261 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0486915 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.259271 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0808472 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.333548 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.031589 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0735525 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0618307 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.0177242 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0368612 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.00771524 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.141846 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0173807 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.213181 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.000671982 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0100861 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.0277443 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0210401 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.00460025 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.142469 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0304853 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.213804 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.00155786 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0231907 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0280763 # DEPENDENCYPART_SIBL
(4,3),(4,11),-0.0185536 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.00683009 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.334869 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.948392 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0154592 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.331804 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.00790043 # DEPENDENCYPART_SIBL
(4,5),(4,11),0.151052 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0161485 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.258578 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0111882 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0687116 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0480994 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0106086 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0123351 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0273729 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0847722 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.203218 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0604321 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0266836 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00446741 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0190685 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0146085 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.260716 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0595438 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0160601 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0013823 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0583223 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0233934 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.00332925 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0986196 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0886949 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.088657 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.163438 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.443171 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0152067 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.159258 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0611544 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0051739 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.0209882 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.101687 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.101649 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.156298 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.418118 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0253576 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.152118 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0475332 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00194512 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0311391 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.101205 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.166822 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.419631 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0278296 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.162642 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0486741 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.00165931 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.033611 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.155562 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.396483 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0200261 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.151382 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0304726 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.00614453 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0258075 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.494833 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0944111 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00527216 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00610522 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0913759 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0953331 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.142728 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0955109 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0757551 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0589975 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.142962 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0302104 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0116021 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0388481 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.342316 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0224146 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0833173 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0787971 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0481964 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0716552 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0345717 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0344261 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0486916 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0478459 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00324606 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.335462 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0319704 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0761228 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00771536 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00686963 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0151913 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.215095 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.000290519 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0126564 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0133297 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0119701 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.216126 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00232143 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.026499 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.00918889 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.208983 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.000531702 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0181118 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.541445 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0676953 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0046272 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0180337 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0729485 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00361279 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.169461 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.16254 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.162242 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.103322 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.159109 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0701395 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00958746 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0274794 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0236767 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0136794 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0225666 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0317494 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0320269 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0317598 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.018572 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0298937 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0274794 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.0582357 # DEPENDENCYPART_SIBL
(8,1),(8,30),-0.00759148 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.172193 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.171894 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.098171 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.168762 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0752903 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0337544 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00350693 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0341309 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0168585 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0467336 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0559164 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0561938 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0559268 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.00928573 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0540607 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.00350693 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.068098 # DEPENDENCYPART_SIBL
(8,2),(8,30),-0.0226357 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.169293 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0966315 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.16616 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0768299 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0248619 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00386278 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0330979 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0154589 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.037841 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0470238 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0473013 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0470342 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0095145 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0451681 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.00386278 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.0646985 # DEPENDENCYPART_SIBL
(8,3),(8,30),-0.0224094 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0925249 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.160297 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0815183 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0255189 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00529713 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0313886 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0137482 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0384981 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0476809 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0479583 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0476941 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0111834 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0458251 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.00529713 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.069992 # DEPENDENCYPART_SIBL
(8,4),(8,30),-0.0207405 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0282648 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0233103 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00302538 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0219141 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00187835 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0376012 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.014696 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0110417 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0110949 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0110551 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0391713 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.018579 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0219141 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0245514 # DEPENDENCYPART_SIBL
(8,5),(8,30),0.0507154 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.079362 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0361495 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00642236 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0378683 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0220398 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0503463 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0583114 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0585889 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0583218 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0015066 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0564557 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.00642236 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0608446 # DEPENDENCYPART_SIBL
(8,6),(8,30),-0.0296142 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0569174 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.1427 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0484607 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00994317 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0694853 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0649337 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0649868 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0649471 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0418273 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0696812 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.1427 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.00227722 # DEPENDENCYPART_SIBL
(8,7),(8,30),0.0167733 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.052865 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0672384 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0691931 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.147219 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.167631 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.167662 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.167632 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0240656 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.173406 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.052865 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0681521 # DEPENDENCYPART_SIBL
(8,9),(8,30),-0.00183131 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0475179 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0996116 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.108481 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.106167 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.10617 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.106378 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.112859 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.117356 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.124458 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.037542 # DEPENDENCYPART_SIBL
(8,10),(8,30),-0.151847 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00913297 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.029641 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0334619 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0334586 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0334609 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0522658 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.023146 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0418102 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0155108 # DEPENDENCYPART_SIBL
(8,11),(8,30),-0.0200506 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0285786 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0341682 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0341649 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0341672 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0297496 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0283808 # DEPENDENCYPART_SIBL
(8,13),(8,23),2.51973e-05 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.0167741 # DEPENDENCYPART_SIBL
(8,13),(8,30),0.0401508 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.135008 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.135039 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.135009 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.036014 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.140782 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0566716 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0435943 # DEPENDENCYPART_SIBL
(8,15),(8,30),0.0207491 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.109322 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.109292 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0202123 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.115065 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0103663 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0156313 # DEPENDENCYPART_SIBL
(8,16),(8,30),0.0449049 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.110278 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0221699 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.116052 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0104056 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0156358 # DEPENDENCYPART_SIBL
(8,17),(8,30),0.0444164 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0342116 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.115066 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0103672 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0156321 # DEPENDENCYPART_SIBL
(8,18),(8,30),0.0519041 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0395336 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.00723572 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.00857619 # DEPENDENCYPART_SIBL
(8,19),(8,30),-0.0591737 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0304035 # DEPENDENCYPART_SIBL
(8,22),(8,24),-0.0175638 # DEPENDENCYPART_SIBL
(8,22),(8,30),0.0600652 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.037542 # DEPENDENCYPART_SIBL
(8,23),(8,30),-0.151847 # DEPENDENCYPART_SIBL
(8,24),(8,30),-0.0464949 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0654333 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0249942 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0208369 # DEPENDENCYPART_SIBL
(9,10),(9,35),-0.0208369 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0115466 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00876452 # DEPENDENCYPART_SIBL
(9,11),(9,35),-0.00876452 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.197853 # DEPENDENCYPART_SIBL
(9,12),(9,35),-0.197853 # DEPENDENCYPART_SIBL
(9,13),(9,35),-0.26223 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0115183 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0235283 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0269319 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.205431 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0258926 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0204683 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.142974 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.132046 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0225988 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0054769 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.142068 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0257399 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0108514 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.014255 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.203589 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0132158 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0186269 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.144237 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.119369 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0261776 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00970984 # DEPENDENCYPART_SIBL
