# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(4,3),(3,2),-0.151399 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.80486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.564665 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.312968 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.187687 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.402154 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.279043 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.658291 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.35734 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.812895 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.23215 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.265274 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.184563 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.633658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.259608 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.16607 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.427266 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.110147 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.115141 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.085715 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.00358204 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.0994512 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.25053 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.969315 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.0917899 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.3617 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.26472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.975726 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0261623 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.482932 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.020798 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.219192 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.251122 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.14349 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.761523 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.370845 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.01336 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.944584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.03625 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.371423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0712795 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0976671 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.753852 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),0.227802 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.26412 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.12634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.902895 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.728016 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.310882 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0668389 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.184438 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0663773 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0475768 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.408235 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.331219 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.0131701 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.956841 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.119256 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.585368 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.95088 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.864475 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.469742 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.429278 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0917411 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0112392 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.19986 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.969315 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.3617 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.26472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.975726 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.499908 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.181435 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0420685 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0618165 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.11996 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.14349 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.491299 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.761523 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.041546 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.103985 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.01336 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.387219 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.341356 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.330048 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0260999 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0399765 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.859001 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),0.202955 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.487528 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.857816 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.758853 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.517528 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),0.396456 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.09887 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.16779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.890905 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.544793 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.309058 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.108412 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0558359 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0791383 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.19947 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.139406 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.106119 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.344746 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0158133 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.93654 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.164114 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.565066 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.933306 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.844172 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.469864 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.345959 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.0983908 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.465187 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.362504 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.557775 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.342663 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.188274 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.608913 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.128824 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),0.201578 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.56156 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),0.338189 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.19206 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.533237 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.142115 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.191896 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.685209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.163433 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.01299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,10),-0.0520872 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.549591 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.153691 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-1.0443 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.93938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.118231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),0.201167 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.195096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.516274 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.1001 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.0795443 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),0.00211888 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.589571 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.2779 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.35865 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-2.28801 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.03552 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.86795 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.02525 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.865974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.582838 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.316128 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0549493 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.615674 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.396874 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.302127 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.565737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.93201 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.72066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.87901 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.06523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.616305 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.422571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.431334 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-2.01497 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.896777 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.81961 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.977641 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.859907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),1.13144 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),1.30327 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0313974 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.696384 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.064519 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.424447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.794195 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.810485 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),0.297445 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.484078 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.0352122 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.246764 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),0.139374 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),0.0506047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.689417 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.805921 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.433821 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.202124 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.679232 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0816935 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.182142 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.680169 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0304573 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-2.28801 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.86795 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.02525 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.865974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.991812 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.839088 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.84878 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0975429 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.592428 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.302127 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.921843 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.565737 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.00850473 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.0640233 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.72066 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.796009 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.6296 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.102448 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.365564 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.0242496 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.902434 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.0514765 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.66512 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.289438 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.354953 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.96557 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.869959 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.79372 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.951783 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.846122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),1.11337 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),1.37112 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.683788 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.00722744 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.728589 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.131496 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),1.09041 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.197988 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.794977 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.25799 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.467264 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.0490768 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.22995 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.153462 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),0.0674207 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-2.11442 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-1.93858 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-1.09583 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.996123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.810118 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.785314 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.647297 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.166603 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.171752 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.504602 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.350335 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.880263 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.867991 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.132161 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.925917 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.466059 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.0994649 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.167495 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-1.00767 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.165216 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.206078 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.22309 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.00436905 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.833839 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0416976 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0936709 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.161122 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0257103 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.27855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.750494 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.922353 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.823914 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.10664 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.10236 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.843813 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.43144 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.145804 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0938687 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.335026 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0550609 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.27524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.746424 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.920057 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.820053 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.10332 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.09829 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.842977 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.35657 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.49208 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.41687 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.239925 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.160659 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.342477 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.40934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.694098 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.963045 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.78606 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.834284 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.23743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.04596 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.843769 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.06366 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.96013 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.864982 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.902826 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.785556 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.74629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.384572 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.384415 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.24453 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.720893 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.07912 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.11664 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.06731 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.60132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0534876 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0452462 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.194828 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.561436 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.330031 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.572414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.135203 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.380691 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.494777 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.304531 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.357809 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.441041 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.382218 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.70143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.255737 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.379743 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.662069 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.220307 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.186102 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.537399 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0710206 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.566145 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.29501 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.00387 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.04094 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.12073 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.64049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.401526 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.24076 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.435578 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.285641 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.603217 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.732327 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.157473 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.677204 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.446143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.864982 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),-0.255539 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.194857 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.248788 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.574377 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.726197 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.817852 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.464938 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.680884 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.766512 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.697729 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-1.17458 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.684329 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.04735 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.0849 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.997361 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.63079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),-0.0532498 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.0648257 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.255084 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0904177 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.458874 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.405117 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0987445 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.55781 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.395476 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.506963 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.23881 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.369995 # DEPENDENCYPART_GRANDPAR
