# _root_ Se Zlínem jsem loni uhrál v Ostravě bezbrankovou remízu , proto si myslím , že ani s Brnem nejsem bez šancí .
#goldHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
#predictedHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
(5,3),(3,5),-2.2682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.255182 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.864378 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.464052 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.174187 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.555355 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.699617 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.790022 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.668531 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.265189 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.211233 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0644664 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.043954 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.36866 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.717025 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),0.135515 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.347612 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.497264 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.153523 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.470728 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.000872587 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.3237 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0517476 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.286801 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.291171 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),0.0986698 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.3167 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.226684 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.475688 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.295448 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.325807 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.172797 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.346813 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.499649 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.103747 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.254222 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.00195087 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.323171 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.049673 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.287331 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.230627 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.959121 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.72003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.250498 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.439283 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.270579 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.250561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.420797 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.745598 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.264657 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.060779 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.37328 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-1.03268 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.516207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.280929 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.44608 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.03149 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.621078 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.53946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.238254 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.595067 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.29497 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.106305 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.23967 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.594246 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.171466 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.128696 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.0800034 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.285709 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.330019 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.457511 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.66994 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.518212 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),0.0464755 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.14166 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.699472 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.450208 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.61928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.126221 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.520532 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.256238 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.186382 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.359756 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.160838 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.47576 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0700255 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.148156 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.247365 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.376662 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.602761 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.64231 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.959121 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.72003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),-0.439283 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.243802 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.596185 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.37328 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.388022 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-1.03268 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.516207 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-1.06641 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.74715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,9),-0.0149078 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.450509 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.305198 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.249677 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.337333 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.251736 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.377161 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.194063 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.708383 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.445709 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.272966 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.38025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.427078 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.283705 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.445785 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.117764 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.170529 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.48616 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.26861 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-1.81401 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.451859 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.615011 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-1.57488 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.493585 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.0587772 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.103322 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.68593 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-1.45342 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),0.0523064 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.695773 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.445804 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-1.64382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.115383 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.531306 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.282623 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.175608 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.193984 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.538476 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.154477 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.123667 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),0.348905 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.13814 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.376144 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-2.04092 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.652471 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-1.77287 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.555197 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-1.62128 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-1.41587 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.479718 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.54781 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.601566 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.06813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.516438 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.366535 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.024886 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.135776 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.268795 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.146534 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.461233 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.65224 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.783856 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.26286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),2.03986 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.399892 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.282435 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.420571 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.60978 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.06675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),2.53112 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.610561 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0245031 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.135657 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.269815 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.146415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.611835 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-1.1225 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.63404 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.529928 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.51016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.840408 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.80369 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.11587 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.884257 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.943419 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.11738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.169494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.172418 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.17323 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.709923 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.00097 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.795803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.23183 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0853275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.328241 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.178436 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.28189 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.791498 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.27071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-2.67911 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.10937 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.11397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.205932 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.416359 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.269787 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.357585 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.452501 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.277502 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.369281 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.977707 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.431776 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.23549 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-2.37127 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.32039 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.904725 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-2.74058 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.06253 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.52035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.216296 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.813334 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.135635 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.693984 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.234031 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.196175 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.337504 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.410082 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.420304 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.856206 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.525052 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.856914 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.1803 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-2.23949 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.19831 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.923051 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-2.60659 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.09952 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.16568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.181023 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.45499 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.320461 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.198936 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.586151 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0081621 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.298466 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.367268 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.388114 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.811587 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.404673 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-1.35896 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-2.77916 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.82267 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.465165 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.163653 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.141158 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.136846 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.32925 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.394416 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.590108 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.494399 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.758194 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.341578 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.352633 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.0474025 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.984718 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.410778 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.338098 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.328985 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0267325 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.27095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.899487 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.271712 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.227126 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.303234 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.840387 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.729751 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.467462 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.11295 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.752994 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.657597 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.640425 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.789956 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.97902 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.51514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.173179 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.111719 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.5449 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.325333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.666779 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.780362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.4432 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.943895 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.641961 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.17869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.79533 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.959051 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.90149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.229988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.166297 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.298871 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.501073 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.153692 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.333395 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.420521 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.109022 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.634215 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.344337 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.440014 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.966523 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.20131 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),-0.277079 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.246165 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0721321 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.617497 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.154389 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.4324 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.148286 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.460746 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.378982 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.444589 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.415691 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.835087 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.216497 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.275748 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.65092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.371784 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.631686 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.329822 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.214417 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.41569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.588566 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.516406 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.593891 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.640782 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.960368 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.186447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.468314 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0619414 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.00062836 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.37897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.437051 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.531932 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.57587 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-2.64319 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.941541 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.66878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.842 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.26197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.116924 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0621521 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.461705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.215746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.364936 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.651803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.485688 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.0168 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.72681 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.62554 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.00265 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-2.70466 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.894704 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.47874 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.841501 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.66168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.418058 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.709014 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0579085 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.210256 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.279251 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.40924 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.433705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.533795 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.582393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.802654 # DEPENDENCYPART_GRANDPAR
