# _root_ Šest členů prezídia proto tlačí na odvolání Tomáše Ježka a prosazuje , aby se na jeho místo dostal úředník , který na FNM udělá pořádek .
#goldHeads=10,1,2,10,10,5,6,9,7,0,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
#predictedHeads=4,1,2,0,10,5,6,9,7,4,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
(0,12),(12,24),0.122835 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.0206153 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.696294 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.934005 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0811972 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.267482 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.0289666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.518397 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.993304 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.276908 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.721325 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.596296 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.596874 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.381595 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.123681 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.0591986 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.412941 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0878338 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.303823 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.0899182 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.352291 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.610374 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.136893 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0150469 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.223617 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.216343 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.118639 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.334865 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.616507 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.624029 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.301257 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.51102 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.278803 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.545389 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.199742 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.481153 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.164617 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.0270061 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.762604 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.0665464 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.560232 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.197774 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.122835 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.534872 # DEPENDENCYPART_GRANDPAR
(0,24),(24,2),-0.0169181 # DEPENDENCYPART_GRANDPAR
(0,24),(24,4),0.160162 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),0.354323 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),0.065547 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),-0.171814 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-0.142149 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.115924 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),-0.305059 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.581748 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.103602 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.422135 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.457451 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-1.85417 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.383536 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.667921 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.388009 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),0.128559 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.38635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.23448 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0797397 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.113375 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.212304 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.203012 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.198503 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.13336 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.192608 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.38776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.506579 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0952717 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.128464 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.35914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.253884 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.028832 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.212575 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.274738 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.301587 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.11308 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0401773 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.306744 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.298613 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.222379 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.197374 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.445187 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.282262 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.26656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.477765 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.199564 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0139232 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.246854 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.254669 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.153656 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0830563 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.360524 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.348111 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.223387 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.217318 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.161038 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.507006 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.0741172 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.28327 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.96631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.145229 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.24159 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.995275 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.26823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.732935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0470094 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.348606 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.27654 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.42482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.391977 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.411724 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.32797 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.7429 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.787056 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.655916 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0781901 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.640744 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0989564 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.331587 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.991767 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.000508007 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.25391 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.04183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.785328 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.198084 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.170229 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.360456 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.411259 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.274058 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0308057 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.577992 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0912346 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.269451 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.677607 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.940576 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.956589 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),0.189683 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.326644 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.383989 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.10127 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0751278 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.98499 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.835445 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.00832172 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.567015 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.303893 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),1.10435 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0767285 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.329269 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.844981 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.00592255 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.576795 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.304153 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.946395 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.71906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),1.11553 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.561352 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0799344 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.318087 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.356591 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.35782 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.22036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.58802 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.211579 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.183158 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.211812 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.838032 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.900603 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.757842 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.589832 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.161018 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.273021 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.799017 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.939868 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-1.15016 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.0625694 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.813633 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.120049 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.10772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.298803 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.06359 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.554952 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.32942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.35123 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.13776 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.02689 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-2.04922 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.86243 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.81927 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.961519 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.17277 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.27282 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.57081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.482954 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.514955 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.994737 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.794437 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.762647 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.380003 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.737197 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.642565 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.620343 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-1.22603 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.616021 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.15014 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.14003 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.18758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.132436 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.358793 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.614907 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.421254 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.383403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.336635 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.682628 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.460859 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.562223 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.775157 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-1.18302 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-1.20961 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.434315 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.285114 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.178954 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.154579 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0584337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.204506 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.48458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.0726759 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.668045 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.801486 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.816993 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.979251 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.371146 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0397968 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0371478 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.48458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0726759 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.101213 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.103807 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.00244246 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.964493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0308951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0980927 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.119752 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.283428 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.210991 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.195386 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.297399 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.11479 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.602359 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.103449 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.420447 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.247862 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.197995 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.221497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0199847 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0279733 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.355808 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.511177 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0317922 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.00156913 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.366763 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.552389 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0309599 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0674298 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.511961 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.039503 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.00343824 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.361681 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.09043 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.446079 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.552389 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.982181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.0309756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0627394 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.070249 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.310504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.253861 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.360164 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.16323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.539941 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.243302 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.33078 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.357256 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.512212 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.301884 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.38644 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.300778 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.800037 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),0.245669 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.551473 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.336902 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),0.283444 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.102027 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.102993 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.00325621 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.969724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.657535 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0294933 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.107074 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.117052 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.275129 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.215868 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.288819 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.119564 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.581416 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.627478 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.219465 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.0960695 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.423432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.857997 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),0.151875 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.361743 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0138435 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.258727 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),0.13442 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),0.192997 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.573544 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.443048 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.621328 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.084551 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.120687 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0815068 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.899285 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.491264 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.189111 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.662924 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.362258 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-1.1298 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),0.219718 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.100202 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),0.115612 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),0.00936283 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.966997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.682972 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.00511042 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.0670719 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.225149 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.203981 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.236486 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.32397 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.143232 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.516851 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.638364 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.676462 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.247814 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.362412 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.211577 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.769541 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.535915 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),0.201347 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.4225 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.361743 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.216927 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.680499 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.115646 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.796303 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.947413 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),0.192997 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.696595 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.120859 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.166896 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.125359 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.92042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),0.0985662 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.107792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0171876 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.97856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.381714 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.0224338 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.756061 # DEPENDENCYPART_GRANDPAR
