# _root_ Návrh si klade za cíl vytvoření " demokratického , laického a decentralizovaného státu " , který by zaručil všem národům stejná práva .
#goldHeads=3,3,0,3,4,3,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
#predictedHeads=3,3,0,3,4,5,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
(1,11),(11,10),-0.511154 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.334144 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.143682 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.411921 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.207455 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.296131 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.788894 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.935556 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.595527 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-1.08927 # DEPENDENCYPART_GRANDPAR
(1,13),(13,2),0.226082 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.0631587 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.101729 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.211416 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.28932 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.28237 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.627714 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.485479 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),0.243463 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.326696 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.990823 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-1.32764 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-1.40046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.177815 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.365482 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.158313 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.671675 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.679921 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.367041 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.697103 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.234151 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-1.03548 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.0312065 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.643902 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),0.0272681 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),0.971291 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),0.539391 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.741376 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.58733 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-1.27371 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.39926 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-0.990597 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.486867 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.1341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.291081 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.0836724 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),0.0645055 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.888345 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.04107 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.31735 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.534129 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.446511 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.21003 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.133525 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.563826 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.493153 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.261608 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.182427 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.21056 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.447976 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.560753 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.44222 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.215448 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.399669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.20765 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.675211 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0911962 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-1.22213 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0720561 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.28414 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.445784 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.550537 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.332924 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.456195 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.07306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.558595 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.504429 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.204295 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.410314 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.187183 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.685857 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0990028 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-1.23277 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0665985 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.272987 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.369006 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.458278 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.541058 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.100362 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.70661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.299383 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0569704 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0405605 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.821531 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.356592 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-1.0976 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.219225 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.471678 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.420563 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.538415 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-1.08151 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.7023 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.816058 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),0.186564 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.580487 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.4411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.42332 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.171296 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.165354 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.331056 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.363076 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.908819 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.24987 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.258682 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.369014 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.544899 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.488004 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.603324 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.370563 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.69538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.348959 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.204785 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.188233 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.276873 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.845256 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.981874 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-1.52881 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.296443 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.339872 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.541795 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-1.26836 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.64088 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.61465 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.358057 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.355865 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),0.0924275 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.57009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.503761 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.231111 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.21891 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.277417 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.782283 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.155981 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-1.05849 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-1.21114 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0628636 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.301037 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.361716 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.799813 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.283047 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.836891 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.382144 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.337628 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),0.456603 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.117928 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.348287 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.222732 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.621248 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.163537 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-1.16821 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.263171 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.880845 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.433673 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.521845 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.841628 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.70661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,13),-0.478044 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.538415 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-1.08151 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.808462 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.370563 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.69538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,9),0.0111158 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.345564 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-1.26836 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.817912 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.526119 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-1.15223 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.64088 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.474879 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.87133 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.481785 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.830094 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.403955 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.327849 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.847145 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.4576 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.237182 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.7992 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.329109 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.413144 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.163945 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.59687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.774564 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),0.262947 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.574067 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.912144 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.06368 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.453692 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.28994 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.887573 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.66453 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.41197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.814519 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0202705 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0802399 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0513203 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.231401 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.121565 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.747084 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.718256 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.507674 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.382119 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.35285 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.73367 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.662084 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.321351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.41487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.86108 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0330904 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0966811 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0341016 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.247842 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.102435 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.763525 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.69364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.494854 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.31323 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.381856 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.34437 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-2.00486 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.52178 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.59728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.30363 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.784503 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.474967 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.098711 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.626472 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.185741 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.629338 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.615377 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.37784 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.646877 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.895251 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.15198 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.74707 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.699787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.421051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.42135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.53251 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),1.0217 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0428211 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.19588 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.657433 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.297764 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.610434 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.643884 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.475009 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.875143 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.132661 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.86186 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.810274 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.573228 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.52212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),1.46258 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.944605 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0805388 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.725109 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.129222 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.876594 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.682275 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.156166 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.471888 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.354806 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.528365 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.0914214 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.463526 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),0.667106 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.564638 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.955583 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.7176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.782762 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.02401 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.901781 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.968493 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-2.33525 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.45958 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-2.11676 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.944123 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.06799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0885619 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0651782 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.326267 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.2007 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.264144 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.811718 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0692456 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.319658 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.314503 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.384529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-1.145 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-2.4221 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-2.12691 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.00047 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.61792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.312319 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.287403 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.485243 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.553593 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.408697 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0203962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.534333 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.47348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.704367 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-1.0553 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.979621 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-2.29849 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.37789 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-2.10445 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.960321 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.37498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.56346 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.123884 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.169849 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.353575 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.15518 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.592814 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.271454 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.158085 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.435897 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.361992 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-2.59075 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-2.20921 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.06655 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.36989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.560261 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.132719 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.139496 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.118956 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.729984 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.262084 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.339796 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.352286 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.555199 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.697133 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0538932 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0769518 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-2.52168 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.56495 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-2.39181 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.11843 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.57111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.361895 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.216675 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.051327 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.111114 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.322423 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.446408 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.43634 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.289507 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.155353 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.373622 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.595926 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.890531 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.510337 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.916642 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.45651 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.166729 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.160419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0355418 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.108756 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.18943 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.719789 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.350319 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.121403 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.397006 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-1.16148 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-1.27349 # DEPENDENCYPART_GRANDPAR
