# _root_ ( Herečky navíc údajně strávily tři týdny speciálním výcvikem na ranči , kde se učily jezdit na koních , zacházet se zbraněmi a dokonce i žvýkat tabák . )
#goldHeads=5,5,5,5,0,7,5,9,5,5,10,15,15,15,11,23,16,17,23,23,20,21,15,26,26,23,26,0,5,
#predictedHeads=5,5,5,5,0,7,5,9,5,9,10,15,15,16,11,15,16,17,15,23,20,21,19,26,26,23,26,0,5,
(5,2),(5,11),-0.0425245 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.00325982 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0343509 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0156796 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0189449 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.00325982 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0630702 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.000102144 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.105514 # DEPENDENCYPART_SIBL
(5,2),(5,29),0.00106722 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0653236 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0348734 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.083021 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.00551934 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0792491 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0954174 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0792491 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0233547 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.00534395 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0271373 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0954174 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0233547 # DEPENDENCYPART_SIBL
(5,3),(5,21),0.0499117 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0263176 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0852046 # DEPENDENCYPART_SIBL
(5,3),(5,29),0.0183136 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0260601 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00889362 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0281889 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.012666 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0664879 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.012666 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0283957 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0198549 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0326276 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0664879 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0283957 # DEPENDENCYPART_SIBL
(5,4),(5,21),0.0169128 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0154149 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.105305 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.0127726 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0798478 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0491213 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0765253 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0143942 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0765253 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0287442 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0196361 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0176131 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0143942 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0287442 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.074166 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.124752 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.0361996 # DEPENDENCYPART_SIBL
(5,6),(5,29),0.0824727 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0168388 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.113929 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0231447 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.113929 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0137083 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00560257 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.016383 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0231447 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0137083 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.004071 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.248272 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0431716 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0447571 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.107112 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0184816 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.107112 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0493903 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0789657 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0506334 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0184816 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0493903 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0993968 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0674808 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0954321 # DEPENDENCYPART_SIBL
(5,8),(5,29),-0.0122838 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0245247 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.113629 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0126846 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.00530428 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.01606 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0245247 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0126846 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.00491625 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.247974 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0428733 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.0454793 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0261374 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0111054 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0129656 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.097791 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0767264 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0111054 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0544805 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.199636 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.046107 # DEPENDENCYPART_SIBL
(5,10),(5,29),0.0380257 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0126846 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00530428 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.01606 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0245247 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0126846 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.00491625 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.247974 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0428733 # DEPENDENCYPART_SIBL
(5,11),(5,29),0.0454793 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0343313 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0995844 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.111434 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.124158 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.165951 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.139006 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0616893 # DEPENDENCYPART_SIBL
(5,12),(5,29),-0.0830304 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0002808 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0625312 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0491777 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0488589 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0829787 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0457506 # DEPENDENCYPART_SIBL
(5,13),(5,29),0.0048731 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0311754 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.000347453 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.00492735 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.140642 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0124223 # DEPENDENCYPART_SIBL
(5,15),(5,29),0.078721 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0111054 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0544805 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.199636 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.046107 # DEPENDENCYPART_SIBL
(5,17),(5,29),0.0380257 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.165951 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.139006 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.0616893 # DEPENDENCYPART_SIBL
(5,19),(5,29),-0.0830304 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.123182 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.0829521 # DEPENDENCYPART_SIBL
(5,21),(5,29),0.0743384 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.0499864 # DEPENDENCYPART_SIBL
(5,23),(5,29),0.010905 # DEPENDENCYPART_SIBL
(5,24),(5,29),-0.0344344 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00755329 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0346938 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0179081 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0354074 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00113519 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0176306 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.000422208 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0192095 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.08028 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0701663 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.00590046 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0244355 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.262405 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0386254 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00616557 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0195329 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.111882 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0195329 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0281372 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0082709 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0143567 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0134421 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.271881 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.137835 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0633409 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0282292 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.11889 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0282292 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0100065 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0652261 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0655538 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.281545 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.176762 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0513029 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0410986 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.104809 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0410986 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00665336 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0324664 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0327941 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.137597 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.117907 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0674022 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.146703 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0674022 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0489633 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0166959 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0231846 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0200651 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00766977 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.113894 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00766977 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0293298 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0266394 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0266287 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0280168 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0189217 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0280168 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0146494 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.00789198 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.00641706 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.104764 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0600293 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.010762 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0116568 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.00705227 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.031453 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0588485 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0093455 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0155328 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.010762 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0116568 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00705227 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0171594 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.00925773 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.261031 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0727331 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.138638 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0285661 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0318586 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0285661 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.136997 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.015048 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0443836 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.015048 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00322961 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0984078 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00322961 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.010472 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.109747 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0363205 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0469365 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.102853 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0961889 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0181612 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0342104 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0341997 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0102372 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.117449 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0191425 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00659358 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0126794 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0692722 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00109812 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00915684 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00914805 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0314621 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00934919 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0155365 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0116568 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00705227 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.261031 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.262709 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.102853 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0432688 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0858756 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0217587 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0342104 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0341997 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0342103 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0436309 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0177097 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0092147 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00590289 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00915684 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00914805 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00915644 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0069399 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0108807 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0875712 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.10741 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.107987 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.109367 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0329789 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0586666 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0141743 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0156511 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0141806 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0766533 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0171594 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00925773 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0171668 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.107502 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.261031 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.259564 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.250246 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.259564 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.246728 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.251678 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.216449 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0528672 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0834602 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.106511 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.086103 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.129997 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.086103 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0857505 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.177585 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.18322 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0918674 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.170098 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0262785 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0305976 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0529109 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0734973 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0498117 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0542673 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0498117 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.115867 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.66662 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.673117 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0384604 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.665741 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0566247 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0104628 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0431336 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.00848068 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.107914 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.00848068 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0508692 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0101311 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0101322 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0491679 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0101353 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0752478 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0282933 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0103002 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0157681 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0103002 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0260331 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.008081 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0141753 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00385733 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0091754 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.00860314 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0127103 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0379011 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0127103 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0180466 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0112298 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.01123 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0313935 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0112341 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.00379497 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0148081 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0110567 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0208018 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.014972 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0210664 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00930883 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0160664 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.013581 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0281885 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0202441 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0291691 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0297381 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.000907507 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0311301 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.00436546 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0208018 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.014972 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0210664 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00930883 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0160664 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.013581 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0769332 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0675566 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0226075 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0769338 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0889662 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.362465 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0471175 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.362467 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.162398 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0446659 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.362467 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.15888 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0429737 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0306044 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.16383 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0429244 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0433381 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0429244 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.377831 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.000838089 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0631665 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0269976 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.20832 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0961007 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0565933 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0618312 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0579234 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.20832 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0961007 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.105588 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0220063 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0010301 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0373727 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.014906 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0554814 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0185135 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0204621 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0220299 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0327618 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0220299 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.177995 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.349443 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0246281 # DEPENDENCYPART_SIBL
