# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,8,25,24,22,21,25,26,27,30,26,30,31,34,32,0,
(4,11),(4,20),0.0197418 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0870063 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.160736 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.073903 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0304516 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.0329351 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.124507 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.120095 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.101316 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0882672 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0683002 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0163095 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00885948 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0826589 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0523286 # DEPENDENCYPART_SIBL
(5,1),(5,21),0.00950618 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0581397 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0427271 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0446144 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0642937 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.117357 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0919959 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0278176 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0496902 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.137331 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0734074 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.10144 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0382737 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0882449 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0700815 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0834578 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.114955 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0152428 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0894605 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0711085 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.078185 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0149472 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.132622 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0724132 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.121794 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.175401 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.162072 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.403401 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0930557 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.044516 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0147054 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.113162 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0732595 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0334969 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.100539 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0234458 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0706167 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00139729 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0484555 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.01007 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0308622 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0103262 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0169882 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0125084 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0767517 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0711799 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.113914 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0534665 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.000385196 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0261719 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0176895 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0106936 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.070941 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00719696 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00922467 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.100078 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.106846 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0108601 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.672122 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0837567 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0259521 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.600955 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0336908 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0112263 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0604075 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00166274 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.140884 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0417577 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.111488 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.19805 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.125034 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0265178 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.00142487 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.139923 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.125935 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.36449 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.266385 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.2011 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.269735 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.137609 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.104363 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0970181 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.143426 # DEPENDENCYPART_SIBL
(8,4),(8,26),-0.13887 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.364224 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.213297 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0413649 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00625765 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0681205 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0733479 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0115748 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0158107 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0796486 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.516705 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.49332 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0413766 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.416821 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.45056 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.49332 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.538801 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.523034 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0535072 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.342507 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.507975 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.525617 # DEPENDENCYPART_SIBL
(8,13),(8,14),-1.13458 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0504388 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.817515 # DEPENDENCYPART_SIBL
(8,13),(8,25),-1.11866 # DEPENDENCYPART_SIBL
(8,13),(8,26),-1.13458 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.00170439 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.816395 # DEPENDENCYPART_SIBL
(8,14),(8,25),-1.10435 # DEPENDENCYPART_SIBL
(8,14),(8,26),-1.12027 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.344411 # DEPENDENCYPART_SIBL
(8,20),(8,25),-0.443441 # DEPENDENCYPART_SIBL
(8,20),(8,26),-0.466142 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.387927 # DEPENDENCYPART_SIBL
(8,21),(8,26),-0.405601 # DEPENDENCYPART_SIBL
(8,25),(8,26),-1.15144 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0252284 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00547897 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0215959 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.043514 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00547208 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0201581 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0224546 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0614301 # DEPENDENCYPART_SIBL
(10,6),(10,26),0.0193891 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0921966 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0185686 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0642692 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0045137 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00811484 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0141938 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0017523 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.0020048 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.129029 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.125674 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.181468 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.129621 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.149091 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.115969 # DEPENDENCYPART_SIBL
(10,8),(10,26),-0.128149 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0889064 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0588137 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0403455 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0233248 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0830041 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0253761 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0143358 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.010043 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0764569 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0240949 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.00401792 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0102481 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.139828 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0207055 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.00710717 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0572915 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0226181 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.26293 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0773811 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.0316058 # DEPENDENCYPART_SIBL
(10,17),(10,26),-0.0230692 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.301266 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.020539 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0313532 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0793619 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0852833 # DEPENDENCYPART_SIBL
(11,12),(11,16),-1.34046 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0222532 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.184486 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0107677 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.117786 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.111821 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0400286 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.048759 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00343478 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0886262 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0359787 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.000531709 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0219633 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0563453 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.289549 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0293189 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0799575 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0357102 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0157127 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0310924 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.169579 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0343647 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.175101 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.060557 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.153794 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.382641 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0813694 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.137128 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0219534 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0644229 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0266524 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0577659 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0319262 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0163249 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0384787 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0279774 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0498369 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.00460312 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0612373 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.102922 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0131938 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0281783 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0178928 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0660334 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.102207 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.00497164 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0264909 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.00668095 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.00231253 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.110484 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0232751 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0352457 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0487334 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.042289 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.088075 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.072092 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0255117 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.142966 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0280402 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0185909 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0690747 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0300312 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0790403 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00877188 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00176008 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0443934 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.156612 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0229547 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.165344 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.208062 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.089322 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00925248 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.194385 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0068784 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0739747 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0745652 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0779855 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0909691 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.102916 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.106236 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0454641 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.168637 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0339799 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.194928 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0472299 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.20066 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0898272 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.110583 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0167121 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.080244 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0811736 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0842548 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0975774 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0937293 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.126152 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00378069 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.021061 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0563563 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0250401 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0196122 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.174912 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.315914 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.343397 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.318325 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.192003 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0770676 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0110637 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0376161 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0620073 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.205466 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.096996 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0515842 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.218722 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0792741 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.20453 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.148305 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0768377 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0374996 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0599945 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.325422 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0206437 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0704695 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.11467 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0768609 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.229674 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00950798 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00401033 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.00431028 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.00953228 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.000448799 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0485262 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.080919 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0201502 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.00685153 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.0195546 # DEPENDENCYPART_SIBL
(14,1),(14,30),0.00384357 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0362169 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0639664 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.147295 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0540783 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.17398 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0140728 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.189133 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.278146 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00661833 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0588057 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.00705598 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0424019 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00243904 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.00096457 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.00297285 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0339296 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0166757 # DEPENDENCYPART_SIBL
(14,3),(14,27),0.0148321 # DEPENDENCYPART_SIBL
(14,3),(14,30),-0.0499592 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.383448 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.132176 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0935589 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0205708 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0600394 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0252699 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0462725 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0275958 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0334075 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0318984 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.021755 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0522736 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0437416 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0287953 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0111188 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0239715 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.0373869 # DEPENDENCYPART_SIBL
(14,4),(14,30),-0.0224815 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0979513 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0564584 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0117929 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0325884 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.016492 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0353054 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0979186 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0546568 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0331136 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0430042 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.00470957 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0713782 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0396095 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.032368 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.030324 # DEPENDENCYPART_SIBL
(14,5),(14,27),0.00384728 # DEPENDENCYPART_SIBL
(14,5),(14,30),-0.0437307 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0143325 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0480291 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.118116 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0267695 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.545555 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00882432 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00754875 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0211653 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00118308 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.181764 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.00625435 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.000399576 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.0302911 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.00184495 # DEPENDENCYPART_SIBL
(14,7),(14,27),-0.00320372 # DEPENDENCYPART_SIBL
(14,7),(14,30),-0.00936065 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.116048 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.10968 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.115599 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.00503603 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.144608 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.197923 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.162364 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.192314 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.120897 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.101687 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.202379 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.181511 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.176117 # DEPENDENCYPART_SIBL
(14,8),(14,27),-0.190485 # DEPENDENCYPART_SIBL
(14,8),(14,30),-0.192577 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00613271 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.199514 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.248898 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0129359 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.06512 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00073841 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0487161 # DEPENDENCYPART_SIBL
