# _root_ Pravděpodobnost , že pracovník úřadu bude kontrolovat právě " svého " taxikáře , je však malá .
#goldHeads=14,3,1,7,4,7,3,12,10,12,10,7,3,15,0,14,0,
#predictedHeads=14,3,1,7,4,7,3,12,10,12,10,7,15,15,0,14,0,
(8,11),(11,1),-1.21369 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.07573 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.01702 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.00935 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.839372 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.21195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.115484 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.296812 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.211501 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.410511 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.391418 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.780098 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.20314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.168379 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0105845 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.141123 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.103209 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.16063 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0193107 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0525899 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.160262 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.983957 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.807533 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.844743 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.787271 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.899357 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.758829 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.17885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.232156 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0773463 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.012116 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.119108 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0911025 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0144555 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.171664 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.06588 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.960211 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.813871 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.927911 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.869188 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.01882 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.849326 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.17624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.192835 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.116667 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.236713 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.248974 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.128795 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0598589 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.124591 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.489801 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.618932 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.564755 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.540832 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.587565 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.374971 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.339754 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.238631 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.71323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,13),-0.67999 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.753315 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.527099 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.613858 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.440085 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.518282 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.201472 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.463094 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.587808 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.373177 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.388118 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.430521 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.276494 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.193258 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.76991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.264301 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.657734 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.73497 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.710745 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.741809 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.723676 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.09877 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.383918 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.559531 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.380478 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.307942 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.351335 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.293677 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.244937 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.76809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.655915 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.707471 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.708993 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.734531 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.716437 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.10048 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.588489 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.626928 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.501321 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.551443 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.421197 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.71561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.60343 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.558968 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.636727 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.476546 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.19316 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.11253 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.15588 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.905429 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.927794 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.626212 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.21888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.122533 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.283461 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.220274 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.597083 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.991516 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.562496 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.16985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.247935 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0576772 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.293487 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.252197 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.16023 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.470067 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.396682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.15149 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.968203 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.969645 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.988693 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.629578 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.11033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.00184525 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0787361 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.153461 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.075914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.41516 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.401668 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.22238 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.04267 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.14133 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.18509 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.978112 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.02991 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.702148 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.27539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),-0.163217 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0439603 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0319494 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0542982 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.348107 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.354413 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.08835 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.04025 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.860428 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.00771 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.05106 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.958182 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.981015 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.563562 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.07325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.0389287 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0790809 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.38382 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.152618 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.463819 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.260715 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0234592 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0216824 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.123488 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.389016 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.60161 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.042895 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.162992 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.829362 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.159148 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.196451 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.329501 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.772014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.681242 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.859906 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.339957 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.42218 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.898035 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.921802 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.65198 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.2543 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.614567 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.574257 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.430824 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.280579 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0827051 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.426613 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-1.03487 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.733993 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.371158 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.500402 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.492242 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.91852 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.574357 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.501004 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.497461 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.400989 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.14358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,16),-1.5184 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.824046 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.591586 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.74373 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.506343 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.673282 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.857292 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.524678 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.613566 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.595086 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.526824 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.433411 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.510069 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.228981 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.98854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.756838 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-1.02997 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-1.06823 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-1.06912 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.39569 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.594106 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.829015 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.531979 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.53339 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.5159 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.598548 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.48509 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.524963 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.98672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.729338 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.02822 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-1.06096 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.06188 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.3974 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.798676 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.896412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.726769 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.716009 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.671527 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.542645 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.93423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.580836 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.963151 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.821992 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.916442 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.580592 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.713139 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.738925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.675155 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.422065 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.00837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.755868 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.08067 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.01675 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.951024 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.38108 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.24185 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.802649 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.16145 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.858554 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.38848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.612715 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.578621 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.505676 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.766986 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.605846 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.42097 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.1197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.27452 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.23902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.869731 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.04084 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.32896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.100603 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.479885 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.42136 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.712079 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.610831 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.43257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.19417 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.36678 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.34966 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.28298 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.28024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.942301 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.01131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.49402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0220929 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.287278 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.399744 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.645025 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.563577 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.00159186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.297545 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.221958 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.59818 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-1.50334 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.531271 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.418185 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.70493 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.422548 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-1.05968 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.131403 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.201877 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.225075 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-3.05115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.586086 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.31145 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.808469 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-1.48471 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-1.90004 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.879894 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-1.09137 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.814236 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.60932 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.338867 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0880856 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-3.01698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-1.27716 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.654055 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-1.09969 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.544633 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-1.0768 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-1.45536 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.880304 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.342654 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.20051 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-3.20394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.64178 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-1.33378 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.777704 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.52453 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.076664 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.16908 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-2.15544 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-1.34427 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-1.0768 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-1.45536 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.880304 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.342654 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.256404 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-3.20394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.64178 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.33378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.52453 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.80289 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.887844 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.87602 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.34998 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.537222 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.979942 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.55299 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.96452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.810886 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.33706 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.525828 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.694598 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-2.92668 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.858954 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-2.12005 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.83963 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.79654 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.30272 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.551517 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.953016 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.526064 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-2.00317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.625943 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.336089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.414559 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.564515 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-3.00375 # DEPENDENCYPART_GRANDPAR
