# _root_ Stát má v podnicích obvykle 30 procentní majetkovou účast , která by mohla být převedena českým věřitelům , uvedl E . Obminskij .
#goldHeads=2,19,2,3,2,7,9,9,2,13,13,13,9,15,13,17,15,2,0,22,20,19,0,
#predictedHeads=2,0,2,3,6,7,9,9,2,13,13,13,9,15,13,17,15,13,0,22,20,19,0,
(1,4),(4,3),-0.0152811 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.587441 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.503297 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-1.08134 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-1.28084 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-1.13525 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.882437 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.77986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.307339 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),0.0760781 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.567167 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.360707 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.430343 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.471086 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.320042 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.751051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.571843 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.253827 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.339806 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.330718 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.177268 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.186209 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.0488782 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),0.13 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.06523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.505358 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.216609 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0710372 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0813542 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0750521 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.172331 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),0.265924 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),0.334404 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.544355 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.320779 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.368795 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.29622 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.143839 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.289268 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.101127 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.271661 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.210722 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.251676 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0898875 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.00862485 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.125388 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.210722 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.251692 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0882151 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.609786 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.43814 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.283896 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.425383 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.458918 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.310893 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.00589727 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.617955 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.0243284 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.0325777 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.393008 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.137245 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.606074 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.484867 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.50229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,6),0.093672 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.187014 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.335988 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0112768 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.87003 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.489576 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-1.03417 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.404453 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.00114194 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.0348779 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.37879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.148206 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.121237 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.147746 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.140941 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.176546 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.325568 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.163569 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.261207 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.80411 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0368765 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0607909 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.55108 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.843589 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-1.11114 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.213594 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.769598 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-1.11095 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),0.153126 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.10953 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),0.012198 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),0.0922346 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-1.43562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),-0.144421 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.202507 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.768341 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.130328 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.281 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.397233 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.398147 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-1.00506 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0768743 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.615751 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-1.00487 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-1.00345 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.0213454 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.39837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.144198 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.11507 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.168395 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.14686 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.166721 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.315743 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.157402 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.272007 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.770536 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.0766344 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.243778 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.644297 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.830177 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-1.11281 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.199434 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.762374 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-1.11262 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),0.164477 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-1.1112 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.655645 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),0.901706 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.228578 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.489363 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.191117 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.351927 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.84053 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),0.208777 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.850473 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.50229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,10),0.211763 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.926884 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.394483 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.147463 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.542415 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-1.109 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-1.08859 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-1.28146 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-1.06606 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.00114194 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-1.06588 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.488862 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.680178 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.118955 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),0.0146519 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.639762 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),0.254889 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),0.0684073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.86003 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.218239 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.34162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.276401 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.498345 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.818756 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-1.10299 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.858782 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.177087 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.85158 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.319097 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.47003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.47313 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-1.12589 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-1.41013 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.781487 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.428656 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.335334 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.59602 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.4773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.44284 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.353649 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-1.11779 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-1.40201 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.848361 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.421565 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.32965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),1.84062 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.320408 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.475818 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.901262 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-1.20528 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.356623 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-1.08646 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.200227 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.18755 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.389175 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.207271 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-1.3239 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.60179 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.26797 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.52043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.599903 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.676315 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.45807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.312644 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.338871 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.40207 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.53157 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.10233 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.524853 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.752448 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.04872 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.943521 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-2.08012 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.04072 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-2.02345 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.76345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.369081 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.408005 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.40599 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-2.02693 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.59323 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.18816 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.55381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.679692 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.80933 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.117971 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.291594 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.730623 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.90005 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.11354 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.46293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0991607 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.86249 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.992117 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.292108 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.23253 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.15028 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.275611 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.247563 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.760919 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.258069 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.19875 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.275615 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.247582 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.515611 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.20825 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.05117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0980914 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.318911 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.418488 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.55355 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.229367 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.892329 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.246848 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.00233135 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.32117 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.198631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-1.07668 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-2.07324 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.67813 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-1.30747 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.41563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.204676 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.107406 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.82888 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.960306 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0459273 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.660212 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.267702 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.687881 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.34319 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.210154 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-1.01175 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.701157 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.113459 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.875763 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.485228 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.744528 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.644775 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.917257 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.552295 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.268445 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.541721 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.420249 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.371767 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.561532 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.00628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.495017 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.11356 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.28465 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.718119 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.701136 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.917795 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.944222 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.977849 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.34249 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.793433 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.01988 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.349706 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.06597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.573051 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.976729 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.583861 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.573719 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.318829 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.95897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.611286 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.24551 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.4166 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.852282 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.956208 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.71709 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.5536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.123261 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.961917 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.334661 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.552034 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.5536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.123243 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.610201 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.755672 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.10921 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.74791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.216468 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.583735 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.756159 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.426373 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.446316 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.567468 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.471868 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.523826 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.528524 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.887726 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.35499 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.22385 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.267758 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.846209 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-1.01728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.469287 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.803352 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.847199 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.857767 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.715819 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.400166 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-1.05377 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.254502 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.755365 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-1.40863 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.867291 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.299251 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.171067 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.341305 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.267336 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.404262 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.52194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.514194 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.158992 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.317711 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.221966 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.436333 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.51321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0770839 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.183227 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.265129 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.42646 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.285815 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.457033 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.329468 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.457313 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),0.0585206 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.20179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.345169 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.436284 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.571286 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.641609 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.750969 # DEPENDENCYPART_GRANDPAR
