# _root_ Předpisem , který upravuje organizování a hlavně financování soutěží a přehlídek žáků , je vyhláška č . 431 / 1992 Sb .
#goldHeads=14,4,4,1,6,4,8,6,10,6,10,11,4,0,14,15,16,16,20,18,16,21,
#predictedHeads=14,4,4,1,4,4,8,6,10,8,10,11,4,0,14,15,16,16,20,18,16,0,
(0,14),(14,22),0.111427 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.58086 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.633495 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.40476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.100469 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.904017 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.22236 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.469227 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.41931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.3782 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.1311 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.00805282 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.325147 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.107164 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0420392 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0457703 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.134984 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.11158 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0301887 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.572504 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.47418 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.41322 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.485814 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.36896 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.257446 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.535393 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.0789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.861939 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.663837 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.342575 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.60298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),1.13168 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.767151 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.451891 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.491447 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0971902 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.140449 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.254062 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0310674 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0844151 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.224373 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.317606 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.478815 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.615148 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.687347 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.3528 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.353769 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.503274 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.497356 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.58128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.958431 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.71085 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.324875 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.356125 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.447665 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.0643087 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.218792 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.537219 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.60298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),1.13168 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.767151 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.451891 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.491447 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.2643 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.191182 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.435487 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.542266 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.0844151 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.224373 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.317606 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.478815 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.615148 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.687347 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.626415 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.3528 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.353769 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.503274 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.497356 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.51692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.785926 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.891641 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.36178 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.983888 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.99292 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.19172 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.00014 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.74354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0469964 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.285592 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0425612 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.464905 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.390635 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.588883 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.250392 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.497611 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.454625 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.63098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.49123 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.583001 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.810981 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.299667 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.77857 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.478173 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.616512 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.980292 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.05304 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.404278 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.864444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0272861 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.219396 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.212058 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.173364 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.359614 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.113421 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.40128 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.00911366 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.00728162 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-1.26833 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.557576 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.485242 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.596976 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.712651 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.663143 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.08075 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.09125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.174971 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.395059 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.576999 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.356621 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.03284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.312949 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.223364 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.335163 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.253615 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.996081 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.38712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,2),-0.559252 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.9686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.407457 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.15495 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.468069 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.947889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.217932 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.846 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.60141 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.76547 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.47069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.502503 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0232243 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.375739 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.262035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0224673 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0455293 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0033154 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.123009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.875562 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0464872 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.335855 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.0323167 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.144681 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),0.112471 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.588114 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.26057 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.13804 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.402969 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.358367 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.181815 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.454225 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0895059 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.325365 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.742303 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.468077 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.83715 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.501709 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0803051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.305832 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.176231 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.00229026 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0291368 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.149523 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.470248 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.468077 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.817095 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.501679 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0814408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.513863 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0341463 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.846 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.60141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.76547 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.47069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.502503 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.195697 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.166191 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.218324 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.471739 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0455293 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0033154 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.123009 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.875562 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0464872 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.335855 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.203818 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),0.0323167 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.144681 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),0.112471 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.588114 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0064864 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.455364 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.058684 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.313796 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.600695 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.815817 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0856371 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.512585 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.150043 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.466145 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.166708 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.137778 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.458554 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0589146 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.314026 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.198728 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.147996 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),0.186365 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-1.86087 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-1.36225 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.59319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.469284 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.318575 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.185625 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.163824 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.499635 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.288324 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.177791 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.219533 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-1.30594 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.265749 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.557854 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.325317 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.64131 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.30008 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.50256 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.46567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.38467 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.25831 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.284154 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.0775473 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.576068 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.228059 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.263487 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.304083 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.334925 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.326501 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.617018 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.220427 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.107657 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.12295 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.0409698 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.870942 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.408414 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.310713 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.19446 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.075981 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.143727 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),0.192828 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.597613 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.508608 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.15402 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.162731 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.121004 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0707536 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.135465 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.090683 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.171332 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),0.203342 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.597528 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.323453 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.200233 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),0.0856095 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.067678 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.0242445 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.269697 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.0638056 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.133925 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.303195 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.466389 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.44831 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-1.59252 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-1.28042 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-1.57231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,10),0.193111 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.129148 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.170759 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.132321 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.76447 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.221174 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.512447 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.270056 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.0549935 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),0.0420005 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.805248 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.487905 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.044173 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.241195 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.000449243 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.495868 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.499015 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0366174 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.303863 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.260221 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.70145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.286414 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.451551 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.868812 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.165354 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.466905 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.46109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.0796531 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0881303 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.465009 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.63439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.262543 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.725374 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.4956 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.13663 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.844942 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.34739 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.48237 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.19401 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.24283 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-2.17268 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-2.07325 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.22256 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.36976 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.37119 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.70251 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.3185 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.27358 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.63897 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.73978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.2869 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.301884 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0324893 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.332356 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.171436 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.312145 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.283217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.563537 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.993243 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.895654 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.479908 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.546527 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.602088 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.429622 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.269914 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.128965 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.00768546 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.513204 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.30419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.202389 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.368221 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.347907 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.191063 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.437819 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.00655362 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.234363 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.244855 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.520845 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0532718 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.425227 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.34565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.177516 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.44517 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.765426 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.409681 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.671296 # DEPENDENCYPART_GRANDPAR
