# _root_ Nakonec zůstala 1 pracovnice , která pracuje více jak 8.5 hodiny denně , ale je také lépe placena .
#goldHeads=2,0,4,2,14,14,14,7,8,9,10,11,14,4,18,18,18,14,0,
#predictedHeads=2,14,4,2,7,7,4,7,10,7,10,7,14,0,14,15,18,15,0,
(4,14),(14,18),0.0581899 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.708947 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.828192 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-2.2767 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.568798 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.06287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),1.11703 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),1.26278 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.126171 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.141101 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.164424 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.078823 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.0380321 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.184278 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.24202 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.250316 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.138241 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.120501 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.746923 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.820828 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-2.25085 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.0379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),1.09579 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),1.34921 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.399767 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),0.192552 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.0364147 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.15317 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0565988 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),0.0361862 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.163028 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.234722 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.153666 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.307585 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.11024 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.714792 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.43072 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.094476 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.221005 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.357319 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.43712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-1.02 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.00526 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.22966 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.15548 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.33027 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.947166 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.09159 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.16556 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.21896 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.29549 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.270932 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.272178 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.26116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.757755 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.235497 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.420178 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.30256 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.56727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.853918 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.01949 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.957505 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.22987 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.22165 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.3796 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.903111 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.22174 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.12016 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.08506 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.935878 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.771015 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.16066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.01226 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.30588 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.77465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0746401 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.269675 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.560577 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.306849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.313056 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.22246 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.500485 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.256859 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.297271 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.406544 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.564615 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.166527 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.97811 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.08955 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.305942 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.720972 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.549226 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.459367 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.528064 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.49339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.729767 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.11678 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.927509 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.297346 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.625062 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.545166 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.426393 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.717988 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.798101 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.250714 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.770981 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-1.16066 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-1.30583 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.79276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.0806698 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.159116 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.245922 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.837661 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.313573 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.378805 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.306241 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.447235 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.294899 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.182217 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.610446 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.675275 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.501604 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.17508 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.398782 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.188926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.462455 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-1.10107 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.424569 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.12007 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.59441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.586786 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.844867 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.566869 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.903769 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.400721 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.483407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0233554 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0891955 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.275198 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.242478 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.139081 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.114064 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0107196 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-1.02865 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.468513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.338188 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-1.02271 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.765897 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.900032 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.956986 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-1.28912 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.415561 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.02263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.272075 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),0.0824188 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),0.0684936 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.551915 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.193069 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.344576 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.302908 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.69531 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.383044 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.728012 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.955504 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.655529 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.87022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.94654 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.657896 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.880459 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.705218 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.666453 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.92801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.153246 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),0.12445 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),0.0864966 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.299511 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.0719082 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.351617 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.260468 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.776366 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.582425 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.02408 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-1.44306 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-1.01235 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-1.17121 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.28403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.43519 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.574268 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.938436 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.635684 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.9006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,2),-1.37414 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.43045 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.724978 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.645348 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0588518 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.311564 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.151157 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.262255 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.271393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.16124 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.39114 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.18799 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.734706 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.248628 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.373921 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0922248 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.641747 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.12277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.246479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.511471 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.1889 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.362912 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.283244 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.11588 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.793168 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.19465 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.301871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.558032 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.141903 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.205767 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.147282 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0571238 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.356624 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0791544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.154316 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.44911 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.2366 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.749594 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.696414 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.503098 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0260123 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0360063 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.108373 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.324595 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.407644 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.73678 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.426 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.45374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,10),0.284422 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.113387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.902038 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.523547 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.175401 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.640629 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.38414 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.79306 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.48468 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.92565 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.54035 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.06261 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.30925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.0685236 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.331937 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.360987 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.100111 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.138918 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.390326 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.414473 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.340276 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.022136 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.19431 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.542898 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.33 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.63779 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-1.39095 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.8307 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.39785 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.903306 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.0701698 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.432477 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.414449 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.238261 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0393932 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.646458 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.266285 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.364593 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.0564387 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.206471 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.621998 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0988723 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.110095 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0890115 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.19056 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-1.47257 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-1.59438 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-1.22778 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.737027 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.39374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.0563926 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.460899 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.336803 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.24368 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.0372572 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.463169 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.177121 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.30389 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.490156 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.140605 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.616294 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.18437 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0618439 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0441678 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0560728 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0980608 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.56252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.152444 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.40021 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.13127 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.554664 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.491624 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.53466 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.593802 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.478986 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.313706 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.323683 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.073055 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.251599 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.189722 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.040051 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.51282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.154776 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.512325 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.266382 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.512293 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.617962 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.578117 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.689892 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.966765 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0931189 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.024889 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.602515 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.731989 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.503235 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.479018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.08081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.133006 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.464194 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.544126 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.23723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0240598 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.14868 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.281975 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.279354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.203087 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.257898 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.309922 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.219098 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.52573 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.460424 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.597537 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.490233 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.370566 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.00115476 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.298027 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.178734 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.121533 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.213846 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.275543 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.521783 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.768716 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.487256 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.483897 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.558013 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.466853 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.595607 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.22843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.136441 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0983171 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.209224 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.216674 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0775085 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.18177 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.174522 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0246936 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.50842 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.246003 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.555224 # DEPENDENCYPART_GRANDPAR
