# _root_ Náš brankář Hnilička inteligentní není a přesně to , co navrhoval agent Winter Hrbkovi , udělal .
#goldHeads=2,3,6,5,6,0,8,16,11,11,8,13,11,11,11,6,0,
#predictedHeads=2,3,5,3,6,0,8,16,11,11,8,14,14,11,11,6,0,
(8,5),(5,2),-0.510176 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.630304 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.156215 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0990267 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.128678 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.45501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.654519 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.0338506 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.342995 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.736241 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.08425 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.547437 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.688812 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.673406 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.796321 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.164186 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.787973 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.255615 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.60867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.407226 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.278835 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.555826 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.949087 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.29725 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.79473 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.659978 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.07415 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.24822 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.4638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.702633 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.05669 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.333155 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.46344 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.58645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.87148 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.54963 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.808045 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.461587 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.939088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.426872 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.576671 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.1338 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.259185 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.607345 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.331124 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.207657 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),1.43855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.770719 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0947543 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.298503 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.646662 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.22419 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.34713 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.82576 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.54223 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.789612 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.529846 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.785576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),2.12936 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.745024 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.374393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0186617 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.368886 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.646282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.360737 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.104521 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.379563 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.220929 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.569089 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.403527 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.343314 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.447746 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.566916 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.403538 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.343313 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.147618 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.46344 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.87148 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.54963 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.808045 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.939088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),1.97592 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.754762 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.301127 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0912405 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.439065 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.207657 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.279862 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.22553 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.34847 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.826565 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.54318 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.790436 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.530655 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.777657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),2.12619 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.748332 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.651498 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.377246 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0101814 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.356807 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.924234 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.104469 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.173597 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.00879459 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.108637 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.118124 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.694931 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.173206 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.08967 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.106042 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.118012 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.33458 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.0825748 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.107429 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.31917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.693975 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.327588 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.329999 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.291348 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0655237 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.363925 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.139824 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.356332 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.0178669 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0589901 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0443963 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.239047 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0472987 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.483963 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.18647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.699005 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.953564 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.06703 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.99477 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.82625 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.104895 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.104683 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0665233 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0276611 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.111389 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.121244 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.134852 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.17861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.662832 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.857741 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.971224 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.899117 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.818391 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.921504 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.947216 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0487135 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.117369 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.13102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,14),-0.779039 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.769651 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.25216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.21404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.225346 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.128919 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.501227 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.112851 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.09841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.471322 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.500576 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.666672 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.780155 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.73819 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.758546 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.909576 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.60738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.125888 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.170184 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.288165 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.216053 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.05469 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.01719 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.965296 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.933603 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.721765 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.653955 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.435295 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.54374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0190718 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0869685 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.03552 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0345328 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.294169 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.19655 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.486956 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.6036 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.103811 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0316991 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.273402 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.222625 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.05165 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0273115 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.271363 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.220596 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.514487 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.06698 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0537205 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0572532 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.271363 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.220594 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.514487 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.17551 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.942475 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.888955 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.637864 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.423063 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.55428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.0134034 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.348389 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.459332 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.38689 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.259451 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.717922 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.05565 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.01815 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.965508 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.933959 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.721996 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.654171 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.4287 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.53691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.000992852 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.161282 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.024998 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0808826 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.00724259 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.176691 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.468803 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0623816 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.111001 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0821035 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.110835 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.073821 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.127788 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0822229 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.79465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.785448 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.09829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.22947 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.23295 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.12768 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.4484 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.511569 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.560587 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.559841 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.546687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.565531 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.521264 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.335976 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.414197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.03139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.122276 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.253244 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.258793 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0905547 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.803502 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.780108 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.39008 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.436957 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.440441 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.256437 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.775518 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0684889 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.438269 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.256429 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.775519 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.77278 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.585363 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0664184 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.198254 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.256429 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.775517 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.77278 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-1.17318 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.384178 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.825852 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.30398 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.22961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,1),-1.16956 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.442644 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.814021 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.297113 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.217218 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.390909 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.495424 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.148568 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.2284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,1),-1.25962 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.621654 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.683092 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.68249 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.466374 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.396062 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.379446 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.651758 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.710936 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.05838 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.442998 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.309705 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.24894 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.260043 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.32056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.142124 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.292527 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.324274 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.749306 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-1.19684 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.438859 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.500937 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.892832 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.985236 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.412867 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.510774 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0892505 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.80705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.304739 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.739422 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.771478 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-1.24418 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.47325 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.18172 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.558656 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.250451 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.063196 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.189049 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.901032 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.857535 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.919691 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.25085 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.886259 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.537344 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.529703 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.178063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.294348 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.20495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.401941 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.0327414 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.75384 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.870446 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.757999 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.658487 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.720192 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.19543 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.4179 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.680002 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.53743 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.612577 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.00941244 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.5851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.320048 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.754731 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.786787 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.00502 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.25081 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0641897 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.19692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.408511 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.0261716 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0582279 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.610994 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.310441 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.279913 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.239663 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.150343 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.881113 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.289705 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.234114 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.144805 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.366632 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.879009 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.8876 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.452924 # DEPENDENCYPART_GRANDPAR
