# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,19,16,22,23,24,25,0,
(4,5),(4,9),0.01898 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.0131076 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0173797 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.0166524 # DEPENDENCYPART_SIBL
(4,5),(4,16),0.0190355 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0656517 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0421489 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0679811 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0580778 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.044497 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.0421139 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.0300817 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0723826 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.00817771 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0253549 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.0301858 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.033176 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.00722534 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.112108 # DEPENDENCYPART_SIBL
(4,9),(4,16),-0.109725 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.00695198 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0239877 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0288743 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0163148 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0139317 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.109968 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0849483 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.000844616 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0193922 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.261954 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0642785 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.0427246 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0627285 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0949007 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0723353 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0285162 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.58756 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00824125 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0176253 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.33266 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0114998 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0229492 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00827653 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00538344 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00768476 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.061101 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.10207 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0867817 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.134915 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.286514 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.197593 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.268907 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.204901 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.228867 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.060852 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.083971 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0400003 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0750999 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.241031 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.298024 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.147563 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0356884 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.128662 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0485602 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00954672 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.00700882 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.140856 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0959369 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0622928 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0872985 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.13807 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0315495 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0310108 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.00540986 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.178348 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.36558 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.109153 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00616376 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00729539 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0681205 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0733479 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0454208 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.067287 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.586595 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0241818 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0212874 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.33575 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0280662 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.495965 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0428705 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0418385 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.410833 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.502177 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0296398 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00501629 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.27748 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.166589 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0290451 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.8218 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0490315 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.214729 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.344411 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0503184 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00327673 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0544119 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.446449 # DEPENDENCYPART_SIBL
(7,8),(7,10),-1.35936 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.704564 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0375972 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.118381 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.119877 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.032485 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0804571 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0559625 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.120527 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0264167 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0576108 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.11965 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.149723 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.119692 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.032485 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00366147 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.11965 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.182018 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0869547 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.185815 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.124693 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.104197 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0867288 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.184069 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0414643 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0867279 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.201531 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0869765 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.185815 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0115588 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0867286 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.142387 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.109218 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.101158 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.085417 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.142599 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.100076 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0416541 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.14216 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.113529 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.142202 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.109218 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0312159 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.14216 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.030309 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0080001 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0109401 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.111334 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0280461 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.015492 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.108951 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0193509 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.108966 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.030309 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.115551 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.108951 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0112015 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0185764 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0282288 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0626063 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0375586 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0331155 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.102255 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0330579 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0671217 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.306382 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0331148 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0161325 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0163326 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0020561 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0382119 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0139496 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00294979 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0139689 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00118329 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.250403 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0139496 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.054868 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0256983 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0279747 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0588813 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0654388 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0588665 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0226893 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0689756 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0588811 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0280383 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0154842 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.109194 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0195593 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.109209 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0303012 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.115546 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.109194 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0385295 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0344188 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.102373 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0343612 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0656083 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.305434 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0344182 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0190214 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0328618 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0189972 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0115694 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0766533 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0190202 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0193431 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.108958 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0303012 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.115543 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.108943 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.00710777 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0291041 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.16482 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.00734515 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.030649 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.115939 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.109275 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.306382 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0331148 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0012046 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0247065 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0944617 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0817529 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00477267 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.038129 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.000929084 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.174618 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.196478 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.313474 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.275886 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.341116 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0142203 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0801179 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0247003 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0687121 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00467861 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0325622 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00268441 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00468695 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.11052 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.084881 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00615797 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00662176 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00529472 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0144452 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00289287 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.02476 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0917627 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0199761 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0917627 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0163148 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00205684 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0139317 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0280374 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.109176 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0348744 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0647068 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.05127 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.051864 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.291724 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0583152 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0682841 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.053021 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0831092 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0518563 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0776555 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0995342 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0489021 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0140723 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.101496 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0503041 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.088507 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0862237 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.102249 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0840307 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0143437 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.101497 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.0503041 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.0832924 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.0712805 # DEPENDENCYPART_SIBL
(11,1),(11,27),-0.157587 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.034919 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0652014 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.131486 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.117535 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0620109 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.066458 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0988089 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.065191 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0188663 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0392424 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00711797 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0176391 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0412043 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0764575 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0300392 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0291532 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0419241 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0255219 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0204938 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0412043 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.0764575 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0284415 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0180026 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.0478729 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0297253 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.181472 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0296205 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0665651 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0330182 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0631792 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0297199 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.039236 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.022327 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0575213 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00980242 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0225343 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0398008 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0185722 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0291734 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0232254 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.030376 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0052887 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0225343 # DEPENDENCYPART_SIBL
(11,3),(11,24),-0.0398008 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.0382549 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.0470192 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.0437089 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.158721 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0605256 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0062031 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.204947 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.181678 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.203798 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.031607 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0321116 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.028596 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.00289309 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0388777 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0188073 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.063321 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0574998 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0407573 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0537982 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0108072 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0388778 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0188073 # DEPENDENCYPART_SIBL
(11,4),(11,25),-0.0437509 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.0475149 # DEPENDENCYPART_SIBL
(11,4),(11,27),-0.00850223 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.026019 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0799734 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0217175 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0208235 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0226331 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0131623 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0234128 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0334719 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.191608 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0253751 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00535502 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00823446 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00915961 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.026072 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00805899 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.00201624 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0260901 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.00535502 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0147188 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.00421761 # DEPENDENCYPART_SIBL
(11,5),(11,27),-0.00068813 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.108701 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.125145 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.169548 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.12398 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.121135 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.140128 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.182223 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.11648 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.142088 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.194146 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.207945 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.199949 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.142981 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.201524 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.11502 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.142089 # DEPENDENCYPART_SIBL
(11,6),(11,24),-0.194146 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.204209 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.197203 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.187084 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0938488 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.10365 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0884182 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0281946 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0513143 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0178982 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0332125 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0523991 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0291809 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0629967 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0523984 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0530903 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0511929 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.00206286 # DEPENDENCYPART_SIBL
