# _root_ Tuto sumu obdržely dvakrát : jednorázově po volbách a pak , na základě roční zprávy o hospodaření , rozdělenou do čtyřletých částek .
#goldHeads=2,3,0,5,3,8,9,7,5,9,13,13,19,15,13,15,16,13,10,19,22,20,0,
#predictedHeads=2,3,9,5,3,9,3,7,0,9,13,13,9,15,13,15,16,19,15,19,22,20,0,
(1,3),(3,1),-1.10897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.00411554 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.481999 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.432225 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.426426 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.700766 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.775771 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.378739 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.728814 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.390702 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.755465 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.822599 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.850543 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.757773 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.914675 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.348651 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.571768 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.935955 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.807201 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.31769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.828823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.0675249 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.39442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.24692 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.250057 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.429983 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.20528 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.745924 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0560232 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.658625 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.280739 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.247998 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.501801 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.183791 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.348659 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.905117 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.308994 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.568123 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.420075 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.562449 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.506706 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),0.0128304 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.52333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0962425 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.254593 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.626511 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.465815 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-1.29868 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.077649 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.84492 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.811014 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.475506 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-1.16126 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-1.03198 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.743864 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.528307 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.839268 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.231092 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.05739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),0.478898 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.08105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.374773 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.0845096 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.407894 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.234023 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.396239 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.67357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.756065 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0457345 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.245075 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.214896 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.200065 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.241512 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0662652 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.203532 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.363234 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-1.18599 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.615789 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),0.216156 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.120326 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.361119 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.096241 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.27845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.5731 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.244621 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0137283 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.138228 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.169409 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0536426 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.202677 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.156738 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.415968 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.428536 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.456873 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.198981 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.259563 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.139082 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.048254 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0124747 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.00219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.50821 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.143296 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.426106 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.203722 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.00707004 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.681355 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.52144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.613329 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.476052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.114364 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.369292 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0333812 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.012319 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.134301 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.289918 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0521037 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.838323 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.256933 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.257935 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.2009 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.0522905 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.460761 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),0.103313 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.486241 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.457336 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.0975212 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.3269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,6),0.292718 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.562163 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0238119 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.308018 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.089868 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.17241 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.188941 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.0562375 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.696664 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.64272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.631212 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.0927531 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.362977 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0601478 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.309054 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.228614 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.182077 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.219207 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-1.13499 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.480871 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.21709 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.429469 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.216602 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.763353 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.000165797 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.705058 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.578835 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.339469 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.191943 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.171516 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.215493 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.782036 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.19688 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.225044 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.680966 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.422849 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.581269 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.127689 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.252534 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.826745 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.742279 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.092502 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.355359 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.0405865 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.0895277 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.37747 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),0.1323 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-1.20458 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.318868 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.151759 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.200975 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.415566 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.140701 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.769414 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.226278 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.22378 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.459217 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.00949387 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.502061 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.21371 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.301029 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.151969 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.504323 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.574064 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.767811 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.403897 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.0647405 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.474374 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.00354692 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-1.30149 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.491463 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.453281 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.696664 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.64272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),0.631212 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.362977 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0601478 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.309054 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.228614 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.365273 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.23532 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.218706 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-1.28608 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.479014 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.233463 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.434927 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.763353 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.000165797 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-1.59075 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.705058 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.578835 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-1.05731 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),0.374727 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.459826 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.198462 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.0354322 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-1.51878 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.667961 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.624427 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.0375469 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.477159 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-1.19858 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.253895 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.39168 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.767494 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.0877321 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.380931 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),0.264484 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-1.20799 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.450808 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.517604 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.674642 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.563882 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.805132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0439118 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0422034 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.10822 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0684564 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0278699 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0629846 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0630299 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.286445 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.402344 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.318847 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.0941018 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.0576997 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0355933 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.2357 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.140351 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.272411 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.500256 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.95206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),0.258005 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.204849 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.502281 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.98887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.415546 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.765915 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.728648 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.502205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.580034 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.744324 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.729865 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.814586 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.78557 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.745941 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.908975 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.911963 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.963836 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.73864 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.924362 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.66638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,1),-0.25151 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.511194 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.585459 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.34354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0862599 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.00549339 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.194862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.000363991 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.200803 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0603558 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0951561 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0496737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.626025 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.56703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0450234 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0840928 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.173728 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.271079 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0834581 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.710574 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.27462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.269795 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.206872 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.187146 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.26825 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.640978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.742625 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.150739 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.32737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0859702 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0109437 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0561365 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0278913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.275668 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.102581 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0187396 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.225699 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.00393358 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.0728907 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.125306 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.443306 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.15932 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),0.090532 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.143131 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.734166 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.511835 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.585918 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.215746 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.12295 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0627423 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.356321 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.218315 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0714393 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.108212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.340108 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.838084 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.718435 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.02089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.21537 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.158724 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0410974 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.372688 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0774906 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.130466 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0486041 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.138619 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.00147097 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0062352 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.134411 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.391673 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.0768744 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),0.123051 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.148949 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.718294 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.132178 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.118401 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.136479 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.232448 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.267847 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0145804 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),0.2484 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.277526 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.214276 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.628551 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0716806 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0538879 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.496445 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.24371 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.075192 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.161268 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.205777 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.346805 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.189538 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.017202 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.325483 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.221533 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.141517 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.104078 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.122842 # DEPENDENCYPART_GRANDPAR
