# _root_ " Turnaj je zařazen do nejnižší kategorie , a proto jsme museli sehnat bydlení do 80 dolarů za noc , což znamenalo v Praze velký problém .
#goldHeads=9,4,4,9,4,7,5,9,0,9,12,20,12,13,14,17,15,17,18,9,22,20,22,23,26,22,0,
#predictedHeads=20,3,9,3,4,7,5,9,0,9,12,9,12,13,13,17,15,17,18,0,22,20,22,23,26,22,0,
(4,6),(4,7),-0.116879 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0525945 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0699342 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0181945 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0335943 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0474509 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0593671 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0525945 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.0256922 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.259879 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0278144 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0355835 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0252503 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0180788 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.0256922 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.139006 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0534678 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.11493 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.100886 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.0945434 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.124158 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0149315 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0545139 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0380447 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0315865 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.00281093 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0352784 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0545656 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0609367 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0242919 # DEPENDENCYPART_SIBL
(4,11),(4,12),-0.0556499 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0502821 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.178151 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.23402 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.00978627 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.00224581 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.71719 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0881777 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.534568 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.261038 # DEPENDENCYPART_SIBL
(5,7),(5,9),-1.30372 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.462446 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00900811 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0424888 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0396506 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0904264 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0967862 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0904772 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.098505 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.017254 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0283702 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0409739 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0563345 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0553835 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0595456 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0776672 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0269325 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0168702 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0123346 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0109336 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0629898 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00812485 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0143654 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0159975 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00260462 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0122007 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0136586 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.235752 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.234927 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.257498 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.367431 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.278123 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0196493 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0204844 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0257351 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.244359 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0127974 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0217305 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0730625 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0822227 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.675173 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0376414 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0735706 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0498192 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.573992 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0230501 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0153026 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0439985 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0149251 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0291358 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0298252 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0434057 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.168822 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.144881 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0427871 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0274912 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0404647 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0339939 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0432131 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0167546 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0117017 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0553595 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.124133 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0735279 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.136951 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0138002 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0134314 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0663987 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0330199 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0506792 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0380632 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.264309 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0175805 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.124164 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0289097 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.104341 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0277836 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0236329 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0443959 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0937019 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0879306 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0184644 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0239726 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0225662 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0224695 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0159163 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.136396 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.113181 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00450232 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.129098 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.316126 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.445657 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.463091 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.132936 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00339896 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0257172 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0279909 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0108492 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.474595 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0971924 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.195325 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.138598 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.00605505 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.151819 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.327196 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.468118 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.481852 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.150446 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00850412 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0406156 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.011717 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0119204 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.494848 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0743415 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0670835 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0367475 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0209237 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.142245 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0819241 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0759927 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0436453 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.317837 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0244428 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.180675 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.012919 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0631479 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0241634 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.323869 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00318932 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.284875 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.233512 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.215039 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00876179 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0948497 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0704511 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0670946 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0316617 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.208957 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.137369 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0296278 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.107628 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0310706 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0269198 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0390028 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0934451 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0886102 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0182089 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0261965 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0258531 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.183595 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0758407 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0410709 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0232818 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0182772 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0303019 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.048848 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0158429 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0343656 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0343389 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0458939 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0717462 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.076571 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0725566 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0335473 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0727033 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0637839 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0166016 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0765645 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.849819 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.845539 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0210394 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0120947 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0489249 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.000571439 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0423915 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.844294 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.826822 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0292334 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00365731 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0288236 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00292486 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0251299 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.825576 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0247665 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00694512 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0320551 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.000363088 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0206475 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.828865 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0648916 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0101939 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0334899 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0521997 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.48035 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0388521 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0722276 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0598681 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.453137 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.00151883 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.071857 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.448902 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0566394 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.420377 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.285404 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0285614 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.376669 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.252633 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0172675 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0484265 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0311388 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0957239 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.123584 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.057575 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0975945 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0568606 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.1664 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0807075 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.180224 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0105984 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0554062 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0960205 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0508164 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0488895 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.191 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0606163 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.153489 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0926086 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.166165 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.124984 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.11678 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0179434 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.126457 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.100445 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.00149055 # DEPENDENCYPART_SIBL
(10,2),(10,22),-0.119531 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0862032 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0853338 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0131148 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0241976 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.229697 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.350878 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.071034 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00528965 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0263905 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.13411 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0710909 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0794457 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0745831 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0309975 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0189857 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0238339 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00144371 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.237866 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.294257 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0752478 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0124671 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0298678 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.142893 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0708365 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0885085 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0819515 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0359665 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0598876 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0743789 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0227783 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.061255 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.188999 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.160832 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.154706 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0727096 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.383674 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0198228 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.059237 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.146817 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0168582 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.290723 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0695454 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.261185 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.241301 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.22345 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0786282 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0654727 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0352654 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0227138 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.222324 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.166422 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0967979 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.164409 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.123228 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.115024 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.021865 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.121381 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0962052 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00408389 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.117775 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.225573 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0712985 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0714954 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0100666 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0966795 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0460317 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.112314 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0603024 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.00859425 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0304375 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0134562 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00308589 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00916645 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0438927 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0067809 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.115421 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00375435 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.844431 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.842521 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0419358 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0877888 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.106668 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.105731 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.841275 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.825463 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0344503 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0810772 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0872032 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0372331 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.824218 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0367923 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0822401 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0883099 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0374657 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.825382 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.069478 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0187784 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0525216 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.337357 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00840161 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0827564 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.390722 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0711861 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.355358 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.283589 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0209702 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.178342 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.137448 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0256449 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0282794 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.039212 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0455037 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00808873 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0248001 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0143593 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0502006 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0749826 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.00343535 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0852759 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0153571 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0035277 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0104254 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0133807 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00332979 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0236829 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0490839 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.00818317 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.00496068 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.140754 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0335067 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0209246 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0318572 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0342136 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0204203 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0135089 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0266882 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0389105 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.0636925 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0352598 # DEPENDENCYPART_SIBL
