# _root_ Ženy , které byly donuceny poskytovat sexuální služby japonským vojákům za války , budou odškodněny formou zřízení center pro vzdělávání žen v jednotlivých zemích .
#goldHeads=15,5,5,5,1,5,8,6,10,6,6,11,5,15,0,15,16,17,18,19,20,18,24,22,0,
#predictedHeads=15,5,5,5,1,5,8,6,10,6,10,11,5,15,0,15,16,17,18,19,20,20,24,22,0,
(5,6),(5,12),0.0204014 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00408916 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.237904 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0205869 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0225657 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0220245 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.135504 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.100026 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.104251 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0354298 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.109444 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0493945 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0503173 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.106774 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.107118 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.10785 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0297521 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.106083 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0703576 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.114953 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0224251 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.00833239 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0927307 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.10895 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.112727 # DEPENDENCYPART_SIBL
(5,8),(5,22),0.0564114 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0682195 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.115793 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00884295 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.00830437 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0935705 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.10979 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.113567 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.0603345 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.00190902 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0360627 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00756256 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00144038 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.00236015 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.000871195 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.13884 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0140325 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0219186 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0995613 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.115781 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.119558 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.047803 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.101015 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.10659 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.106768 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.108197 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.209144 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.103175 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.105154 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.104613 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.196529 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.113535 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.117311 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0557582 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.117617 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.0588354 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0533561 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.151111 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.386495 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0805762 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00644678 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0402485 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0805673 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0402536 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0583181 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0118473 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0636991 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.00457479 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0481817 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0509953 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0596055 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0799678 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.00465432 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0701209 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0615634 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.012623 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0643458 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.352526 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.24091 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.114362 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0366559 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0395953 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0386503 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0333443 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00243609 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0469606 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.170578 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0519453 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0351825 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0212966 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.047972 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0457993 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0454843 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0606981 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0204788 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0436223 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.152267 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0322821 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0763521 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0654301 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0763647 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0381072 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0591965 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.068152 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.31938 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0240319 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0389787 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0546835 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0694225 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00744145 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0637254 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0705028 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.02777 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0640892 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.135272 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0471152 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.104622 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0461135 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.12717 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.112484 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.106979 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.185566 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0191684 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.142528 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.124067 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.113376 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.082534 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.117845 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.111144 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0975918 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.116862 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0240571 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0651248 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0250588 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0424401 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.011716 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0627673 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.019779 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0702309 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0272186 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0456801 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0563704 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0262296 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0519016 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0586029 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0458105 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0528847 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.103835 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.345677 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.10806 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0312482 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.113252 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0511947 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0502098 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.110583 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.110927 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.111658 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0446892 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.11376 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.112939 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.029602 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.112258 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00502074 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.13497 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0661627 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.14384 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00606486 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0212994 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.121618 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.137837 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.141614 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0238542 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.147549 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.140048 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0441524 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.139401 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.108056 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.031244 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.113248 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0511973 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0502224 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.110579 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.110923 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.111654 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.044685 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.113756 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.112934 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0295978 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.112254 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0681921 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.136346 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0210357 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0171039 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.114124 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.130343 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.13412 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0222616 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.140055 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.132554 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0522431 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.131907 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00587197 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0380561 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00729489 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00540333 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0016028 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00309175 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.12395 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00444433 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.004808 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.138963 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.00508547 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0262252 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0307181 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.120115 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.136334 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.140111 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0329408 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.146046 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.138545 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0397116 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.137898 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.101184 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.110429 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.110608 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.112037 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.095194 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.113441 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.112628 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.209024 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.11194 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0993632 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.101342 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.100801 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0835223 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0987175 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0995259 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.196676 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.100229 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.134088 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.137865 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0268408 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.1438 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.136298 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0476668 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.135652 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.13817 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0237632 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.144105 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.136604 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.050744 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.135957 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0281311 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.145633 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.138132 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0452647 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.137486 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0247742 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0244158 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0323066 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0241383 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.141382 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0404508 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.140736 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0709858 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.129621 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0325305 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.179441 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0037899 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0424783 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0221215 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.034148 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0240397 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.235868 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.329197 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.294822 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.292477 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0651227 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0189278 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.00923064 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0206688 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0114973 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0570489 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0189287 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00702933 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0272126 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0323672 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.332608 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.305569 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.304555 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0152219 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0700661 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.081717 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0443087 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0841307 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.155114 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0431294 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00641009 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0830166 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0333002 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.269793 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.26901 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0634885 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.125516 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0174217 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0865723 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0206425 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0494691 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00950358 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0310664 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.086163 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0590951 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.260003 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0698771 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.119433 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0619246 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0976233 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0652136 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00896292 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00509263 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0157378 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.101315 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.091425 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0697568 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.119683 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0622693 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0983229 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0655583 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00921658 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00753511 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0132953 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.101997 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0921065 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0942317 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0139133 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0541327 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0349295 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0143267 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0272424 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00929715 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0579339 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.068987 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0344776 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0262008 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0436337 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0236351 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00371818 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00248373 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0548899 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0162267 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0647864 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0823768 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0476682 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0105846 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00964668 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0469674 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.127256 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00398939 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0729283 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0418052 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0399049 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0342155 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0212801 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.057261 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0042284 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00516633 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0674273 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.103333 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0243206 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.022689 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0180357 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0297507 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.264698 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00935164 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0817779 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0139251 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0763355 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.095804 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0606375 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.121456 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00314016 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0811796 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0032944 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0223987 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.147045 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.018521 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0383168 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0250278 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0320985 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0310205 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0826379 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0245859 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0235896 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.107477 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.113867 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00454436 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0388031 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.031482 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0102778 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.304689 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0210206 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0516789 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0215621 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.042054 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0975188 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.154577 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0405317 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00381243 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0807707 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0774534 # DEPENDENCYPART_SIBL
