# _root_ Stačí jen , aby se jedné z nich pokusil násilím zmocnit oplzlý klient , a autoritativní šéfka kurtizán jej bez mrknutí oka odstřelí .
#goldHeads=15,1,4,1,9,11,6,7,4,11,9,13,9,15,0,17,23,17,23,23,20,21,15,0,
#predictedHeads=0,1,4,1,9,9,6,7,4,9,9,13,15,15,11,17,23,17,23,23,20,21,15,0,
(1,7),(7,12),-0.851055 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.255791 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.43234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.114701 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.629706 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.361181 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.23069 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0211813 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0615766 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.897434 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.450268 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-1.13787 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.541163 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.00256891 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),0.28111 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-1.29616 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.599146 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-1.18552 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.502445 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-1.29795 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-1.47388 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.170622 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.128947 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.246362 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.191444 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.797285 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.92385 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.329886 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.297617 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-1.08215 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.359857 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),0.176524 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.42434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.122277 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.637203 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.370354 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.225165 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.028757 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.042262 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.211047 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.878475 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-1.14461 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.546194 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.00926784 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.275585 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-1.30291 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.604177 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-1.19056 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.503901 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-1.30298 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-1.47891 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.181552 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,4),0.309603 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.0352934 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.289161 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.812186 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),0.537474 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-1.31232 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.499068 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-1.32505 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.870498 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.572623 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.42887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.147625 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.390816 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.257665 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.426202 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),0.00970102 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.236081 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.842764 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.598742 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-1.29381 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.532907 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.0925217 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-1.08033 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.38103 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.967409 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.502655 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-1.07984 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-1.25699 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.189374 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-0.389117 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.42167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.196055 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.450346 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.546398 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.43493 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.330381 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.535554 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.347989 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.789859 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.539282 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.386497 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.52272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.442191 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.561976 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.531657 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.549258 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.350112 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.29155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.233918 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.419449 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.488032 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.160454 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.181197 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.680649 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.476919 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.142998 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.137683 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.04586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.544268 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.798582 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.02057 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.806887 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.30241 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.889085 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.933344 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.14015 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.285077 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.96349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.30579 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.904548 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.515452 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.12204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.126122 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.215314 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0123367 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0747407 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.452005 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.400974 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.245163 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.440926 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.47474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.371389 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.00505288 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.11759 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.996938 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.660391 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.39138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.356708 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.104101 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0412522 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0848555 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.277134 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.121613 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.282452 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.352233 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.388628 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.216011 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.419767 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.513375 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.554217 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.502983 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.574211 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.596506 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.290364 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.996938 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.660391 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.39982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.349963 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.114499 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.0329228 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0974192 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.054173 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.334785 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.29093 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.359165 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.397059 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.223267 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.428246 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.520307 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.561148 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.506173 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.581142 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.603438 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.303047 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.473349 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.541597 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.28637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.228671 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.547657 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.246693 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.583013 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.298792 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.354295 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.318299 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.463848 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.296479 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.38105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.415572 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.399356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.49182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.379929 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.397017 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.449116 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.790007 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.781471 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.895174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.10759 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.145393 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.851082 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.220329 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.152477 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.28044 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.252346 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.217718 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.931383 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.691273 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.638168 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.832633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.346518 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.201809 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.106346 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0193728 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.293457 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0976502 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0762685 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.237427 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.0643517 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.20403 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.011024 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.128371 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.0124568 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.304118 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.350438 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),0.120412 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.931383 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.691273 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.638169 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.828245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.350343 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.203385 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.100456 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.352701 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0182889 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0977433 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0777601 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.237461 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.065481 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.204123 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.00953239 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.126879 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.00448246 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.302627 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.348947 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),0.112662 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.08266 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.04918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),-0.0627935 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.131675 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.456017 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.0582431 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.555928 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.400174 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.357314 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.257604 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),4.43866e-05 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.995933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.737026 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.78995 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.02276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.0550111 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.173864 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.384802 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.254184 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.328406 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.370435 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.193224 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0690718 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.210148 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.170923 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.28827 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.217477 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.464017 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.510874 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),0.315936 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.502802 # DEPENDENCYPART_GRANDPAR
(4,23),(23,1),-0.931383 # DEPENDENCYPART_GRANDPAR
(4,23),(23,2),-0.691273 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),-0.638168 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.828243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,5),0.350344 # DEPENDENCYPART_GRANDPAR
(4,23),(23,6),0.203386 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),-0.107878 # DEPENDENCYPART_GRANDPAR
(4,23),(23,9),0.352702 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),-0.0182743 # DEPENDENCYPART_GRANDPAR
(4,23),(23,11),0.296384 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),-0.212505 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),0.012251 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.259056 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),0.0750931 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),-0.318885 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.0246693 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.142016 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.218178 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.279848 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.317763 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.363784 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.472391 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.356893 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0181113 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.014719 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.532159 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.273744 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.208371 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.944003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-1.11651 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.615407 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.249017 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.165354 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.224304 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.963131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0906306 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.16189 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.660789 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.525246 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.478082 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.16246 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.696403 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.942801 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.557021 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.047159 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.68364 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0446103 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.813813 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.580585 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.637399 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.472097 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.299622 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.345625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.529411 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.265889 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.148738 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.804958 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.235566 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.00229063 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0862859 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.874932 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.436744 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.134151 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),0.0510568 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.231331 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.145342 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.650517 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.732006 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.393208 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.47178 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.748071 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.394679 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.945326 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.934671 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.06321 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.592519 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.07591 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.833125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.55135 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.03457 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.49208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.79329 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.308368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-1.16445 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-1.22414 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.286275 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.157171 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-1.29299 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-1.35807 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.768604 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.856361 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-1.12561 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-1.04784 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.760828 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.611119 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.03003 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.36338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
