# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,11,7,8,9,12,0,12,15,13,17,18,12,0,
(4,3),(3,16),-0.630847 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.65559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.507627 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.33422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.536459 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.42194 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.82934 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.611772 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.20494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.460247 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.596286 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.316669 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.45465 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.86205 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.652423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.5269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.141504 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.527151 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.452542 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.179042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.777923 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.211145 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.616628 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.117606 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0332984 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.696726 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.125624 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.31862 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.521535 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.461865 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.601787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.32414 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.830262 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.233855 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.583866 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.373818 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.42194 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.82934 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.20375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.461434 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.255721 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.600752 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.335348 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.814153 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.233765 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.589192 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.152621 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.101039 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.844095 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.239715 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.362016 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.669132 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.62639 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-2.03379 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.623944 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.129638 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.665538 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.345462 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.752072 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.475719 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-1.04639 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.896603 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.242216 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-1.10238 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.258663 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.621458 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.18874 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.59614 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.412744 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.43441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),-0.494521 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.40145 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.591217 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.301625 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.942022 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.209017 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.143816 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.104143 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.756498 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.256331 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.453926 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.601679 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.374247 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.118162 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0760646 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.610446 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.201329 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.295452 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.432428 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.905009 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-1.31559 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.454319 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.23898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.64238 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.536808 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.88364 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.52036 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.845624 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.31469 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.858819 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.96545 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.659049 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-1.06963 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.309097 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.13146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.32826 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.42958 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.56951 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.20623 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.729306 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.20243 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.698928 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.885101 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.4347 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.84528 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.868154 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.963475 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.42746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.88469 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.518031 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.69121 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.193901 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.261558 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0763741 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.99777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.573494 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-1.94298 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-1.26293 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-1.2806 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-1.56894 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-1.27087 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.193901 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.261558 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0763741 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.99777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.573494 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.2806 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-1.56894 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.08075 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-1.11856 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.222268 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.044002 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-3.2533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.62305 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-2.19851 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.51846 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.24958 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.6614 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.1809 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-2.50024 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.743893 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.781702 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.414791 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0248028 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.96144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.491398 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.90664 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.22659 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.14198 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.55721 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.10956 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.85301 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.417513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.00815408 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.9614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,5),-0.96473 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.534986 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.384935 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.312594 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.380514 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.834438 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-1.43261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-2.13984 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-2.17765 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.790489 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.964682 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.51541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.53593 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.461172 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.282661 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.375572 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.834746 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.647617 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-1.07198 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-1.17621 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.795767 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.41129 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-1.38431 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.251622 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0909966 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.202366 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.0384761 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.466351 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.46171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.223159 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.835952 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.903821 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.746178 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.102495 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0909966 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.202366 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0384761 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.466351 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.46171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),-0.903821 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.746178 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0018215 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0641017 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.335315 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.495855 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0562425 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.4551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.351639 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.964427 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.42497 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.7929 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.995711 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.953962 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.103612 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.037689 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0934437 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0435878 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.275235 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.31498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.0456023 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.658398 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.2303 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.669083 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.814591 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.471296 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0934486 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0278411 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.275262 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.103004 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.037081 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.13028 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.104208 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0182647 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.223159 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.835952 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.976202 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.612296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.102924 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0183929 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0030801 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.239953 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.16019 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.839394 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.905317 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.815804 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.976185 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.68707 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.612625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.910291 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0402992 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.00237009 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.239912 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.198842 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.40276 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0520732 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.538266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.142591 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.12561 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.661806 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.727729 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.356733 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.600122 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.760557 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.509481 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.592547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.716178 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.123204 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0307209 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0162351 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0870392 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.366826 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0591883 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.117493 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.967869 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.03379 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.551403 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.884615 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.815544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.873497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.493474 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0981309 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.417476 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.141858 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.134352 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.152732 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.512556 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.429566 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.898638 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.964561 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.529275 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.804471 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.746314 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.680523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.826085 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.267273 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0698222 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0450341 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.119128 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.2355 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0719356 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.335919 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.147543 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.239367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.164522 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.360668 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.431964 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0308079 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.451703 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.184755 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.2022 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.134217 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.192401 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.436218 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.202223 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0122249 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.131185 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0101568 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.317963 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.538463 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.154275 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.123981 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.157973 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.220533 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.512817 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.194485 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.412742 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.0351567 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0973731 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0865398 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.336827 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.043645 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.222544 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.126241 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.151602 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.169915 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.24406 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.0313835 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.27082 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.205762 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.524251 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0183521 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.1367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.12053 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.20177 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-1.14923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-1.77664 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.8286 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-1.11013 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.673447 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.734697 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.06875 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.73019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.635764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.795202 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.989934 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.36608 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.673716 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.42507 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.73565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.7836 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-2.23165 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.91083 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-3.02224 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-3.0742 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.99916 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-2.05633 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-2.30502 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.29 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.07594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.37272 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.00426648 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.370071 # DEPENDENCYPART_GRANDPAR
