# _root_ Havel se vyslovil pro to , co si myslí většina na obou stranách : Měli bychom hledět do budoucnosti , aniž by se zapomnělo poučení minulosti .
#goldHeads=3,3,0,3,14,9,9,9,5,9,10,13,11,4,14,15,15,17,18,21,17,24,24,21,24,25,0,
#predictedHeads=3,3,0,3,4,9,9,9,5,9,10,13,11,0,14,15,15,17,18,21,17,24,24,21,24,25,0,
(5,6),(5,9),-0.00976992 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0491527 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0531415 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00226408 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0865464 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0341247 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.061752 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.19332 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.035199 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0124781 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.000524289 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0158464 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.344669 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0161061 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0913713 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0196949 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0363733 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0382832 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.00593403 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0306433 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.010502 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.127894 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00447109 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0189017 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0500164 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0335588 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0489184 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0318617 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0213983 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0134978 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.0134998 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.190215 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0482304 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0256635 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00168347 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.13369 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00508178 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0231743 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.118079 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.107032 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.105961 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0467783 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0248158 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0317092 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.711811 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0305288 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.10848 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.671259 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.666191 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.665057 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0331556 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0308525 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0169845 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.327367 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.078386 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0015451 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.00963614 # DEPENDENCYPART_SIBL
(6,4),(6,24),-0.00923398 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0579643 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0791164 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00631763 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00654263 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0613847 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0524578 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0513873 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0961505 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.139865 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0364813 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0963899 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0952309 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.095232 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0346736 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0560928 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.367226 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.362946 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.362946 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.000724656 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.109182 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.118875 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.118887 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0851586 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0877928 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.0877928 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.366477 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.366477 # DEPENDENCYPART_SIBL
(6,17),(6,24),-0.362465 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.261084 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.138631 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.240288 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0813959 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.129066 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00917654 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0562591 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00895446 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.038018 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.049503 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.125377 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.166848 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0441749 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0013981 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0227788 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00439938 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0142064 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00982213 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0303039 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00126211 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0267474 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0145461 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0772676 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.000112974 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0138054 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.181683 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0395173 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.207557 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.227159 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0464004 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0317097 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.046828 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.129799 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0578075 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.100998 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0268525 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00174594 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0195501 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.016702 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0195005 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0016027 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00598103 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0427491 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0981542 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.149158 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0191012 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00733428 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0405717 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0805582 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0237918 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0437736 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0462281 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0146568 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.029834 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0614928 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.061229 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0146458 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.060761 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.328423 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.153175 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00493748 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0403691 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0202213 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0312517 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00169709 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0457157 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0389527 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0156209 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0505489 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0461583 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0765262 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0136715 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.277303 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.259674 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0318264 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0567866 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0395923 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.000297547 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0730408 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0930686 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0492897 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0187364 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00476499 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0667588 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0676396 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0185932 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.113665 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00325536 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0315231 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0315127 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0578871 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0399512 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.135806 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0211925 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0393737 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0278275 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.086321 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0377765 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0403585 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.154944 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0568206 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00666588 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0981903 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0788583 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.118396 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0913111 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0679382 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0175541 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0999241 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.107469 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0677949 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0609481 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0578986 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0108643 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0388715 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.1415 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0473998 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0240168 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00817458 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0522647 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.119207 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0238736 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0517207 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0209308 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0810834 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0777129 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0218266 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0101941 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.125247 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0830787 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0768699 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0295987 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0207112 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0271942 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0474494 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0741788 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.102805 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0191793 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0147819 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.00573194 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0954816 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0768233 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0557268 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00587583 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0186079 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0375497 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0209906 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.00555394 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0112614 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.138103 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0145362 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0261687 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.101942 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0132429 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0289567 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.00676408 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0239735 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0441693 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0557024 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0536915 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0161164 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0368228 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.243017 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0251387 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00016518 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.00519611 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.235671 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0282477 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00493822 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.00753956 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.233023 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0065224 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0693838 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0256795 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0130378 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.101611 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0135176 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0859816 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0917338 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0477908 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0971762 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00112549 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.00893176 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0129983 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.077071 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0196535 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0282228 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0217533 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00650892 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0194775 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.038552 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0826012 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.010426 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.011947 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.068096 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0740307 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0236553 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0177594 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0944449 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0277408 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0319399 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.107405 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.261741 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.112378 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.111102 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0248265 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0259728 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0427868 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.745773 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.162999 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.399604 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.004463 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.12827 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0195103 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0409436 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0510829 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0323106 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.163437 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0581172 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0793383 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.104888 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.109097 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.103813 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0546239 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.130149 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.00646404 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.11746 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0592488 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0345627 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0229958 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0285324 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.140948 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0343645 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.100386 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0966105 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00250573 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0131013 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00755152 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0575916 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0068451 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0395281 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0166491 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00667041 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0136149 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.073583 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0650365 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.104096 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.107701 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.102418 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0834149 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.000999515 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.000626122 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00496418 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0265981 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0308012 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0307972 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.261438 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.261436 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.248053 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00531606 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0496253 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0282685 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.135413 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00530172 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0474827 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0728285 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.115789 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0486557 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0436088 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0428229 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0382825 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0635858 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0617521 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0039131 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0428239 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0986997 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.043914 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.107128 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.133537 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.108574 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.117617 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.130353 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.106178 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.276279 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.280649 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0460421 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0794028 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00467215 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0035909 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.279513 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0157511 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.125061 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0640058 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0654209 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0848338 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0996363 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0681139 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0228337 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0265203 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.172468 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0514846 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0410011 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0147802 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0261191 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0520308 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0246435 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0386665 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0846016 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0658448 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0492019 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.012205 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0105196 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.000595362 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0150926 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.039431 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.113458 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.00944819 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0181775 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.058283 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0497754 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.00797566 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0606223 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0296307 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0183804 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00947071 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00155755 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.0264898 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.115553 # DEPENDENCYPART_SIBL
