# _root_ Pro tento školní rok není změněno nic , uvažuje se však o systému školného a půjček u vysokoškoláků , zazněly úvahy o podílu na placení středního odborného školství .
#goldHeads=5,4,4,1,11,5,5,11,19,9,0,9,12,15,13,15,15,17,11,19,20,21,22,23,24,28,28,25,0,
#predictedHeads=5,4,4,1,11,5,5,11,11,9,0,9,12,15,13,15,16,17,9,11,20,21,22,23,24,28,28,25,0,
(6,1),(6,3),-0.092975 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0963129 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0210156 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00501233 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0199459 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0419441 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.000143645 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.00546618 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0081323 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0480609 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0347901 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.00501233 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0624955 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0979245 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0219986 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.027858 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0848745 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.104408 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.117951 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0944095 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0826289 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0607957 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.142489 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.027858 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0683725 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00957912 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0417025 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0903007 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0452781 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.150273 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0702886 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0616728 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0143763 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0679798 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0417025 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0467436 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0193158 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0118641 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00714207 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00515803 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0344638 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0371686 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.00497388 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0293749 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0193158 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0138264 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0185196 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00302658 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0141659 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00328267 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0106233 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00789798 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0156813 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0138264 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.101146 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0335898 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.12169 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.107524 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.10677 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.139006 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.132599 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.125807 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00397147 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0203864 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0302022 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0324396 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.141744 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0548565 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.00467256 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0177734 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0167207 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0196273 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.174437 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.023895 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0258484 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.231863 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.226252 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.304678 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.25797 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.120652 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.112797 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.250051 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0641562 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.000527017 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.248428 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0636602 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0152787 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0221017 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.00116169 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0147199 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00632651 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0381258 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.00616697 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.189667 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.34238 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.101477 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0767041 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0710997 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.101838 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0158359 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00586709 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0501475 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0167111 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.47279 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.072037 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0116391 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.191609 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.193665 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0244535 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.095529 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0124647 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0165352 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0593679 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0734937 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0310108 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0179192 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0371514 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.188587 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.176053 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0429444 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0137744 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0128614 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0393282 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0805169 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.684247 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0804004 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0509611 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.658158 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0304708 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0947241 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0757617 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0537543 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.109627 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0931954 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0931995 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0213116 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00289166 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0207105 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.325688 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0384537 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0258594 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0769227 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0104105 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.024009 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.064144 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0249101 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0215625 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0240321 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0140916 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.00466196 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0124144 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0769227 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0231639 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0533773 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.030879 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.0470658 # DEPENDENCYPART_SIBL
(9,1),(9,28),0.0179663 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0636145 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0959533 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0231875 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0317264 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0989738 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.277161 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.18266 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.100978 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.076195 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0918537 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0800732 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0573673 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0791738 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.11026 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0800525 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0340536 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.074906 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0916626 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.076195 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0800887 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.0523956 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0745738 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.168389 # DEPENDENCYPART_SIBL
(9,2),(9,28),-0.08492 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0661467 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0102356 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00700103 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0845068 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0330245 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.117884 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0463026 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.11802 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0715562 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0629404 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0133505 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0650704 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.045955 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0629118 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0398942 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.087819 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.075053 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.11802 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0682216 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.026539 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0574188 # DEPENDENCYPART_SIBL
(9,3),(9,26),0.0828362 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.071221 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0534927 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0410136 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0996747 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.123272 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.186668 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00542384 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0449501 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0329015 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0356063 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00669045 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0355913 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0569263 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0354904 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0142097 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00132017 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0544569 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0449501 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0328083 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0354557 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0292304 # DEPENDENCYPART_SIBL
(9,4),(9,26),-0.0507141 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0439934 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.239391 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.052823 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0283656 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0889993 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00293684 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0205134 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00295104 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0102916 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0079891 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0108376 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0397052 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0103124 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0110861 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0160213 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.00197466 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0205134 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0102801 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0290154 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0124986 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.0205735 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.000681688 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0484586 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0918445 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0997679 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00858435 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00488703 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0237816 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0165099 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0206854 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0159639 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.020936 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0164891 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0130852 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0120435 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0287762 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00488703 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0165214 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.00368536 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0143029 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0172209 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.0274832 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.250662 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.144324 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0784092 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00453587 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0644085 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0526279 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0497046 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0517286 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0282043 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0526072 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0527162 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.091983 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0642174 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.00453587 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0526434 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0229745 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0471853 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.167621 # DEPENDENCYPART_SIBL
(9,7),(9,28),-0.0574747 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0624997 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0357101 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00190364 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00361755 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00654548 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00108095 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00695206 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0203492 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00650709 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.174578 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00550782 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.01812 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00190364 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.000443035 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0189151 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.0155911 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.0321 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.0215223 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.098572 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.232181 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0674016 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0699123 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0345434 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0699161 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.203328 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0699165 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00210516 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0979368 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0670205 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.232181 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.069911 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.140914 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0632756 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0307693 # DEPENDENCYPART_SIBL
(9,10),(9,28),0.0674078 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0162025 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0148729 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0177795 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.178407 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0177837 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0241358 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0177837 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0291192 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.00811844 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0148875 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0162025 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0177787 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0341992 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0111429 # DEPENDENCYPART_SIBL
(9,11),(9,26),0.0525671 # DEPENDENCYPART_SIBL
(9,11),(9,28),0.0117861 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.229213 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.223602 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.305891 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.223603 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.249763 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.223597 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.106915 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.270648 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.230663 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.329417 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.223632 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.20271 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.230731 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.200612 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.226036 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.113844 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.253302 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.118942 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0647638 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.118919 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00378048 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0159476 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.121815 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00839848 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.119166 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0298713 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.125629 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0196919 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.128984 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.251678 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.115154 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0642679 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.115131 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0109712 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0171738 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.118027 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.00790252 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.115378 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0295023 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.121841 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.017143 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.125195 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0194906 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0218899 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0194906 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00440355 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0379568 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0223868 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0495354 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0194956 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.00615896 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.0261314 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.0531029 # DEPENDENCYPART_SIBL
(9,15),(9,28),-0.027992 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0641631 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.115142 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0109547 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0170595 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.118038 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.00779775 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.115389 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0293733 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.121852 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.0171536 # DEPENDENCYPART_SIBL
(9,16),(9,28),-0.125207 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0870831 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00267302 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0108612 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0800167 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.00947519 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0870531 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.109956 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.0800129 # DEPENDENCYPART_SIBL
(9,17),(9,26),0.0355196 # DEPENDENCYPART_SIBL
(9,17),(9,28),0.0846438 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0109305 # DEPENDENCYPART_SIBL
