# _root_ Záplava objevů v infračerveném světle je prostě neuvěřitelná : poznali jsme , jak velká složka hmoty ve vesmíru je chladná , vlastně přímo mrazivá .
#goldHeads=6,1,2,5,3,9,6,6,0,9,10,21,14,15,19,15,16,17,21,19,10,21,24,21,0,
#predictedHeads=6,1,2,5,3,9,8,6,0,9,10,21,14,15,19,15,15,17,21,19,9,24,24,21,0,
(6,8),(6,15),-0.092423 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.095327 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0646187 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.428754 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0259631 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0684907 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.145225 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.428754 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0504861 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0673845 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.115321 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0578273 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.102286 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0512343 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0530701 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0514315 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0803779 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.115321 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.00208482 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0837944 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0803779 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.254728 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00214892 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0578976 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.149184 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0405169 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.039466 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0851164 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.127352 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.00214892 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0283636 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0617204 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.127352 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.168201 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.111947 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0278834 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.243401 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.24235 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.302497 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0497156 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.168201 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.198208 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.108124 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0497156 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0991657 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.131307 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.11581 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.117594 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.175895 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.109295 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.163659 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0376108 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.121273 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.109295 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0537216 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0111794 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0120899 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0121214 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.00247221 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0491076 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0520751 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0649309 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.00247221 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.116917 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.119821 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0868467 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.447285 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.050876 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0895112 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.166246 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.447285 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.134921 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0609556 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.00577893 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.00734954 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0240873 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.120498 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.00577893 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0424384 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00696384 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.00899806 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0160448 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.112455 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.00696384 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.114737 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.022794 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.184169 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0755533 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.114737 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0259631 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0684907 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.145225 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.428754 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0376108 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.121273 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.109295 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0109544 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.106755 # DEPENDENCYPART_SIBL
(6,23),(6,24),-0.0414129 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0468659 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0184188 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0207451 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0508403 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0532586 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.311058 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.119777 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.153291 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0606051 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.118955 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0534885 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0473035 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00999388 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0208499 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.153291 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0606051 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.118955 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0534885 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0473035 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00999388 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0208499 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00856802 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0746729 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.044654 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0233776 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0584576 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0638902 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.148705 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.048798 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00308833 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0330923 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0312204 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0601991 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0473035 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0100054 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0208614 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.013407 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0232542 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0261356 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0172235 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0196412 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.336404 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0453531 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.072084 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.101118 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0461743 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00767961 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0537855 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.10107 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0336549 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00754995 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0475628 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0397255 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.000531042 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0475628 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.072084 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.101118 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0461743 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00767961 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0537855 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.10107 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0336549 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00754995 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0475628 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0397255 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.000531042 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0475628 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.10621 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0146139 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0582722 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00802565 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.10621 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0130168 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0064244 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0311448 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0864597 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.011131 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0311448 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00176076 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.026464 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0270715 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0187682 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.000661235 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.000584486 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00769484 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.428639 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0390128 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00769484 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00763229 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.047078 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.101073 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0336429 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00753795 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0475623 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.039726 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.000519039 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0475623 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.107 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.135984 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.397672 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.326644 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0135729 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0637926 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.496029 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0135729 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0149366 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.030822 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0115348 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.029672 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.000365145 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0023482 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.029672 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.000661235 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.000584486 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00769484 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.428644 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0390128 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00769484 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.411799 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0678532 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0594123 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.424961 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0678532 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.106664 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0579929 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.419274 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.106664 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0319 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0995313 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.164292 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0890003 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.101021 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0127128 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.189713 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00695309 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.192154 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0376382 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0328959 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.175032 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.144667 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0103566 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00187943 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0336849 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0352994 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0503391 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0518254 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0368178 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0483205 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0339553 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0383925 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.00187943 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.0404677 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.10106 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0383925 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.00695309 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.192154 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0376382 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0328959 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.175032 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.144667 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0103566 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00187943 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0336849 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0352994 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0503391 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0518254 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0368178 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0483205 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0339553 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0383925 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00187943 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0404677 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.10106 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0383925 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.00520762 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0431405 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0325071 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.117327 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.229526 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0668565 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.00813501 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0858341 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0797373 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00582231 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00560085 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0525264 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.00160974 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.020711 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.072121 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.00813501 # DEPENDENCYPART_SIBL
(10,3),(10,22),1.81335e-06 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0955667 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.072121 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0485559 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.057292 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.16407 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.133746 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00609323 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00239542 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0294101 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0310246 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0375264 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0390127 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.032543 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0355078 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0296919 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0341177 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.00239542 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0447425 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0967847 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0341177 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0538805 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.066266 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.143459 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.05501 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0178612 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0316877 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.000326721 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0290641 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0290058 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0239575 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0267134 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00782253 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.00452698 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0178612 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0484194 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0734028 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.00452698 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.00880322 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.14902 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.02682 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0511688 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0558208 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0435781 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0183623 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0213177 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0152203 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0212355 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0380879 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0360391 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0511688 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.00930576 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.110504 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0360391 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.107281 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.058832 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0383641 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0755488 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0757057 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0672482 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0666074 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0901331 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0687498 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.128875 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0835401 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0383641 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0520331 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.140078 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0835401 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.180006 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0927514 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00678484 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00113575 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.000750136 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00566708 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0345182 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0016041 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0163008 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.00418047 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0927514 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0913514 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0609556 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.00418047 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.177846 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.161801 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0654128 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.234033 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.232983 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.25212 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.234005 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.073976 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.079758 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.177846 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.218334 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.139165 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.079758 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0348752 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0908002 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.109608 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.111393 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.139748 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.109407 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.122518 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0762757 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.124457 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0023729 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0754065 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0762757 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00581799 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0348911 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0358016 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0225155 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0352164 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0587258 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0434083 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0721985 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0632139 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0425143 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0434083 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.125794 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.128698 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0687742 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.125821 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0092589 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.356334 # DEPENDENCYPART_SIBL
