# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(4,8),(8,9),-0.0998938 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.00986823 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.160455 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.265256 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.0970038 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.49835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.144583 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0990104 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.133068 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.220422 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.187543 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.613077 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-5.21987e-05 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.582717 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.343565 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.941029 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.549941 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.284543 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0550079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-1.07603 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.517587 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.00432406 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.245382 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.844782 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0444762 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0702516 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.946307 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.00220685 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.564128 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.383207 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.147317 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.740472 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.0377647 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.159262 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.0970038 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-1.49835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.144583 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.0990104 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.133068 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.220422 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0249867 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0439822 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.50252 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.582717 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.343565 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.941029 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.549941 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.400933 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.221024 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.070391 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.945774 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.238448 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.134675 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.759699 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.408495 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-1.06781 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.738459 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.0424546 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.263966 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.161216 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.794212 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-1.06338 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.941279 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.755484 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.413107 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.026397 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-1.12488 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.0338388 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.264465 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.171514 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.801976 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-1.07114 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-0.146432 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),0.105331 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-1.41713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.196808 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.130729 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.219928 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.0921685 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),-0.0339902 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.143452 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.643074 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.0560353 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.753456 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.376625 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-1.44666 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.977686 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.840832 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.228385 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.0816073 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.848834 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-1.12146 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-0.602134 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-1.34598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.292054 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),0.245878 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.0187621 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.535102 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.268162 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.869669 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.116227 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.9332 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-1.20504 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),-0.743957 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),-1.11945 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.262101 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),0.028278 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-1.14799 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.904109 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-1.79959 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-1.0594 # DEPENDENCYPART_GRANDPAR
(4,27),(27,17),-1.13397 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),-0.284097 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),0.0164197 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-1.16903 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.614338 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.861487 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-1.81354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.260063 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0454947 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0718072 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.16515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.306418 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.26076 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.12071 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0566989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.16689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.408095 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.349241 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.544572 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.265405 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.00475131 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0302806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.17174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.412395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.291819 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.529216 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.610904 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.714012 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.728012 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.586634 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.904834 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.921266 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.615966 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.851582 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.11399 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.11013 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.533192 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.565185 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.72161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0518717 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.394287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.36988 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.544379 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.500282 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.532687 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.721337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0186241 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0370481 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.289794 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.182947 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.223236 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.265525 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.243278 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.399278 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.419436 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.194052 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.297192 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.449768 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.60536 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.557489 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.568344 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.584719 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.785261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0262378 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.118336 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0791127 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.405308 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.458817 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.344618 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.421928 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.635639 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.65102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.429542 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.159915 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.340199 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.669011 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.315714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.299268 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.490399 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.511423 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.367937 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.308999 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.652059 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.280044 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.713985 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.32659 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.539026 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.557328 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.200936 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.571542 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.544379 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.500336 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.532706 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.721665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.0182961 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),0.203892 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.10066 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.298033 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.278733 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.291033 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.273763 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.331859 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.468344 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.593606 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.481182 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.265992 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.29732 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.445406 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.607087 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.606077 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.438493 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.287626 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.155369 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.18623 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.141992 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.2424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.271643 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.618235 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.291532 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0291671 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0174399 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0867076 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.24661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.214022 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.602779 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.610093 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.835938 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.827829 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.621689 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.982932 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.987597 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.717643 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.928692 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.23571 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-1.17096 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.221707 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.211907 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.327134 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.23715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.242432 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.699452 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.851227 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.874722 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.746119 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.579819 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.553099 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.663581 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.517052 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.815326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.108552 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.287479 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.302327 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.31799 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.299076 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.336405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.472313 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.480704 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.293726 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.372797 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.554956 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.661124 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.593028 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.62126 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.715812 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.513618 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.860533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.195671 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.152772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.52668 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.555222 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.379641 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.516526 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.710325 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.713938 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.531009 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.237316 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.338934 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.64246 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.407037 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.331367 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.560002 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.56926 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.60486 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.171774 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-1.26858 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.274362 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.36608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.485465 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.918099 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-1.13561 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.361577 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.131661 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.49757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.139351 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.619848 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.908002 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.197531 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.454363 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.254306 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.26735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.0271866 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.37496 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.338421 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.702909 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.319421 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.12705 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.21958 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-2.24991 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.526278 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.83967 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-1.96831 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-1.10931 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.333881 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-1.22881 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.125503 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.40101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.554231 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.480918 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.886888 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-2.38371 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.322488 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-1.21799 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.441129 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.40089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.55415 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.480836 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.695413 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.117944 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0624054 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-1.47167 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.51989 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.79349 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-2.00585 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.830355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.621026 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.92039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.379213 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.199381 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.537922 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.135642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-1.0017 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.95908 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-1.0472 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-1.91982 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.75051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.109417 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.557561 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.28154 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0128139 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.700005 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.790287 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0962772 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0718442 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.540885 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.085172 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.851849 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.801536 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.75109 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.835127 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-1.43291 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.455454 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.79349 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-2.00585 # DEPENDENCYPART_GRANDPAR
