# _root_ Η πρόταση , κατά την άποψή μας , βελτιώνει και δεν υπονομεύει την ασφαλή και αξιόπιστη επισκευή των αυτοκινήτων .
#goldHeads=2,10,4,10,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
#predictedHeads=2,10,4,9,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
(9,6),(6,7),0.318107 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.233194 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.02873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.0367713 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.960267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.413149 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.991571 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.45847 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0372399 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.12214 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.139984 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0731258 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.96807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0140011 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.899606 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.932166 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.577693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.622844 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.546135 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.21938 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.619918 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.360266 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.31148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0809225 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.260044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.438925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0226113 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.647938 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.319596 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.786499 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.504332 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.237957 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.309732 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.248649 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.279553 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.0471542 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.34582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.413452 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.263594 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.515285 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.361813 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0017462 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.570392 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.363647 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.830742 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.426038 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.440653 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.449327 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0632268 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.669788 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.452812 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.919721 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.577693 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.622844 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.546135 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.619918 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.360266 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.31148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.423459 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.120634 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.243012 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.726024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.625093 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.647938 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.319596 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.786499 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.504332 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.448025 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.439011 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.139387 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.452038 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.918947 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.436927 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.282678 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.642704 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.0140042 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.401457 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.329954 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.266327 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.540495 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-1.29231 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.782866 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.410238 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.402265 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.330143 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.266138 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.540684 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.229961 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-1.28834 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.41043 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.482092 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-1.44275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,12),-0.374286 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.834107 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.504568 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.971465 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.111087 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.114152 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.093785 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.17359 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0130469 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.121559 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.03918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-0.365185 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.209776 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.133517 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0506921 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.00991581 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.101932 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.01487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.316493 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.609682 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.737434 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0863686 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.131325 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.20798 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.110789 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0549554 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0167448 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.921983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,15),-0.502508 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-0.548565 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.0966681 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.081182 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.115129 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.067424 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.169619 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.258508 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0174818 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.126214 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.03869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.364505 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.619211 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.728478 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.725636 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.209776 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.192235 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.201656 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.071318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.101932 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.01487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.316493 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.609682 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0837847 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.178367 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0046239 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.195501 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0482347 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0511679 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.984284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.252619 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.583537 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.564809 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.711289 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.587709 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.584867 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.58489 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.444388 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.336242 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.530209 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.31137 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.209042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.411813 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.483834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.586683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.306372 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0456195 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.138506 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.172937 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.226968 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.224316 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.327332 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.363752 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.216524 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0670245 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.181618 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.220007 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.217167 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.537361 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.476493 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.561131 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.404657 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.349294 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.544648 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.63536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.312665 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.225484 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.499882 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.307253 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.265788 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.318125 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.315283 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.407186 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.216091 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.1166 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0946385 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.219745 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.216905 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.253353 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.37962 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.482017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.285411 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.181294 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.095313 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0625418 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.219333 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.531942 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.21605 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.276724 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.181913 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.095313 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0625418 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.219333 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0985956 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.412837 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.276724 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.464218 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.455502 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.110138 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.36165 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.299981 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.297139 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.200655 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.268416 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.235277 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.328994 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.162057 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.256182 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.0638239 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.85932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,2),-0.431164 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.372581 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.547694 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.169656 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.636723 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0435683 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.79637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,14),-0.201719 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.60529 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.116332 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.231425 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.850509 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.403107 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.115903 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.450447 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.0399488 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.376478 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.673329 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.189158 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.2241 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.32392 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.51114 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.769132 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.178119 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.171619 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.26814 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0544233 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.85703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,15),-0.410061 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.277184 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.85129 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.431164 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.370733 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.567189 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.637627 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.636723 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0435683 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.79637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.201719 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.258582 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.318144 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.377964 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.841846 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.474318 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.211786 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.172647 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.63505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.0842395 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.254397 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.48781 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.0188388 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.592945 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.53559 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.222338 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.392863 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.402618 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.885304 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.428206 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.286504 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.511998 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.222658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.0088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.361658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.456724 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.765229 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.359204 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.93331 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.81099 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.00515 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.749738 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0663147 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.133899 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.261575 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.312543 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.971617 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.871437 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.973339 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.18442 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.765079 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.36399 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.669533 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.68907 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.13978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.473041 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.105354 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.112049 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.394792 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.179321 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.353817 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.75104 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.291436 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.142475 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.262349 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.311768 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.286412 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.687491 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.622871 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.910768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.797608 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.400493 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.269415 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.00460558 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.846416 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.175688 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.259724 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.7968 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.400304 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.269226 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.00479458 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.484426 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.842451 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.259915 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.730685 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-1.11154 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-1.27105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,16),-0.298218 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.209819 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.364287 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.382652 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.371752 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.372015 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.511395 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.654372 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.433281 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.307898 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-1.0219 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.135176 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.985439 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.137911 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.621572 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.293779 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.809809 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.733321 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.831143 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.684625 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.727911 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.6723 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.652052 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.659189 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.63584 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.704073 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.658677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0467357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0337901 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.293186 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.164859 # DEPENDENCYPART_GRANDPAR
