# _root_ Επίσης , μέσα στο Κάστρο υπήρχαν οι απαραίτητες δεξαμενές για νερό , ενώ το Νεκροταφείο βρισκόταν έξω από την πόλη .
#goldHeads=13,13,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,17,20,18,0,
#predictedHeads=6,6,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,16,20,18,0,
(5,1),(1,2),-0.415603 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0559577 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.435968 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.805121 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.247904 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0419005 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.402935 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.53487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.801193 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.879032 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.208916 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.486388 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.415592 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.51985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.805155 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.800467 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.857833 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.22719 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.790415 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.68655 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.05582 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.999543 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.516895 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0753004 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.53605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.813999 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.646884 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.799602 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.516351 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.930415 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.472735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.257813 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0165192 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.307204 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.440515 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.2433 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.173792 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.264086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.558743 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.44113 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.40754 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.846396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.685866 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.499831 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.461899 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.222935 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.481276 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.648207 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.255566 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.470502 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.548677 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.182938 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0945332 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.326294 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.205319 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0679427 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.244155 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0306347 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.93276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.226628 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.119959 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.00532564 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.367285 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0483137 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.89812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.0825335 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.473956 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.315823 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.338774 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.451545 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.47046 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.505577 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.083504 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0762581 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0801876 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.91341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.0487613 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0503474 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0629456 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.160364 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.99342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.312218 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.390103 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.625751 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.350359 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.114735 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.117936 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.00279886 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.204483 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.183752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.562128 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.596769 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.04614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.617201 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.375026 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0404933 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.246906 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0788203 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0259293 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0755133 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.517159 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.0419671 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.250336 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.446562 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.243888 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.107642 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0249322 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0785299 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.565209 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.0481404 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.617693 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.37519 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.571537 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0671976 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0767338 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0238356 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.077606 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.519253 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.515126 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.385927 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.22604 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.537638 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.42018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),0.0488811 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.359067 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0409434 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.124611 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0851132 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.293608 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-1.01078 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.322489 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.67842 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.593024 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.458035 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.485385 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.314317 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.608116 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.17891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.360314 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0659647 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.286648 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0525538 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0509733 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.163384 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.481934 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.145043 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.599357 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.068659 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.155593 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.531287 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.30393 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.617202 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0670338 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.336912 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.118588 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.13414 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.420352 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.517159 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0419671 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.250336 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.460069 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.407852 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.194464 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.305488 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.0689004 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.338425 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.31281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),0.114367 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.25715 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.088937 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0226826 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.128484 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0699859 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.589581 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.298533 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.00756152 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.168162 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.517491 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.298095 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.503078 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.369841 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.39588 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.346638 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.00885593 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.111016 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.196275 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.548268 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.209045 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.265172 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.621829 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.359468 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.122537 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.101846 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-1.15466 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.511698 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.28992 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.418158 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.0152053 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.07761 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.969508 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.283623 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.980833 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.230299 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.632123 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.145257 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.367229 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.227501 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.612633 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-1.35319 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.623419 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.45284 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.296957 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.647296 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.466129 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.82792 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.400712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.587334 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.05143 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.86134 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.746949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.86951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0816554 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0857774 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.304048 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0887834 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.265549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.438299 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.041231 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.405816 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.184641 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.235731 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.272089 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0819056 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.115593 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.389238 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.00804552 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.746949 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.86951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.113628 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0455464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.304041 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0887834 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.265548 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.438299 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.593938 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.756021 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.587834 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.749551 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.03604 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.8851 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.711386 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.958732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.216434 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0577885 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.10966 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.119081 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.982468 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.193735 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.346266 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0169831 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.29288 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.593941 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.353293 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.746949 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.0455466 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.21284 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.245331 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.0294051 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.90951 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.438299 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.041231 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.405816 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.664562 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.216552 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0364793 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.791087 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.444505 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.298841 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.314955 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.351677 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.316173 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.425855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.405576 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.35258 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.40267 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.481584 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.322999 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.20619 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.231887 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.218784 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.211225 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.218974 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.111121 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.22748 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.183208 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.07033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.116826 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.423223 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.431026 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.410374 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.60263 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.05078 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.652738 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.599108 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.08485 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.87576 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.397083 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.268279 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.12501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0620372 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.477747 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.415222 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.657307 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.566303 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.598781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.336106 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.088983 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0921728 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.15511 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.617202 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.177857 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.775722 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.414034 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.533161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.411412 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.084537 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.00382427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.141492 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.65935 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.775769 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.75591 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.797586 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.685478 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.983423 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.297774 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.558411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.426109 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.088708 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0068373 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.105595 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.804212 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.175582 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.589434 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.809391 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.780982 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.804314 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.837999 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.710747 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.04453 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.707392 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.359721 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.611281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.398529 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0354681 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.034542 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.687887 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.00860368 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.526293 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.182825 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.103242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.476223 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.446041 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.775722 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.411412 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.113953 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0391023 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.101525 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.69432 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.65935 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.236854 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.262486 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.625118 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.814511 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.699069 # DEPENDENCYPART_GRANDPAR
