# _root_ Από τότε , η Κέρκυρα έχει γεννήσει δύο Έλληνες πρωθυπουργούς και διάφορους άλλους πρωταγωνιστές της πολιτικής , κοινωνικής και πολιτιστικής ζωής της χώρας .
#goldHeads=7,1,7,5,7,7,0,10,10,11,7,14,14,11,16,19,19,19,21,19,14,23,21,0,
#predictedHeads=7,1,7,5,7,7,0,9,7,11,7,14,14,11,16,14,19,19,21,19,16,23,21,0,
(0,19),(19,9),-0.0857701 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.429359 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.00700049 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.436213 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.378412 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.136283 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.940277 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.243132 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.190528 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.437874 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.234339 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.234518 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.28992 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.0762908 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.296403 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.140466 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.358725 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.284379 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.335853 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.0484737 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.7439 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.317701 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.233525 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.400944 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.125681 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.465606 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.744112 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.314294 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.155005 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.747368 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.404981 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.469643 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.779092 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.154876 # DEPENDENCYPART_GRANDPAR
(0,24),(24,9),-0.347051 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-0.52507 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.554383 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.466313 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.517678 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.525077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0134388 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0874445 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.226942 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.561893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.117654 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.054507 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.306719 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.178148 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.126712 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.412294 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.121421 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.209752 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.594971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.101006 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0612963 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.485903 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.115817 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.30344 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.468982 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.45256 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.452456 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.256501 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.479597 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.331784 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.589226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0904838 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0447846 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.488642 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.115303 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.159277 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.472024 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.468437 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.468332 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.25953 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.48029 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.505965 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.580106 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.697891 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.32925 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.256663 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.488075 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.608575 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.488108 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0426157 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.12243 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.351679 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.519723 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.189212 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.466388 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.64232 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.186345 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.638561 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.574739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.105155 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.278927 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.00855116 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.089988 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.176086 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.451706 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.456502 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.456398 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.394449 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.446095 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.287467 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.396874 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.339771 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.573386 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.185136 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.195906 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.448347 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.18405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.329646 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.483182 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.555997 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.694996 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.852744 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.728231 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.611548 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.820932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.158507 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.356178 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.823061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0251596 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.187782 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.121976 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.26076 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.589373 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.773427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0516233 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.166918 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.00907106 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.26994 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.356121 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.299425 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.289627 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.284971 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.503224 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.411876 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.125611 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.930084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.453238 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.412538 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.532503 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.854278 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.291157 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.107443 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.952466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.451664 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.411792 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.363919 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.532559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0228124 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.00947259 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.108184 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.481924 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.412385 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.475086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0875421 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0415509 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.204267 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.278192 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.334236 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.337761 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.103925 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.271468 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.138601 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.387129 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.358303 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.3713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.857443 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.419152 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.39756 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.38593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.854038 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.808632 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.803794 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.722115 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.755994 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.869299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.419889 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.621662 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.338779 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.372895 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.182056 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.890975 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.246986 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.806961 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.803236 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.720877 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.755926 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.874962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.16782 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.625003 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.36016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.394276 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.188868 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.890969 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-1.16295 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.505333 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.494578 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.239444 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.303997 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.622149 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.736597 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.559214 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.154377 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.286013 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.085312 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.17177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-1.24901 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.779091 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.808634 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.433237 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.235397 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0691967 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.16006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.433376 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.37728 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0511628 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.20023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,2),-0.229205 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.317026 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0322478 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.25784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-1.33376 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.591944 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.617333 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.598593 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.536347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.345245 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.5471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.601105 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.221019 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.333783 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.448622 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.812929 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.641643 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.474623 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.785153 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.314085 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.419562 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.769839 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.899864 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.692551 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.32315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.379855 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.427028 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.261785 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.385187 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.752538 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-1.01264 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.356127 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-1.12503 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.789423 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.761633 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.830808 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.769133 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.596809 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.32315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.379855 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.427028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0921321 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.385187 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.752538 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.499891 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.402625 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.888904 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.84376 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.909555 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.680875 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.57104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.624846 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.630304 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.298237 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.411002 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.883102 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.685032 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.421516 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.723067 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.375857 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-1.14562 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.428623 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.717106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.760202 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.299447 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.274136 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.623168 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.57149 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.882069 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.351842 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.786746 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.537512 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),-0.767579 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.314197 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.426962 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-1.09115 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.756001 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.567802 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.879532 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-1.22248 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.392335 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-1.3355 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.931763 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-1.05047 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.749431 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.300005 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.122278 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0804917 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-1.23469 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.93611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,9),-0.257796 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.412797 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.398006 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0877141 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.239032 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-1.27341 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.403861 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.535759 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.218561 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-1.44249 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.40561 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.192918 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.522205 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-1.07067 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.01809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.265396 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.404946 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.214585 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.332293 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.146569 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.79087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.29837 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.0627677 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),0.0746009 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.287792 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.662778 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.228164 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.99432 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.07202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.167392 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.467935 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0114802 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.176319 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.471928 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.0051654 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.563395 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.747643 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.911089 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.660272 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.284562 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.765696 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.99432 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.07202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.167392 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.418705 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0114802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.176319 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0669731 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0411918 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.846105 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.992057 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.73786 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.847468 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-2.1488 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.30404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0239307 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.218311 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.35568 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.293765 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.230824 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0446092 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0113111 # DEPENDENCYPART_GRANDPAR
