# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,3,12,12,12,14,14,0,17,17,14,19,17,22,22,19,24,22,0,
(3,19),(19,4),0.338336 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.639811 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.0201131 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.0685533 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),0.0372072 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),0.0653165 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.297528 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.0331319 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.247976 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.0449017 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.959715 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.14351 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.854795 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-1.07032 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.645362 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-1.23337 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.555747 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),0.0614452 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.735688 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.86914 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-1.04042 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-1.44321 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-1.1702 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.535319 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.858202 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-1.04083 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.511686 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-1.43226 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.53637 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.7867 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-1.3859 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.438854 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.209163 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.796857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.299769 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),0.216442 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.612101 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.2542 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.64932 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.510722 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.41019 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.411159 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.837771 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.843844 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.734966 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.841728 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.08564 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.43949 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.806557 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.36903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.758657 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.140385 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.144421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0107279 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.283102 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.934086 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.78376 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.644757 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.32022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.866408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.192666 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.170722 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0465892 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.120143 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0152204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.0660072 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.290401 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.342888 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.24016 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.351292 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.738786 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.604457 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.411024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.74805 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.69112 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.120772 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.19408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.175286 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.738786 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.604457 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.411024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.74805 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.69112 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.120772 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.227599 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0703092 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.365939 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.400217 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.704701 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.630853 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.476476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.60675 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.705652 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.200393 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.262963 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.308084 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.586901 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0199606 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.106972 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.291227 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.336535 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.279098 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.381568 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.48948 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.280824 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.639469 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.458251 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.485841 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.22866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.480128 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.634924 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.703699 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.510832 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.703954 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.688739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.921678 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.59139 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.70915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.860393 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.227418 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.301811 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.35174 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.440412 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.117222 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.422475 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0690795 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.634166 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.68429 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.0660082 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.725332 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.280234 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.285024 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.278949 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-1.21772 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.424347 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.321508 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.109301 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.00966152 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.618039 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.69045 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.971437 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.603141 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.782983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.0229157 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.10539 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.133834 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.165681 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-1.2885 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.224022 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.202609 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.293176 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0319351 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.6131 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.655904 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.469131 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.594703 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.338 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.465667 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.383749 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.347088 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0278396 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.0315158 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.578472 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.624279 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.533641 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.598315 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.136204 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0160551 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.204801 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.504438 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.268654 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0223739 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.175833 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.24294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.378751 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.464529 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.489705 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.78021 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.609041 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.645256 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.716438 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.691496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.849782 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.84628 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.21465 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.855595 # DEPENDENCYPART_GRANDPAR
(6,3),(3,25),-1.06715 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.449785 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0606072 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.28394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,9),-0.520539 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.665051 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.646347 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.169343 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.29779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.380653 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.453251 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.655013 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.684107 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.133715 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.802577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.013618 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.142579 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.106615 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.06733 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.796632 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.548941 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.297621 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.732112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.102203 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.102206 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.533336 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.188103 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.911676 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.431878 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.293066 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.176206 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.226361 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.501536 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.03245 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.786909 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.568675 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.329366 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.780873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.119549 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0550892 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.00510524 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0673547 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.793279 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.131983 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.113204 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0996835 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.109483 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.365628 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.364016 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.451078 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.0896695 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.12949 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.897523 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.618237 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.398619 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.68823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),0.0785015 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0266851 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0301218 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.981577 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0313842 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.171197 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.21845 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.194219 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.3817 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.377145 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.353347 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.519886 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.162965 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.636807 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.304788 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.34492 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.194745 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.264365 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.525661 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.524268 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.598787 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.253746 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.208001 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.473245 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.471752 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.651106 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.289352 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-1.03245 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.78691 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.568676 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.329368 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.781014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,8),0.0549846 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.00250645 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.0672315 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.15173 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.142006 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.131247 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.223896 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.160455 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.44632 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.364079 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.489409 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.450058 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.0886493 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.588862 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.786909 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.568675 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.329366 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.784601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,8),0.0558854 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.00440916 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.0676461 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.150408 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.140103 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.223482 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.159416 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.219979 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.191738 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.968615 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.488865 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.449348 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.0879391 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.596769 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.784607 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.656864 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.584717 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.806036 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.539535 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.27434 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.281113 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0289955 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.648729 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.0407195 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.109362 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.178123 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0654353 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.0909216 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.397995 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.352191 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.534346 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.510328 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.238145 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.721828 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.600618 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.423896 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.533652 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.469072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.346834 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.07223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.279198 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.480512 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.474114 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.586792 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.722009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.666931 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.583643 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.643675 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.604498 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.00254 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.880745 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.880232 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.876693 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.876672 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.620279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0957911 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.14224 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.157067 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.157184 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0469057 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.252665 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.204287 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.237829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.156435 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0041909 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.150302 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.127017 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.052107 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.110982 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.00239618 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.00145813 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0572735 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.013078 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.119618 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.05869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.271505 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.415187 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.574489 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.560393 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.657385 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.664353 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.501697 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.574409 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-1.33128 # DEPENDENCYPART_GRANDPAR
