# _root_ Τα νέα στοιχεία υποδεικνύουν μάλιστα ότι οι ιζηματογενείς αποθέσεις των ωκεανών , οι οποίες καλύπτουν το 70% της επιφάνειας της Γης , περιέχουν περίπου τους μισούς μικροοργανισμούς του πλανήτη .
#goldHeads=3,3,4,0,4,4,9,9,23,11,9,15,14,15,9,17,15,19,17,21,19,15,6,26,27,27,23,29,27,0,
#predictedHeads=3,3,4,0,4,4,9,9,4,11,9,15,14,15,9,17,15,19,17,21,19,23,6,23,27,27,23,29,27,0,
(2,4),(4,17),-0.528669 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.919998 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.942409 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.570569 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.698227 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.0478194 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-1.01972 # DEPENDENCYPART_GRANDPAR
(2,4),(4,29),-1.14398 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.00891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0942943 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.373903 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.219149 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.903256 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.743417 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.880629 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.493001 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.623571 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.236153 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.934914 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.517048 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.481225 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.613432 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.546952 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.941218 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.0330191 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.282336 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.221142 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.85462 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.802341 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.593421 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.935758 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.522427 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.650524 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.583181 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-1.05192 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-1.07624 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.720131 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.157054 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.941218 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.853777 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.802353 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.672666 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.377169 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.52243 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-1.03261 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.154917 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.650524 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.583181 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.391771 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.21799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.638821 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.691373 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.694172 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.06516 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.989826 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.831085 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.528519 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.696937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.121914 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.150533 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.527214 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.254367 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.17903 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.204953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.259758 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.227633 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.254358 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.282867 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.358184 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.238579 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.537789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.84899 # DEPENDENCYPART_GRANDPAR
(3,4),(4,29),-0.554467 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.522979 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.736914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0821325 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.243948 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.671384 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.445893 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.370552 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.362425 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.361621 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.261775 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.801991 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.313808 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.0857157 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.467038 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.0587929 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.659812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.152697 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.203254 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.776327 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.452321 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.376984 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.363785 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.908974 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.633407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0177479 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.219612 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.836041 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.63357 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.851892 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.458933 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.319215 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.335545 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.308122 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.533525 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.563947 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.305134 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.705577 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.908974 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.833458 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.632707 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.479656 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.706724 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.319222 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.960605 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.0290461 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.335547 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.308124 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.625659 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.674795 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.76368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.183708 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.286306 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.175552 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.881364 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.714806 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.569182 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.89298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.2481 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.352051 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.710151 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.272794 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.978603 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0391521 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.112834 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.15473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.135037 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.20591 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.244012 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.461839 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0581444 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.221876 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.171738 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.277242 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.119579 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.165524 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.0775205 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.239348 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),0.0981737 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.369233 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.187198 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.30484 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.26674 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.439121 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0866434 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.014285 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),0.000928705 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.946722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.301462 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.317058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0238735 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.694475 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.301786 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.105042 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0132118 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.0237024 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.635358 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.749702 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.430167 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.471641 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.014285 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.316211 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0238832 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.489978 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.687995 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.105022 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.303534 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.571162 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0132272 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.0237177 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),0.0600596 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.31749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.143027 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.345552 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.281917 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.426187 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.500259 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.850779 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.143885 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.914335 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),0.0729302 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),0.267805 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.20991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.197366 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.0521718 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.281152 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.177538 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.925174 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.528591 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.159959 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.608905 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.693989 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.543527 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.059047 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.695421 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.806119 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.0951739 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.655213 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.427909 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-0.423529 # DEPENDENCYPART_GRANDPAR
(4,15),(15,29),-0.98298 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.279321 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.356151 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.78495 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.895829 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.69007 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.452099 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.554012 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.494105 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.0922801 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-1.37827 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-1.10955 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.749702 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.0920575 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.430168 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.471641 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.367113 # DEPENDENCYPART_GRANDPAR
(4,19),(19,29),-0.921716 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.45173 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.553643 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.493736 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-1.3779 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.552967 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-1.17668 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.0920574 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.430167 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.471641 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.494897 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.367113 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),-0.921716 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),0.0600596 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-1.31749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,9),0.281917 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.426187 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.107801 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.760716 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.869506 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.914335 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.604009 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.691556 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.579069 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-1.13852 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),0.259259 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-1.2117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,5),0.195476 # DEPENDENCYPART_GRANDPAR
(4,23),(23,6),0.0458318 # DEPENDENCYPART_GRANDPAR
(4,23),(23,8),-0.28281 # DEPENDENCYPART_GRANDPAR
(4,23),(23,9),0.175157 # DEPENDENCYPART_GRANDPAR
(4,23),(23,11),-0.530971 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),0.157902 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.695347 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.379356 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.128846 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-1.61025 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.867652 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-1.40903 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.976265 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0391977 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.4272 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.690923 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-0.533472 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.418762 # DEPENDENCYPART_GRANDPAR
(4,23),(23,29),-0.978213 # DEPENDENCYPART_GRANDPAR
(4,23),(23,30),-0.61875 # DEPENDENCYPART_GRANDPAR
(4,24),(24,4),-1.16785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,24),(24,14),-0.662822 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.786801 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.895591 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.00637685 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.691801 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-0.693293 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.535311 # DEPENDENCYPART_GRANDPAR
(4,24),(24,29),-1.09476 # DEPENDENCYPART_GRANDPAR
(4,27),(27,18),-1.3779 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),-1.17668 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),-0.661422 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),-0.0489478 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.437246 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.665745 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.50526 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-1.46868 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-0.921716 # DEPENDENCYPART_GRANDPAR
(4,29),(29,20),-1.1716 # DEPENDENCYPART_GRANDPAR
(4,29),(29,24),-0.437246 # DEPENDENCYPART_GRANDPAR
(4,29),(29,25),-0.66067 # DEPENDENCYPART_GRANDPAR
(4,29),(29,26),-0.505261 # DEPENDENCYPART_GRANDPAR
(4,29),(29,27),-0.278833 # DEPENDENCYPART_GRANDPAR
(4,29),(29,28),-1.46887 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.193361 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0394867 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.119801 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.29483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.435098 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.716594 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.871261 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.229808 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0385621 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.147956 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.29657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.439333 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.789659 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.748498 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.903162 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.224289 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0349588 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0303528 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.29953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.409926 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.738268 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.665355 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.820019 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.659834 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.941231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.0026 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.15523 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.16446 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.772735 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.09468 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.957855 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.34733 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-1.371 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.902422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.254134 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.445084 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.432481 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.557985 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.58134 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.545288 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.827448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.00110983 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.207742 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.233176 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.387844 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.367561 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.732932 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.577194 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.402226 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.915778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.283648 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.322246 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.492703 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.432105 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.357958 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.526727 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.566868 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.766942 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.777716 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.679467 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.517311 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.732932 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.282791 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.322247 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.219843 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.415755 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.357961 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.682217 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.49051 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.526727 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.566868 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.562211 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.392416 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.914748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
