# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,0,15,16,22,20,22,22,17,22,25,23,0,
(5,15),(5,22),-0.0927141 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0626906 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.343526 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0820229 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.375315 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0721524 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.157622 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0450781 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0765625 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.024238 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.08949 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0183013 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.261335 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0189946 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0683806 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.394405 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.057489 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.174694 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0547978 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.120883 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0120242 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.131455 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0106366 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0366949 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.183925 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.077454 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0050201 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0166572 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0579384 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.021302 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.021302 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.021302 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0236871 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0897325 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.12577 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.105286 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.119721 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0671406 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0869081 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.12049 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0643871 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.236154 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0867513 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0894987 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.0674024 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00371864 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00371864 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00612472 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0297032 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.152488 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0486232 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.215079 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.024077 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0508866 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.216411 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0293005 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0214687 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0308204 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0250001 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0719519 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00371864 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00612472 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0297032 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.152488 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0486232 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.215079 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.024077 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0508866 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.216411 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0293005 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0214687 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0308204 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0250001 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0719519 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00612472 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0297032 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.152488 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0486232 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.215079 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.024077 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0508866 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.216411 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0293005 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0214687 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0308204 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0250001 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0719519 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0361031 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0212462 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0236954 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.065938 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.015719 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0243527 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.065938 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0204951 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.00412217 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0386454 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.035403 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.00956884 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0525907 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0440843 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00649561 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.148117 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0335296 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00649521 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0158943 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0138961 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.13337 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.134666 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0314404 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0367808 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.015589 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0569973 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0232337 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.015589 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.025184 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0219216 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00872418 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0065038 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0417648 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00944115 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0254169 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0640005 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00758351 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0131465 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0132467 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0143512 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0128036 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0779557 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.215418 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.154316 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0451732 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0717496 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0689973 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0527886 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0545217 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.163864 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0377317 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00318223 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00279022 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0678785 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.00329848 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.00667987 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0144542 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.000340708 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.00402124 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.016198 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0101791 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.00862199 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0755523 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0721249 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0692682 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.052995 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0547282 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.16186 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.00798037 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.013218 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.012848 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0244232 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.00811891 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.00924133 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0583021 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.138936 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.029894 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0315449 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.020991 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0141191 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0149639 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.139555 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.141013 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.145231 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0566402 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0566402 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0223801 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0566402 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0111339 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.15975 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00770654 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0229782 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00135799 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00335749 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0171617 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.000773637 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0622456 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.180163 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0786171 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.180163 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0465602 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.279355 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00112611 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00833693 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0124135 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0177145 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00319732 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0214079 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0254828 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0786171 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.180163 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0465602 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.279355 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00112611 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00833693 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0124135 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0177145 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00319732 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0214079 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0254828 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0315596 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.000386804 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.103722 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0671756 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0122397 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0109273 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0794526 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00779747 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.043036 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.161823 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0465602 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.279355 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00112611 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00833693 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0124135 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0177145 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00319732 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0214079 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0254828 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0202144 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0192324 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0215137 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0180456 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0171998 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0105314 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0199081 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0746326 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00184195 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0808074 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0148996 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0303306 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0570859 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0326301 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.034181 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00569447 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0159582 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0208129 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00456254 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00701854 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.041415 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0412665 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0365832 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0263073 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0622784 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0115428 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0109889 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0155434 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0516585 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0109083 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0137235 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.055296 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0102927 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00957538 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0191351 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0257306 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00308647 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00308647 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.006773 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00308647 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.173906 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.00927494 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0350085 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00177502 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00389979 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0171799 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00629948 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0108985 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00460331 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.007162 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0433397 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0227411 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0392503 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0177933 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0597858 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0177933 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.114053 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0973383 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0534257 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0811954 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0969885 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0157499 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0182392 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0372583 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0983104 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00913047 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0286893 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0153651 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0385526 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0597858 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0177933 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.114053 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0973383 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0534257 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0811954 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0969885 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0157499 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0182392 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0372583 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0983104 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00913047 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0286893 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0153651 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0385526 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0580558 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0661812 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00696816 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0709006 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.000173994 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0154231 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0687763 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0250881 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0153553 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0155491 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.124676 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0146782 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.00491533 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0289037 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.114053 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0973383 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0534257 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0811954 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0969885 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0157499 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0182392 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0372583 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0983104 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00913047 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0286893 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0153651 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0385526 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0117551 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0482971 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0315266 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0212944 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0247649 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.021239 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0227089 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0208522 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0236117 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0141694 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.000276598 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0315951 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.104799 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0160764 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0466575 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0206206 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.10319 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00397331 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0489531 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00655178 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0808117 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0881014 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0218509 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0107037 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0583053 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0108624 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.480286 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0140038 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0577773 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0149256 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.439594 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.459638 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00802055 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0166485 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00359724 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.127873 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0277051 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0147903 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00716923 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.131192 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.12583 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0169445 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00958124 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.102336 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0137213 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0875293 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00327091 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.107875 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.101889 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0176203 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0133877 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0154722 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.000701315 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0109194 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0152746 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.00805125 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.013422 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0483172 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0230133 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0911516 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.273755 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.27028 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0395637 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.00271614 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00227171 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.122903 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.117532 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0167913 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00310237 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.107876 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.10189 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.0154093 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0759212 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0717379 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0355739 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.270688 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0437707 # DEPENDENCYPART_SIBL
