# _root_ Ανησυχώ μήπως η διακρατική συνεργασία στον τομέα της εκπαίδευσης , δηλαδή η διακυβερνητική πτυχή , παραγκωνίσει την κοινοτική προσέγγιση .
#goldHeads=0,1,5,5,11,5,6,9,7,11,16,14,14,11,16,2,19,19,16,0,
#predictedHeads=0,1,5,5,1,5,6,9,7,11,1,14,14,16,16,0,19,19,16,0,
(7,6),(6,7),-1.13868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),0.0799512 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.353891 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.718725 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.38107 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.04714 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.20285 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.565841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.675675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0512694 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0548763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.131695 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.261728 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.188638 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.49696 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.657966 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.930869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.11802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.809398 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.586789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.63344 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0767987 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0534385 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.296164 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0188889 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.335909 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.345266 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.221894 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.50087 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.67399 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.10013 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.82734 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.660117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.578015 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.557856 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.125254 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.585353 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0883485 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.382918 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.00739478 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.198825 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.131497 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.286928 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.13781 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0678844 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.513528 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.36473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0202583 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.150086 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.57858 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.718725 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.659049 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.639498 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0828761 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0150607 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.593534 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.084051 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0120963 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.188463 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.423147 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.25228 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.49696 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.11802 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.809398 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.586789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.63344 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0730753 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.31051 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.335909 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.345266 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.221894 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.48706 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.699109 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.962436 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.07798 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.827801 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.62755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.594489 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.200557 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.056423 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.557553 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0845297 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.275383 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.161203 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.687039 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.23575 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.0485583 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.179372 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-1.57858 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.599929 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.0852379 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.323436 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.656123 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.377065 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.284474 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-1.20646 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.535076 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.498493 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.817772 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.273957 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.409091 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.412049 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.4354 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.584737 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.549112 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.445951 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.53976 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.740827 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.221638 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.332208 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.27912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.444288 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-1.20263 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.446785 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.540055 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.52108 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.23424 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.301904 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.34487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.458018 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.48019 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.630707 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.626927 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.448056 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.544195 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.518042 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.796181 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.457633 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.212789 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.3448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.458019 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.480191 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.735403 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.855301 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.630708 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.627041 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.16135 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.60225 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.821851 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.943483 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.28468 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.767455 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.875475 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.710455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0541822 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.114993 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.237564 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.161268 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.289151 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.624517 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.549418 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.60616 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.837876 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.26679 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.785397 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.857428 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.338681 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.786615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0747768 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.852774 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.150718 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.151856 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.18838 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.152886 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.460069 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.358796 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.3043 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0863365 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.783474 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.176363 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.204416 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.484976 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.68388 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.882608 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.417744 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.690727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0469867 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0207499 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.835817 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.115633 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.170325 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.143789 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.704665 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.580603 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.59235 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.862995 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.97505 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.24464 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.785858 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.840416 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.751294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.145202 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0764734 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.822978 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.140734 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.256385 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0274861 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.906635 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.519094 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.287244 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.254339 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0126393 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.16822 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.105411 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0606672 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0203061 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.00226785 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.0127028 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.01403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.314133 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.532997 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.381228 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.43054 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-0.686335 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.503122 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.113879 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.096592 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0122931 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0546759 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.0603468 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0207765 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.0624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.274175 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.429603 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.431161 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0689947 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0152081 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0489757 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0354128 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0264078 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.00732316 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.279653 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0480483 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.00196949 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0558461 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0597371 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0608289 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0865448 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0666003 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.05885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.269451 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.426055 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.444492 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.053791 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0874419 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.065835 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.04002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,2),-0.00558532 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0497514 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0601809 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0394272 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0468188 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0132689 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0682788 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.05885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.269451 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.485452 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.571192 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.426055 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.444605 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.724521 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.000827109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0586331 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0564636 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0507562 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.126685 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0336923 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.05885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.269451 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.485447 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.570745 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.444486 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.459922 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.439368 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.492374 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.47078 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.416678 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.541542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.435998 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.493111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0620638 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0737917 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0659497 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0881397 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.092457 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.219687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.163814 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.514951 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.216507 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.146772 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0498131 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0609664 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.203951 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.473157 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.43459 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.574756 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.478449 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.641657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.161497 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.108581 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0631068 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0613163 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0163888 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.110803 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.13804 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.477227 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.528006 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.473641 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.452395 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.471707 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.152895 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.251883 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.251645 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.207729 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.323328 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.459211 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.47918 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.528152 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.492002 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.481718 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.421365 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.440697 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.591242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.157125 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.173157 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0470718 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.101103 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0415566 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.290725 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0913126 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.1644 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.121774 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0849541 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.313375 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.203951 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.114924 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.473157 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.124973 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.0531243 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0267215 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.236718 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0596743 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.127463 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.104243 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0357047 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.275357 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.140684 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.071137 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.111785 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.153343 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.17546 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.971556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,14),-0.23189 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.265466 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.352642 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.568342 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.418215 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.235079 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0389676 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.295624 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0808503 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.0995156 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.064415 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.206425 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-0.962859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,15),-0.361124 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.38242 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.31395 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.146974 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.118756 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.292511 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.0677681 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.110102 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.146716 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.110831 # DEPENDENCYPART_GRANDPAR
