# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,13,13,6,13,16,14,20,19,20,16,22,20,22,25,23,27,20,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(3,4),(3,7),-0.0355896 # DEPENDENCYPART_SIBL
(3,4),(3,11),-0.040927 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.172166 # DEPENDENCYPART_SIBL
(3,5),(3,7),-0.0799355 # DEPENDENCYPART_SIBL
(3,5),(3,11),-0.0644688 # DEPENDENCYPART_SIBL
(3,6),(3,7),-0.206221 # DEPENDENCYPART_SIBL
(3,6),(3,11),-0.106211 # DEPENDENCYPART_SIBL
(3,7),(3,11),-0.0233605 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00746529 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0253006 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.023371 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00064992 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0823226 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00158347 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0581399 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00231809 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.015037 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0198384 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.137249 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0203787 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.09124 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0101084 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0215614 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0182492 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0160741 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0185496 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0246168 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0349967 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0162299 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0225511 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0336894 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0378017 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0736988 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00744167 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0195951 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0219044 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.014243 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0472827 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.000855486 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.152018 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0139831 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0122573 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0479294 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0573011 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0634369 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00476806 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.079165 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0172455 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0486269 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00257268 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0290164 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00053587 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0583598 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0799876 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0517888 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0533083 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0215053 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0501393 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0324762 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0117648 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0413707 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0144549 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0274105 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0477938 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0402939 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.110055 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0423413 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0614384 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0442889 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0275562 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0505146 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0387368 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00879237 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.040607 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0395429 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0185738 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.013154 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0209731 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0125936 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0134788 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00328348 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00751025 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0914777 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0118691 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.122437 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.00701314 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00321761 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0146929 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0152658 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00728465 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00801236 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0236458 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.00763357 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0442679 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0118415 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0138899 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00847006 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0205194 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00955958 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0143905 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0368873 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0358936 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0313504 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0214176 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0115392 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00586697 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00189546 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.191741 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0152836 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00755224 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.110095 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0120326 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00725767 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00823951 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0117857 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0214381 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.031462 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0031144 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00542262 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0146559 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.00490256 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0176676 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0175061 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00507493 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0129153 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.00154945 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00412713 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0511865 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0109644 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0220186 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00640872 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0400644 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00729074 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0235974 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0270478 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.118512 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0231484 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0255085 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0189821 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0811432 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0104871 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0209154 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0204043 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0196157 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0220336 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00264816 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0682599 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00724818 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.000191976 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00561126 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.153648 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.000131634 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0183492 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0361019 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0204342 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0183514 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.001601 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0828682 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0654558 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0723954 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0856262 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0525286 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.00815546 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0186986 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0103449 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00934112 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0191669 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0307078 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.104008 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.120174 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.127028 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.103914 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0790076 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.060429 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0367015 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0698739 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0604325 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0179062 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0452872 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.328664 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0436773 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.04589 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0334902 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0212944 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0250925 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0162653 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0236871 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0903055 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0874566 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.101846 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0898223 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.239042 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0156731 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0200967 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00611622 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0237055 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.050076 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.184906 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0208071 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0249941 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.015083 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0216878 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.105376 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.068862 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0968026 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.107442 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0690186 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0236978 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0891377 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0798006 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.104486 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0886666 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.238705 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0354038 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0064089 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0659619 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0377887 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.00437904 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0385108 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00748777 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.131106 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0136147 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0053285 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0203439 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0107277 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0512764 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0685815 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0138808 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0056507 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0003 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0164526 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0328476 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0101784 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0355452 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0360823 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0328492 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0253167 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.174593 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0301815 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0464462 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0284603 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.043698 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0413381 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0355896 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0421749 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0300497 # DEPENDENCYPART_SIBL
(13,1),(13,26),0.032266 # DEPENDENCYPART_SIBL
(13,1),(13,27),0.0137691 # DEPENDENCYPART_SIBL
(13,1),(13,35),-0.00823203 # DEPENDENCYPART_SIBL
(13,1),(13,36),-0.0348641 # DEPENDENCYPART_SIBL
(13,1),(13,37),-0.0506594 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0202539 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0621994 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0640691 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0298083 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0206065 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.062667 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0207858 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.157494 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0856863 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00476644 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00100152 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00250498 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0504372 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0153418 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.000523146 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0341125 # DEPENDENCYPART_SIBL
(13,2),(13,26),-0.00221097 # DEPENDENCYPART_SIBL
(13,2),(13,27),0.0372818 # DEPENDENCYPART_SIBL
(13,2),(13,35),0.0148811 # DEPENDENCYPART_SIBL
(13,2),(13,36),-0.00966749 # DEPENDENCYPART_SIBL
(13,2),(13,37),0.0405037 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0235102 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0200666 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0341574 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0589716 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0235144 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0247873 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.252066 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0251068 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0309793 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0339474 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0289691 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0166242 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0162527 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0269727 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.000828785 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.0130575 # DEPENDENCYPART_SIBL
(13,3),(13,27),0.0298292 # DEPENDENCYPART_SIBL
(13,3),(13,35),-0.00623183 # DEPENDENCYPART_SIBL
(13,3),(13,36),-0.0293965 # DEPENDENCYPART_SIBL
(13,3),(13,37),-0.0291832 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0567321 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0142322 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0448768 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0250998 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.000299277 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.150388 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.052268 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00757259 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0151123 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0106271 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.00615968 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.111117 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0126267 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0506967 # DEPENDENCYPART_SIBL
(13,5),(13,26),0.0410013 # DEPENDENCYPART_SIBL
(13,5),(13,27),0.0187017 # DEPENDENCYPART_SIBL
(13,5),(13,35),0.00226575 # DEPENDENCYPART_SIBL
(13,5),(13,36),-0.0206682 # DEPENDENCYPART_SIBL
(13,5),(13,37),0.0127304 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0152549 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0998891 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0709886 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0827586 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.292097 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00134686 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.048433 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0426241 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0466178 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0511428 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.00112334 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0452754 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0194834 # DEPENDENCYPART_SIBL
(13,6),(13,26),0.00331327 # DEPENDENCYPART_SIBL
(13,6),(13,27),0.0107985 # DEPENDENCYPART_SIBL
(13,6),(13,35),-0.00276496 # DEPENDENCYPART_SIBL
(13,6),(13,36),-0.0564563 # DEPENDENCYPART_SIBL
(13,6),(13,37),-0.0280982 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.031143 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0283164 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00832895 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.159804 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0221827 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0250987 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00467063 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0209026 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0208353 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0150807 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0198535 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0381336 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0784932 # DEPENDENCYPART_SIBL
(13,7),(13,27),0.0512663 # DEPENDENCYPART_SIBL
(13,7),(13,35),0.0285004 # DEPENDENCYPART_SIBL
(13,7),(13,36),-0.00173321 # DEPENDENCYPART_SIBL
(13,7),(13,37),-0.0358555 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0408665 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00797876 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.111685 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0244044 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0195628 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0359984 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0251792 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0659717 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0100891 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0231912 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0146551 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.0939604 # DEPENDENCYPART_SIBL
(13,8),(13,27),-0.000453393 # DEPENDENCYPART_SIBL
(13,8),(13,35),-0.0164274 # DEPENDENCYPART_SIBL
(13,8),(13,36),-0.0328023 # DEPENDENCYPART_SIBL
(13,8),(13,37),-0.0489631 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.000964329 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.143726 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0446179 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0102215 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0151268 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0132759 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00731182 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.110777 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0152756 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0470496 # DEPENDENCYPART_SIBL
(13,9),(13,26),0.0481673 # DEPENDENCYPART_SIBL
(13,9),(13,27),0.0186872 # DEPENDENCYPART_SIBL
(13,9),(13,35),0.00225121 # DEPENDENCYPART_SIBL
(13,9),(13,36),-0.0206827 # DEPENDENCYPART_SIBL
(13,9),(13,37),0.00908825 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0363094 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.000342633 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0211772 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.051381 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0128048 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0248683 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0283106 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0108877 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0146685 # DEPENDENCYPART_SIBL
(13,11),(13,26),0.035958 # DEPENDENCYPART_SIBL
(13,11),(13,27),0.0179384 # DEPENDENCYPART_SIBL
(13,11),(13,35),-0.0504559 # DEPENDENCYPART_SIBL
(13,11),(13,36),-0.0522565 # DEPENDENCYPART_SIBL
(13,11),(13,37),0.00484724 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0909816 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0159222 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0279911 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00943467 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0865964 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0124952 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0029433 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0800993 # DEPENDENCYPART_SIBL
(13,12),(13,26),0.0273087 # DEPENDENCYPART_SIBL
(13,12),(13,27),0.131385 # DEPENDENCYPART_SIBL
(13,12),(13,35),0.027477 # DEPENDENCYPART_SIBL
(13,12),(13,36),0.00755027 # DEPENDENCYPART_SIBL
(13,12),(13,37),0.123119 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0497878 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0296953 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0439418 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0405696 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.120777 # DEPENDENCYPART_SIBL
