# _root_ * Πάρτε το ποτό σας και καθίστε κάπου κοντά στο Pierro's , ένα από τα διασημότερα και παλαιότερα gay μπαρ του κόσμου , για να δείτε τον κόσμο που πηγαινοέρχεται τα βράδυα .
#goldHeads=6,6,4,2,4,0,6,9,7,9,12,10,12,13,20,17,20,17,20,14,22,20,24,6,26,24,28,26,30,28,32,30,0,
#predictedHeads=0,6,4,2,4,0,6,9,7,9,10,7,12,13,16,14,20,20,20,14,22,20,24,20,26,24,28,26,30,28,32,30,0,
(2,14),(2,17),-0.236005 # DEPENDENCYPART_SIBL
(2,14),(2,18),-0.0574305 # DEPENDENCYPART_SIBL
(2,14),(2,23),-0.100141 # DEPENDENCYPART_SIBL
(2,14),(2,24),-0.0369832 # DEPENDENCYPART_SIBL
(2,14),(2,33),-0.14391 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.041115 # DEPENDENCYPART_SIBL
(2,17),(2,23),-0.0057219 # DEPENDENCYPART_SIBL
(2,17),(2,24),-0.000698517 # DEPENDENCYPART_SIBL
(2,17),(2,33),0.0195206 # DEPENDENCYPART_SIBL
(2,18),(2,23),0.00946875 # DEPENDENCYPART_SIBL
(2,18),(2,24),0.075078 # DEPENDENCYPART_SIBL
(2,18),(2,33),-0.021415 # DEPENDENCYPART_SIBL
(2,23),(2,24),0.00258956 # DEPENDENCYPART_SIBL
(2,23),(2,33),-0.109892 # DEPENDENCYPART_SIBL
(2,24),(2,33),-0.0176409 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.034545 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.189479 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.01705 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0199942 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0190533 # DEPENDENCYPART_SIBL
(4,1),(4,8),0.0104206 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0205964 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.050822 # DEPENDENCYPART_SIBL
(4,1),(4,30),0.0190533 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.170122 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0237535 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0237604 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0949742 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.00143586 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.00899674 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0193695 # DEPENDENCYPART_SIBL
(4,2),(4,30),0.0949742 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.103614 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0162157 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.000660882 # DEPENDENCYPART_SIBL
(4,3),(4,8),-0.0557689 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0374371 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.147893 # DEPENDENCYPART_SIBL
(4,3),(4,30),0.000660882 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.100381 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0656825 # DEPENDENCYPART_SIBL
(4,5),(4,8),0.0250674 # DEPENDENCYPART_SIBL
(4,5),(4,9),0.038458 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.0745069 # DEPENDENCYPART_SIBL
(4,5),(4,30),-0.0656825 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00569099 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0116159 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0101985 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0164164 # DEPENDENCYPART_SIBL
(4,6),(4,30),-0.00569099 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0552042 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0552476 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0117571 # DEPENDENCYPART_SIBL
(4,7),(4,30),-0.0925367 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00143939 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.00254009 # DEPENDENCYPART_SIBL
(4,8),(4,30),0.00366624 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.00140349 # DEPENDENCYPART_SIBL
(4,9),(4,30),0.00240187 # DEPENDENCYPART_SIBL
(4,11),(4,30),-0.00105588 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0373573 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0625461 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.051686 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0502505 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0670217 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.068904 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.073747 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0184624 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0955934 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.181576 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.461393 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.018037 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0168308 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00156851 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00709726 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0419969 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0139008 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0284189 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0275372 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00210239 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0662344 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0153651 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00588238 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00440799 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0716398 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0157499 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.091829 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0905302 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0371492 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.108576 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.008889 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0201274 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00977904 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0192057 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0396307 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0546051 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.000316396 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0424072 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00697731 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0243211 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0704019 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0697939 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.113835 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0327604 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0386017 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0986401 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0299523 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0677877 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0967337 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.098835 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0386017 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.103458 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0655467 # DEPENDENCYPART_SIBL
(7,1),(7,28),-0.0990103 # DEPENDENCYPART_SIBL
(7,1),(7,32),-0.098835 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0473619 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.073491 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0180746 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.000513133 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00120358 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0240356 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0207547 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0185518 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0155197 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0295689 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0137567 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0134122 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0134029 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0185518 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.00808615 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.053507 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0135835 # DEPENDENCYPART_SIBL
(7,2),(7,32),-0.0134029 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00356618 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.038755 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0423164 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0398156 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0563258 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0759649 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.089492 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0855026 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0456997 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0389462 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0041113 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.00475159 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.089492 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.0361793 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.0263399 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.00112725 # DEPENDENCYPART_SIBL
(7,3),(7,32),0.00130232 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.042392 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00850859 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0139267 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0120859 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0345356 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00421021 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0391362 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00895803 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0210303 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0081332 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.00977138 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.00421021 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0279619 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0132809 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0139176 # DEPENDENCYPART_SIBL
(7,4),(7,32),-0.00977138 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.015901 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.016364 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.081207 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00716709 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0277982 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0372072 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0418821 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0192676 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.00290789 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00293728 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0277982 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.0217254 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.049929 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0020805 # DEPENDENCYPART_SIBL
(7,6),(7,32),0.00293728 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0449931 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00565702 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.000130154 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.000440865 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0490888 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0350146 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0326134 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0135149 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0135376 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.000440865 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0552506 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.00727049 # DEPENDENCYPART_SIBL
(7,8),(7,28),0.0130121 # DEPENDENCYPART_SIBL
(7,8),(7,32),0.0135376 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0141645 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.019314 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0791829 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0286662 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0176016 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.00431919 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0328777 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0329004 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0791829 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0823194 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0262032 # DEPENDENCYPART_SIBL
(7,9),(7,28),0.0323748 # DEPENDENCYPART_SIBL
(7,9),(7,32),0.0329004 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.038878 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00563135 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0754721 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.232482 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0299168 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0288907 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0288561 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.00563135 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0588536 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0169724 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0304305 # DEPENDENCYPART_SIBL
(7,10),(7,32),-0.0288561 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00735467 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0142499 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.132728 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0250235 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0373065 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0370787 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.00735467 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.028646 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.00754918 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.0376043 # DEPENDENCYPART_SIBL
(7,11),(7,32),-0.0370787 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0221374 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0357273 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00293373 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.00424003 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.00436572 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.019737 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.00258956 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.00591063 # DEPENDENCYPART_SIBL
(7,12),(7,28),0.00384016 # DEPENDENCYPART_SIBL
(7,12),(7,32),0.00436572 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.236005 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0574305 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0321639 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0321249 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.100141 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0369832 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0544162 # DEPENDENCYPART_SIBL
(7,14),(7,28),-0.0336993 # DEPENDENCYPART_SIBL
(7,14),(7,32),-0.0321249 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.041115 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0109347 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0108794 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0057219 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.000698517 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.00554661 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.01141 # DEPENDENCYPART_SIBL
(7,17),(7,32),-0.0108794 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0333424 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0333651 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.00946875 # DEPENDENCYPART_SIBL
(7,18),(7,24),0.075078 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0171834 # DEPENDENCYPART_SIBL
(7,18),(7,28),0.0328395 # DEPENDENCYPART_SIBL
(7,18),(7,32),0.0333651 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.225402 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.010406 # DEPENDENCYPART_SIBL
(7,20),(7,24),-0.0148002 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.0314596 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.225927 # DEPENDENCYPART_SIBL
(7,20),(7,32),-0.225402 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.010236 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.0147982 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0345918 # DEPENDENCYPART_SIBL
(7,22),(7,28),-0.225774 # DEPENDENCYPART_SIBL
(7,22),(7,32),-0.225248 # DEPENDENCYPART_SIBL
(7,23),(7,24),0.00258956 # DEPENDENCYPART_SIBL
(7,23),(7,26),-0.00591063 # DEPENDENCYPART_SIBL
(7,23),(7,28),0.00384016 # DEPENDENCYPART_SIBL
(7,23),(7,32),0.00436572 # DEPENDENCYPART_SIBL
(7,24),(7,26),0.00520406 # DEPENDENCYPART_SIBL
(7,24),(7,28),-0.0114836 # DEPENDENCYPART_SIBL
(7,24),(7,32),-0.00990922 # DEPENDENCYPART_SIBL
(7,26),(7,28),-0.0671635 # DEPENDENCYPART_SIBL
(7,26),(7,32),-0.0666367 # DEPENDENCYPART_SIBL
(7,28),(7,32),-0.225755 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0547592 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00731475 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0906252 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0547592 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0193922 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.003024 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.212758 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0093457 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0669352 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0194459 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0112789 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0933102 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0173861 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0355773 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0118126 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0168648 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00224422 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0235549 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0406873 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0751667 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0649326 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00904047 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0294235 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0273593 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0144721 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0259757 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0113138 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0459887 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0524417 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0598086 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.000606481 # DEPENDENCYPART_SIBL
(8,6),(8,14),-8.25766e-07 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0305883 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0527439 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0355773 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0118126 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0168648 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00224422 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0235549 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0406873 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00572189 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0696659 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0184036 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0264783 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00986717 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0386302 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.074561 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0904131 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0166075 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0740628 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0232517 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0144107 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0771118 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00916204 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0333542 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.054501 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00705643 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0896819 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.054501 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0194864 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0275628 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.213986 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0320098 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0692136 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.023215 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0116766 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0925626 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0169884 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0207588 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0263056 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0128081 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0146429 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0204041 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0388238 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0748094 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0649257 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0350407 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.014832 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0225217 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00197499 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0229964 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00982515 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0458425 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00348202 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0741747 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00416386 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.012527 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0278684 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0515147 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0207588 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0263056 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0128081 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0146429 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0204041 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0388238 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.038396 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0166485 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0554121 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0220098 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0320001 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0382219 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0741743 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0883734 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0145679 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0746897 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0233073 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0144665 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.074184 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00623426 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0333543 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00973295 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0106917 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0299523 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00138365 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0152777 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0600393 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0186182 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.102827 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.00425133 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0145201 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0823337 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.10215 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0339828 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00425133 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0145201 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0823337 # DEPENDENCYPART_SIBL
