# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,8,7,5,9,12,12,12,16,14,12,16,0,22,22,21,21,22,16,22,23,0,
(4,8),(8,12),-0.983538 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-1.17232 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.136616 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.34762 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-1.20741 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-1.54606 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-2.4104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.392588 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.825504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.212466 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.331143 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.869797 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-1.20441 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.780481 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),0.180217 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.0420976 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-2.4511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.363525 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.94278 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.228924 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.187823 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.39645 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.385231 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-1.04369 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.649434 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.19951 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.141866 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.337903 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.29035 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-1.07879 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.75963 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-1.45013 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.625584 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.351819 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.807821 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.0184112 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-1.00305 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-1.33484 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.728558 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.191868 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.522525 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.362469 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-1.23274 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.933602 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.0822896 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-2.3235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.426351 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.94903 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.278226 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.308989 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.313741 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.508654 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.917603 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-1.28081 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.766564 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.143204 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.383377 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.294502 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-1.12765 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.753343 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-1.34102 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.605641 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.403456 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.812933 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.863904 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.587359 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.886728 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.285255 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.190539 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.944101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.255471 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.291467 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.182493 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0819088 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.856612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.138353 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.127145 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.386668 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.458608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.27192 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.412755 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.492371 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.310929 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.467605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.272054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0901764 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0431002 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0876407 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.298103 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.483281 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.402468 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.516794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.177014 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0847206 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.00542367 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.299133 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.16415 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.236723 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.453557 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.231597 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.396027 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.519314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.281634 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0909282 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0417458 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0218984 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.309492 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.176317 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.192772 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.394112 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.321265 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.481341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),0.235572 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.141481 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0732201 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0515725 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.00375943 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.150818 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0343308 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.162885 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.110032 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0112257 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.186084 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.305241 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.130897 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.141086 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.367991 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),0.185628 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.33012 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0161043 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.083421 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.1531 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.122217 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.182955 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.0980836 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.227908 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.405525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.331748 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.00623065 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.235825 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.18208 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.172455 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.128094 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0990346 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.389285 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.169508 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.317557 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.114969 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.383263 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.189343 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.214636 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.170641 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.25353 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.480346 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.329648 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.31091 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.464025 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.525204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.160947 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.161139 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.0676845 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0975075 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.174919 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.244707 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.337283 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.182146 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.207764 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.124907 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.253663 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.42678 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.282543 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.146924 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.43453 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),0.0679747 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.382204 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.317557 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.420954 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.383263 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.189343 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.221508 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.191823 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.480346 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.329648 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.331378 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.532973 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),0.0174828 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.316597 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.467282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,7),0.245925 # DEPENDENCYPART_GRANDPAR
(5,22),(22,8),-0.132111 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),-0.0359987 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),0.191508 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.252305 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.00803462 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.245436 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.118864 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.0227955 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.268635 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.560821 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.406729 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.117868 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.332274 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),0.193675 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.328443 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.0954705 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),0.107179 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.30497 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.176437 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.432398 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),0.071175 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.812975 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.312953 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.338046 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-1.11953 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.570843 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.08805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.369084 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.330037 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.54204 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.02284 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.915359 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.613637 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.405907 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.636494 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.656688 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.337938 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.753937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.824526 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.757701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.5789 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.602581 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.619631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.0608751 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.114184 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.599162 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.0113548 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.226473 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.536788 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.228447 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.56015 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.587422 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.602592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0579152 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0278942 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0539977 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.583517 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.439221 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.767651 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.713303 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.55111 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.589486 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.617154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0641413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.137617 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.098872 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.115987 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.517384 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.354159 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.185991 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.0258347 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.0457381 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.208848 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.45501 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.290758 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.180367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),0.140544 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),0.10221 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.348616 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.116201 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.338632 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.190337 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.269793 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.108607 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.192877 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0426659 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.144311 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.00550753 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.20619 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.857369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.314494 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.345113 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.361365 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.339842 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.576578 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0585564 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0914154 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0711686 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.127505 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0377374 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.204049 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.885637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.288374 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.401604 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.570458 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.584288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.41974 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.328967 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.499674 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.462131 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.766184 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-0.651431 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.107355 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0592478 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.875957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.284046 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.338323 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.286634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.335535 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.248067 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.38205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.268573 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0281894 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.131658 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.112465 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.408942 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.452147 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.281458 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.34517 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.257357 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.396443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.349945 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.157851 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0236019 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0320983 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0652404 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0440201 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.174929 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0393688 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0359137 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.0235021 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.0528561 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),0.0271118 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.270541 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.0371622 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.20327 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.201192 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0412944 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.167868 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.084327 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0616568 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0842914 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.207408 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.440227 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.338819 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.33325 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.266528 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.347162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.308895 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.189477 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.023066 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.356845 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.102726 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0331977 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.242525 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.060518 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.140271 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.0986589 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.192861 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),0.0130344 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.323222 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.137688 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.276251 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.443243 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.302157 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.21188 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.186512 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.0399923 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.113076 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.153074 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.317881 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.188296 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.444423 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.200005 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),0.018066 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.00510816 # DEPENDENCYPART_GRANDPAR
