# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(0,14),(14,12),-0.234768 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.0711519 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.592754 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.317767 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.383735 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.284399 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.250498 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.461507 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.436487 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.365069 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.737783 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.747529 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),-0.0955407 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.407153 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0814007 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.254427 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.309346 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.404834 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0202039 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.304313 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.201565 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.232601 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.0350996 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.336818 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.534498 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.478715 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.221682 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.0459926 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.435055 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.231982 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.0669889 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.577903 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.452403 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.0777922 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-1.02237 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.900417 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.226393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.440289 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.00877427 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.021622 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.291004 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.304823 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.181407 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.297662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.835385 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0540134 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.478391 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.35046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.497879 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.670197 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.804563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,6),0.0691982 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.587198 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.777576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.444715 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0530279 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.588953 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.442744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.534003 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.509434 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.436866 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.686619 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.843153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),0.0597667 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.588307 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0521619 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.361084 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.397224 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.1308 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.145128 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.247943 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.229965 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.197342 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.391718 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.540031 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.572776 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.649927 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.443413 # DEPENDENCYPART_GRANDPAR
(2,7),(7,25),-0.727023 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.686547 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.839661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),0.0505213 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.582632 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0534927 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.193496 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.097077 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.129225 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.169735 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.246369 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.215836 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.218526 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.391494 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.275397 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.563179 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.570678 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.648352 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.442103 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.711913 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.802334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),0.0300387 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.664306 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0891531 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.077413 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.334589 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.136098 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.379263 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.320679 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.298415 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.196564 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.450301 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.352717 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.537124 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.56599 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.561541 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-0.728077 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.120479 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.99981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),0.0576215 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.205686 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.01864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.499063 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.407894 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.5914 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.398882 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.403336 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.288015 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.60311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.210558 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0210848 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.278786 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.162987 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.368235 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.387121 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.367485 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.548565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.130998 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0356848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.252508 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.219102 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.39132 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.0591592 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.287802 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.139539 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.127852 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.118299 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.433399 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.344227 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.546052 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.35493 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.369792 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.69848 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.642299 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.328888 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.27105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.941908 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.992609 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.802907 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.628205 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.414628 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.18624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.859641 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.02249 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.920015 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.71912 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.731668 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.673034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.26756 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.398871 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.264441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.215017 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.427754 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.274758 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.249974 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.391593 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.880201 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.672173 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.83975 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.471021 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.647387 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.514756 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.505599 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.02242 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.917548 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.722925 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.73177 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.671703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.207912 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.00414967 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.26285 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.239601 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.426163 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.260613 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.271135 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.391353 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.391603 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.903324 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.670059 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.838159 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.469694 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.808142 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.615485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.20067 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.252802 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.335426 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.73011 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.396325 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.369979 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.145317 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.191751 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.179634 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.272181 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.13324 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.760891 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.76458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.631108 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.467174 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.109211 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0976507 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.580606 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.69835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,2),0.0891985 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.220439 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.100295 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.730755 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.76534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.863416 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.63187 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.61356 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.263224 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.055798 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.0314272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.301348 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.124286 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.17487 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.269713 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.05304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.8316 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.00351638 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.015078 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.1317 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.088292 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0185128 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0984449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.407338 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.382139 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.17597 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.653317 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.404552 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.0600634 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.0169829 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.839006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.29799 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0741253 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0851866 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0889665 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0329 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.273006 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.565319 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.389095 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.0213485 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.0113092 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.918909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.42317 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.224472 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0168375 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0620383 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.116764 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0176063 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0711006 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.339319 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.213554 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.527657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.108092 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.259806 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.0600634 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.839006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),0.29799 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.133553 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.179453 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0889665 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0329 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.14217 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.361043 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.164387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.498447 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.318202 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.0781779 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0435837 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.091793 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.171768 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0374445 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.264461 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.555819 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.659132 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.665095 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.272353 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.56242 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.387691 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.0142076 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.928832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.208884 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.119769 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0194326 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.247953 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.211645 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.706529 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.140002 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.399151 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.174211 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.570962 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.157693 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-1.05108 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.643488 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.424848 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.791423 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.256416 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0375598 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.190906 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.209389 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0357716 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.788883 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.501447 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.365562 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.659802 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.338316 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.745157 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.896506 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.017454 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.259526 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.111985 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),0.311534 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.0567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),0.0875238 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.10458 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.002858 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.232763 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.252685 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.0225226 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.819379 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.179763 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.518281 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.452533 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.204992 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.932653 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.606078 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.431281 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.758503 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.27395 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.376814 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.722073 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-1.05732 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.606476 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.757825 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.278846 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),-0.705506 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.278963 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.528045 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.108131 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-1.00816 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.482201 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.758152 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.269941 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-1.1841 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.713685 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.264045 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.437869 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.916361 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.597796 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.476021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.490788 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.561518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.359368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.390429 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.463762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
