# _root_ Ασφαλώς , η συνόψιση των μέχρι τώρα οδηγιών , η εναρμόνιση και ο εκσυγχρονισμός τους αποτελούν ένα πολύ ουσιαστικό βήμα .
#goldHeads=16,16,4,12,8,8,6,4,12,11,12,16,14,12,14,0,20,19,20,16,0,
#predictedHeads=16,16,4,12,6,4,6,6,12,11,12,16,14,12,14,0,20,19,20,16,0,
(6,8),(8,12),-0.122927 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0523933 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.529669 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.758608 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.705081 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.774795 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.500123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.227405 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.394166 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0274785 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0967902 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.184887 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.221059 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.562667 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.16452 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.784154 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.729872 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.02128 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.879454 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.467353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.239444 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.475063 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0706517 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.587023 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.68278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.171636 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0522711 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.377325 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.529615 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.754065 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.683891 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.776424 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.512286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.176145 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.450031 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.255246 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.757877 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.114903 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.724996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.150659 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.309046 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.100919 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.390345 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.443154 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.207388 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.166998 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.879454 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.588069 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.149165 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.068216 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.833878 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.268505 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0522723 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.377325 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.507888 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.530303 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.159178 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.755451 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.58069 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.531507 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.338523 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.3649 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.130782 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.26578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.166203 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.580182 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.642118 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.878538 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.394362 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.363954 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.185198 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.201388 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.588418 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.64986 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.897476 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.290194 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.372668 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.455912 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.389684 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.170608 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.27104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.21637 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.586743 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.669557 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.636177 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.897122 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.907287 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.897976 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.864608 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.26748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,4),-0.381467 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.474336 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.25466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.164535 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.553099 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.617721 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.634779 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.84528 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.842103 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.731051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.777313 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.983704 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.850381 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.930442 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.612321 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.89236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.182098 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.493085 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.207924 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.188356 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.436294 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.688451 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.731115 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.778988 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.835398 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.600535 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.889344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.27005 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.309695 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.293645 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.537256 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.663886 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.680235 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.526406 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.731051 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.777313 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.983704 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.930442 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.612321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.89236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.314041 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.24701 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.569837 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.742367 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.43548 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.436216 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.455605 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.688442 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.7325 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.771743 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.842633 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.6152 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.868713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.334801 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0958339 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.681618 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.123266 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.826497 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.365683 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.521187 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.503464 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.503403 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.567434 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.618674 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.530938 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.930442 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.570506 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.140599 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.164315 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.846976 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.423493 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.436218 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.455605 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.585901 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.68913 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.443871 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.728899 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.675463 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.768672 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.577695 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.853842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.338209 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.163335 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.114977 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.184226 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.800876 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.342204 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.471151 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.398522 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.499661 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.538881 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.442085 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.726012 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.770971 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.657823 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.733875 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.534498 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.273787 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.682063 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0174003 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0797752 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.901525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.276559 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.42563 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.441019 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.352264 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.598461 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0158526 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.916594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.265994 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.413254 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.437208 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.347958 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.30425 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.60333 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.375772 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0196827 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.101116 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.0014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.322516 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.607797 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.461704 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.756541 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.518821 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.756346 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.821334 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0943943 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.533013 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.533612 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0654658 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.917152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.262634 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.523546 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.429682 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.672284 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.772365 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.314639 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.336445 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.540301 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.458828 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0999934 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.901526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.27656 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.50792 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.425631 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.656658 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.441176 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.711433 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.722546 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.707576 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.14546 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.504043 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.337614 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.370441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.0126285 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0138486 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.135931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.180816 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.554637 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.349057 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.783293 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.764098 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.09775 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.98304 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.581354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.398362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.343138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.182754 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.169232 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.644536 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.171845 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.039756 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.304633 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.526487 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.775063 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.751482 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.20763 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.573268 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.390258 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.330884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.236882 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.319725 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0596755 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.561647 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.060149 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.361308 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0529852 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.232059 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.309642 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.294519 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.313379 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.758038 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.650989 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.11129 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.520484 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.373735 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.399699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.294939 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.00525214 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.0902085 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.583666 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.153658 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.133933 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.180888 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.450052 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.219056 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.269938 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.171488 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.59117 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.100402 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.797671 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.264844 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.55373 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.370814 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0680098 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.00945157 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.0843089 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.0335387 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.113302 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.05047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,12),-0.345771 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.42826 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.131787 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.151833 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.092067 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.0479893 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.05726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,12),-0.353723 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.445663 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0285164 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.104583 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.173973 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.157163 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0907942 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0410852 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.185205 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.04692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.487487 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.33128 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.567566 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.441595 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.56337 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.614715 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0584928 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.01866 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.00470494 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.159697 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.02809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.450258 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.342711 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.53033 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.606871 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0744645 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.142665 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0258934 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0309823 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0879478 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.113277 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.05047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.448027 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.345771 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.528099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.428416 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.567958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0285182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.104585 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.173972 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.115774 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0731108 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0272019 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0530196 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.04692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.375411 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.487487 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.33128 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.441595 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.907818 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.462292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.469322 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.426388 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.428584 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.453764 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.481081 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.366844 # DEPENDENCYPART_GRANDPAR
